StrongNumberX1	StrongNumberX2	Distance
A3764	H4186	0.800614750039268
A3764	H3676	0.303703703703704
H4399	H6092	0.724866121279711
H4399	H5652	0.482839267029869
H4399	G2041	0.531529517649184
H4399	G2716	0.794352513417415
H4399	G1739a	0.798106127675141
H4399	G4903	0.65061777814494
H4399	A5648	0.776610006423382
H4399	H3018	0.669660946942398
H4399	G1217	0.823722107396834
H4399	H1697	0.808246451611069
H4399	G4161	0.71276166660006
H4399	H4522	0.7889823566302731
H4399	H1576	0.8077855728094609
H4399	H4931	0.734065053785286
H4399	G651	0.760935445946304
H4399	G1408	0.794625110265012
H4399	H4749	0.76463076775464
H4399	H4639	0.506624751342994
H4399	H6213	0.72020210971306
H4399	A4479	0.823034237877597
H4399	H4284	0.823715164994033
H4399	G2038	0.561792923788867
H4399	H929	0.781178911241375
H4399	H6045	0.5651060740334169
H4399	G2040	0.641132265855076
H4399	H4659	0.6414013182610609
H4399	A1147	0.659726753852763
H4399	H8334	0.709923141635977
H4399	G3618a	0.763436757654766
H4399	G2353	0.735835429749783
H4399	G4160	0.72838941115527
H4399	H6468	0.638805098752544
H4399	G3618	0.825780043169818
H4399	H6466	0.653481730778624
H4399	H4566	0.742894686017972
H4399	G671	0.79219500856172
H4399	H4652	0.671568330727829
H4399	H4735	0.825528639075099
H4399	H5450	0.781430773923656
H4399	A4567	0.573811115185789
H4399	G1248	0.708388711122096
H4399	H5998	0.648969715092506
H4399	G1755	0.7254776897177549
H4399	H5656	0.465690078086737
H4399	A1778	0.829828383243332
H4399	H4611	0.761650343071316
H4399	A846	0.814632267642924
H4399	A5673	0.433958380092976
H4399	G4020	0.813563833140217
H4399	H5999	0.731043476650296
H4399	H6467	0.579695129758838
H4399	G1754	0.687841066982947
H4399	H5647	0.631251900697252
H4399	G1829	0.827186936715585
H4399	H4659a	0.690341309893705
H4399	H6001	0.820745768146551
H4399	H5949	0.737035385632133
H4399	H4100	0.778332785598969
H4399	G1753	0.736861471499496
H4399	H1129	0.611544473270051
H4399	H4478a	0.823034237877597
H4399	H525	0.815408891261584
H4399	H4916	0.617737215850644
H4399	G2872	0.776850951979062
H4399	G5101	0.791551519424657
H4576	H106	0.575854700854701
H4576	H4281	0.376692343604108
H4576	H855	0.593253968253968
H2348	G5491	0.704794973544973
H2348	H1552	0.827545674535669
H2348	H3220	0.663948284114477
H2348	G3040	0.630720668220668
H2348	H339	0.664097062550378
H2348	G3882	0.534992784992785
H2348	G123	0.749663793519726
H2348	H5299	0.828886343595343
H2348	G788	0.779528485146463
H2348	G3864	0.827882996632997
H2348	H4664	0.767522141706924
H2348	G2281	0.686562544699217
H2348	H4231	0.556173648137934
H2348	H8288	0.816653050108933
