xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n43017011015	JHN 17:11!15		pron	personal	you	你	You	σὲ	 	σύ	σὲ	4571	P-2AS		singular		accusative					092003	92.6			n43017005006
n43017011016	JHN 17:11!16	v	verb		coming	去	am coming	ἔρχομαι	.	ἔρχομαι	ἔρχομαι	2064	V-PNI-1S	first	singular			present	middle	indicative		015006	15.81	A0:n43017011013		
n43017011017	JHN 17:11!17		noun	common	father	父啊	Father	πάτερ	 	πατήρ	πάτερ	3962	N-VSM		singular	masculine	vocative					012001	12.12			
n43017011018	JHN 17:11!18		adj		Holy	圣	Holy	ἅγιε	,	ἅγιος	ἅγιε	40	A-VSM		singular	masculine	vocative					088003	88.24			
n43017011019	JHN 17:11!19	v	verb		keep	保守	keep	τήρησον	 	τηρέω	τήρησον	5083	V-AAM-2S	second	singular			aorist	active	imperative		037009	37.122	A0:n43017011017 A1:n43017011020	n43017011017	
n43017011020	JHN 17:11!20	o	pron	personal	them	他们	them	αὐτοὺς	 	ἑαυτοῦ	αὐτοὺς	848	P-APM		plural	masculine	accusative					092004	92.11			n43017009013
n43017011021	JHN 17:11!21		prep		in	因	in	ἐν	 	ἐν	ἐν	1722	PREP									089020	89.119			
n43017011022	JHN 17:11!22		det		the	中	the	τῷ	 	ὁ	τῷ	3588	T-DSN		singular	neuter	dative					092004	92.24			
n43017011023	JHN 17:11!23		noun	common	name	名	name	ὀνόματί	 	ὄνομα	ὀνόματί	3686	N-DSN		singular	neuter	dative					033009	33.126			
n43017011024	JHN 17:11!24		pron	personal	your	你的	of You	σου	 	σύ	σου	4675	P-2GS		singular		genitive					092003	92.6			n43017011017
n43017011025	JHN 17:11!25	o	pron	relative	which		which	ᾧ	 	ὅς	ᾧ	3739	R-DSN		singular	neuter	dative					092006	92.27			n43017011023
n43017011026	JHN 17:11!26	v	verb		given	赐给	You have given	δέδωκάς	 	δίδωμι	δέδωκάς	1325	V-RAI-2S	second	singular			perfect	active	indicative		057008	57.71	A0:n43017011017 A1:n43017011025 A2:n43017011027	n43017011017	
n43017011027	JHN 17:11!27	io	pron	personal	me	我	Me	μοι	,	ἐγώ	μοι	3427	P-1DS		singular		dative					092001	92.1			n43017001003
n43017011028	JHN 17:11!28		conj		so that	使	that	ἵνα	 	ἵνα	ἵνα	2443	CONJ									089009	89.59			
n43017011029	JHN 17:11!29	vc	verb		be		they may be	ὦσιν	 	εἰμί	ὦσιν	5600	V-PAS-3P	third	plural			present	active	subjunctive		013001	13.1		n43017009013	
n43017011030	JHN 17:11!30	p	adj		one		one	ἓν	 	εἷς	ἓν	1520	A-NSN		singular	neuter	nominative					063001	63.4			
n43017011031	JHN 17:11!31		conj		as	象~一样	as	καθὼς	 	καθώς	καθὼς	2531	ADV									064	64.14			
n43017011032	JHN 17:11!32	s	pron	personal	we	我们	we [are]	ἡμεῖς	.	ἐγώ	ἡμεῖς	2249	P-1NP		plural		nominative					092002	92.4			n43017011017 n43017001003
n43017012001	JHN 17:12!1		conj		while	时候	When	ὅτε	 	ὅτε	ὅτε	3753	ADV									067007	67.139			
n43017012002	JHN 17:12!2	vc	verb		was	在	I was	ἤμην	 	εἰμί	ἤμην	2252	V-IMI-1S	first	singular			imperfect	middle	indicative		085001	85.1		n43017001003	
n43017012003	JHN 17:12!3		prep		with	和~一起	with	μετ	’	μετά	μετ	3326	PREP									089020	89.108			
n43017012004	JHN 17:12!4		pron	personal	them	他们	them	αὐτῶν	 	αὐτός	αὐτῶν	846	P-GPM		plural	masculine	genitive					092004	92.11			n43017009013
n43017012005	JHN 17:12!5	s	pron	personal	I	我	I	ἐγὼ	 	ἐγώ	ἐγὼ	1473	P-1NS		singular		nominative					092001	92.1			n43017001003
n43017012006	JHN 17:12!6	v	verb		kept	保守	was keeping	ἐτήρουν	 	τηρέω	ἐτήρουν	5083	V-IAI-1S	first	singular			imperfect	active	indicative		037009	37.122	A0:n43017012005 A1:n43017012007		
n43017012007	JHN 17:12!7	o	pron	personal	them	他们	them	αὐτοὺς	 	ἑαυτοῦ	αὐτοὺς	848	P-APM		plural	masculine	accusative					092004	92.11			n43017009013
n43017012008	JHN 17:12!8		prep		in	用	in	ἐν	 	ἐν	ἐν	1722	PREP									089020	89.119			
n43017012009	JHN 17:12!9		det		that		the	τῷ	 	ὁ	τῷ	3588	T-DSN		singular	neuter	dative					092004	92.24			
n43017012010	JHN 17:12!10		noun	common	name	名	name	ὀνόματί	 	ὄνομα	ὀνόματί	3686	N-DSN		singular	neuter	dative					033009	33.126			
n43017012011	JHN 17:12!11		pron	personal	your	你的	of You	σου	 	σύ	σου	4675	P-2GS		singular		genitive					092003	92.6			n43017011017
n43017012012	JHN 17:12!12	o	pron	relative	which		which	ᾧ	 	ὅς	ᾧ	3739	R-DSN		singular	neuter	dative					092006	92.27			n43017012010
n43017012013	JHN 17:12!13	v	verb		given	赐给	You have given	δέδωκάς	 	δίδωμι	δέδωκάς	1325	V-RAI-2S	second	singular			perfect	active	indicative		057008	57.71	A0:n43017011017 A1:n43017012012 A2:n43017012014	n43017011017	
n43017012014	JHN 17:12!14	io	pron	personal	me	我	Me	μοι	,	ἐγώ	μοι	3427	P-1DS		singular		dative					092001	92.1			n43017001003
n43017012015	JHN 17:12!15		conj		and	也	And	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n43017012016	JHN 17:12!16	v	verb		guarded	护卫	I guarded [them]	ἐφύλαξα	,	φυλάσσω	ἐφύλαξα	5442	V-AAI-1S	first	singular			aorist	active	indicative		037009	37.120	A0:n43017001003	n43017001003	
