chapter_number,placement_before_verse,verse_id,text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_verse,exact_match_to_later_edition
6,151,6:151,Do Not Bicker Over Minor Issues,111,99,"[558.0, 619.636, 1234.254, 667.553]","[0.328235, 0.225077, 0.726032, 0.242482]",The Major Commandments,False
6,6,6:6,One Quran; One Islam,112,100,"[587.0, 296.408, 1058.24, 360.439]","[0.345294, 0.108217, 0.622494, 0.131595]",,False
6,6,6:6,Muhammad: A Follower of Abraham*,112,100,"[441.0, 835.417, 1213.248, 895.483]","[0.259412, 0.305008, 0.713675, 0.326938]",,False
7,2,7:2,Quran: The Only Source of Islamic Knowledge,114,102,"[343.0, 661.502, 1285.25, 728.044]","[0.201765, 0.2416, 0.756029, 0.265904]",,False
7,11,7:11,Satan: The Great Challenge*,114,102,"[506.0, 1718.97, 1125.256, 1808.614]","[0.297647, 0.62782, 0.661915, 0.66056]",,False
7,28,7:28,God Never Advocates Evil,116,104,"[538.0, 320.361, 1073.244, 369.959]","[0.316471, 0.117005, 0.63132, 0.13512]",Examine All Inherited Information,False
7,32,7:32,Do Not Prohibit Lawful Things*,116,104,"[485.0, 1082.93, 1125.247, 1135.731]","[0.285294, 0.395519, 0.66191, 0.414803]",Innovated Prohibitions Condemned,False
7,35,7:35,Follow the Teachings of God Alone,116,104,"[456.0, 1741.637, 1166.253, 1797.459]","[0.268235, 0.636098, 0.686031, 0.656486]",Messengers From Among You,False
7,38,7:38,What Happened on the Day of Judgment*,117,105,"[479.0, 686.768, 1326.233, 741.1]","[0.281765, 0.250098, 0.780137, 0.269884]",Mutual Blaming,False
7,54,7:54,God Alone Worthy of Worship,119,107,"[581.0, 302.768, 1197.258, 357.1]","[0.341765, 0.110701, 0.70427, 0.130567]",,False
7,59,7:59,Believers: The Ultimate Winners,119,107,"[550.0, 1298.97, 1226.237, 1388.614]","[0.323529, 0.474943, 0.721316, 0.50772]",Noah,False
7,59,7:59,Noah,119,107,"[829.0, 1411.846, 946.252, 1456.851]","[0.487647, 0.516214, 0.556619, 0.53267]",Noah,True
7,73,7:73,Saalih,120,108,"[743.0, 1424.334, 873.247, 1468.696]","[0.437059, 0.518694, 0.513674, 0.534849]",Sãleh,False
7,85,7:85,Shu’aib,121,109,"[836.0, 954.826, 991.25, 998.54]","[0.491765, 0.347336, 0.583088, 0.363238]","Shu'aib: Cheating, Dishonesty Condemned",False
7,94,7:94,God’s System,122,110,"[677.0, 304.361, 957.246, 353.959]","[0.398235, 0.111162, 0.563086, 0.129276]",Blessings in Disguise,False
7,103,7:103,Moses,122,110,"[750.0, 1740.924, 884.002, 1784.509]","[0.441176, 0.635838, 0.520001, 0.651756]",Moses,True
7,138,7:138,Idol Worship: A Perennial Human Disease,124,112,"[389.0, 1165.768, 1233.249, 1220.1]","[0.228824, 0.4233, 0.72544, 0.443028]",After All the Miracles,False
7,143,7:143,God is Not Here*,125,113,"[709.0, 302.361, 1067.746, 351.959]","[0.417059, 0.11019, 0.628086, 0.128265]",,False
7,146,7:146,The Curse of Pride,125,113,"[697.0, 1083.126, 1080.249, 1134.351]","[0.41, 0.394725, 0.63544, 0.413393]",Divine Intervention Keeps the Disbelievers in the Dark,False
7,157,7:157,Quran: God's Message to the Jews and the Christians*,126,114,"[269.0, 1363.219, 1380.514, 1424.863]","[0.158235, 0.497344, 0.812067, 0.519833]",,False
7,158,7:158,Muhammad: God's Messenger to ALL the People,126,114,"[327.0, 1873.164, 1323.508, 1933.563]","[0.192353, 0.683387, 0.778534, 0.705422]",,False
7,159,7:159,The Example of Israel*,126,114,"[600.0, 2288.764, 1056.003, 2336.513]","[0.352941, 0.835011, 0.621178, 0.852431]",The Guided Jews,False
7,169,7:169,Knowledge of God: Our Natural Instinct,128,116,"[394.0, 1076.408, 1210.244, 1140.439]","[0.231765, 0.392277, 0.711908, 0.415612]",,False
7,186,7:186,Quran is the Only “Hadith,129,117,"[545.0, 1247.768, 1227.261, 1302.1]","[0.320588, 0.455722, 0.721918, 0.475566]",,False
7,187,7:187,Do Not Idolize Muhammad,129,117,"[606.0, 1739.126, 1156.253, 1790.351]","[0.356471, 0.635181, 0.680149, 0.65389]",,False
7,188,7:188,Various Kinds of Idols*,130,118,"[592.0, 645.361, 1056.251, 694.959]","[0.348235, 0.234847, 0.621324, 0.252896]",Messengers Are Powerless; They Do Not Know the Future.,False
7,204,7:204,Muhammad Could Not Utter the Quran on His Own*,131,119,"[285.0, 295.421, 1425.0, 348.575]","[0.167647, 0.107936, 0.838236, 0.127357]",,False
8,23,8:23,God Knows Which Among Us Deserve to Hear,133,121,"[410.0, 1211.538, 1364.248, 1268.809]","[0.241176, 0.442813, 0.802499, 0.463746]",,False
8,30,8:30,The Believers Persecuted,134,122,"[570.0, 465.361, 1075.253, 514.959]","[0.335294, 0.16953, 0.632502, 0.187599]",God Protects His Messenger*,False
8,35,8:35,Salat Prayers Observed Before Muhammad,134,122,"[385.0, 1207.93, 1263.244, 1260.731]","[0.226471, 0.440047, 0.743085, 0.459283]",The Contact Prayers (Salat) Existed Before the Quran*,False
8,49,8:49,The Disbelievers Always Losers,135,123,"[561.0, 2030.126, 1197.257, 2081.351]","[0.33, 0.737959, 0.704269, 0.75658]",,False
8,57,8:57,Believers Are Stern and Alert,136,124,"[538.0, 1429.126, 1130.249, 1480.351]","[0.316471, 0.52006, 0.664852, 0.538701]",,False
8,67,8:67,The Prophet Subject to the Same Tests,137,125,"[493.0, 786.768, 1283.995, 841.1]","[0.29, 0.287037, 0.755291, 0.306859]",,False
9,17,9:17,God Guards His Mosques,139,127,"[642.0, 1937.822, 1167.996, 1986.812]","[0.377647, 0.707751, 0.687056, 0.725644]",,False
9,24,9:24,God: The Only Priority,140,128,"[525.0, 662.625, 1115.996, 732.958]","[0.308824, 0.239734, 0.656468, 0.26518]",Important Criterion*,False
9,30,9:30,Quran Rectifies Previous Deviations,140,128,"[454.0, 2023.603, 1171.003, 2074.199]","[0.267059, 0.732128, 0.688825, 0.750434]",Blasphemies,False
9,37,9:37,Conservation,141,129,"[781.0, 1265.552, 1049.992, 1309.627]","[0.459412, 0.461039, 0.617642, 0.477095]",Altering the Sacred Months*,False
9,38,9:38,You Shall Eagerly Struggle,141,129,"[653.0, 2055.603, 1183.997, 2106.199]","[0.384118, 0.748854, 0.696469, 0.767286]",,False
9,62,9:62,Distribution of Charities,143,131,"[665.0, 1366.421, 1146.004, 1418.575]","[0.391176, 0.499788, 0.67412, 0.518864]",,False
9,67,9:67,The Winners,144,132,"[684.0, 1250.158, 942.003, 1305.294]","[0.402353, 0.454934, 0.554119, 0.474998]",,False
9,81,9:81,The Sedentary,145,133,"[770.0, 951.822, 1067.001, 1000.812]","[0.452941, 0.34738, 0.627647, 0.36526]",,False
9,103,9:103,Repentance,147,135,"[801.0, 333.226, 1041.992, 377.73]","[0.471176, 0.121305, 0.612937, 0.137507]",,False
9,107,9:107,Mosques Abused*,147,135,"[738.0, 1138.083, 1108.012, 1185.411]","[0.434118, 0.4143, 0.651772, 0.431529]",Masjids that Oppose God and His Messenger*,False
9,102,9:102,Most Profitable Trade,147,135,"[703.0, 1947.274, 1146.003, 2000.939]","[0.413529, 0.708873, 0.674119, 0.728409]",,False
9,113,9:113,God: The Only Priority,148,136,"[575.0, 643.053, 1044.997, 707.551]","[0.338235, 0.234008, 0.614704, 0.257479]",You Shall Disown God's Enemies Abraham Disowned His Father,False
9,112,9:112,The Importance of Religious Knowledge,148,136,"[419.0, 2322.603, 1211.996, 2373.199]","[0.246471, 0.845198, 0.712939, 0.86361]",The Believers,False
10,5,10:5,Overwhelming Signs of God,150,138,"[549.0, 1352.822, 1111.992, 1401.812]","[0.322941, 0.494091, 0.654113, 0.511984]",,False
10,10,10:10,The Initial Decision is Ours,151,139,"[645.0, 560.786, 1187.748, 613.777]","[0.379412, 0.20311, 0.698675, 0.222302]",,False
10,15,10:15,Quran: Muhammad’s Sole Mission,151,139,"[561.0, 1663.542, 1257.754, 1723.443]","[0.33, 0.602514, 0.739855, 0.62421]",Every Letter Calculated and Divinely Designed,False
10,18,10:18,Do Not Idolize Anyone,151,139,"[689.0, 2298.535, 1150.749, 2345.268]","[0.405294, 0.832501, 0.676911, 0.849427]",,False
10,21,10:21,Muhammad’s Miracle Revealed Centuries Later*,152,140,"[348.0, 558.126, 1324.249, 609.351]","[0.204706, 0.203399, 0.77897, 0.222067]",Rebellious Humans,False
10,21,10:21,Do Not Waiver With Circumstances,152,140,"[484.0, 872.768, 1211.253, 927.1]","[0.284706, 0.318064, 0.712502, 0.337864]",Rebellious Humans,False
10,28,10:28,Idols Disown Their Idolizers,153,141,"[613.0, 313.538, 1173.246, 370.809]","[0.360588, 0.113559, 0.690145, 0.134302]",Idols Disown Their Worshipers,False
10,28,10:28,"Hadith” is Conjecture, While Quran is Flawless*",153,141,"[426.0, 1818.417, 1411.236, 1878.483]","[0.250588, 0.658608, 0.830139, 0.680363]",Idols Disown Their Worshipers,False
10,54,10:54,One Chance to Develop Our Souls,154,142,"[486.0, 2158.93, 1190.251, 2211.731]","[0.285882, 0.787643, 0.700148, 0.806907]",What Price Faith,False
10,60,10:60,Only Four Meats Specifically Prohibited*,155,143,"[536.0, 573.071, 1354.982, 629.639]","[0.315294, 0.20771, 0.797048, 0.228213]",,False
10,69,10:69,Heaven Begins Here,155,143,"[681.0, 1317.126, 1095.254, 1368.351]","[0.400588, 0.477392, 0.644267, 0.495959]",,False
10,71,10:71,Noah,156,144,"[771.0, 328.688, 889.247, 373.901]","[0.453529, 0.119959, 0.523086, 0.13646]",Noah,True
10,75,10:75,Moses,156,144,"[763.0, 1096.378, 898.254, 1140.682]","[0.448824, 0.400138, 0.528384, 0.416307]",Moses and Aaron,False
10,94,10:94,Muhammad the Man us Muhammad the Messenger*,157,145,"[365.0, 1289.93, 1423.242, 1342.731]","[0.214706, 0.470606, 0.837201, 0.489869]",The Messenger's Doubt,False
10,99,10:99,God Blocks Out the Skeptics*,158,146,"[521.0, 890.126, 1129.258, 941.351]","[0.306471, 0.324272, 0.664269, 0.342933]",,False
11,12,11:12,Muhammad’s Role: Deliver the Message,160,148,"[433.0, 468.126, 1236.247, 519.351]","[0.254706, 0.170911, 0.727204, 0.189613]",God's Revelation is Heavy,False
11,25,11:25,The First Commandment*,161,149,"[603.0, 308.126, 1132.254, 359.351]","[0.354706, 0.112619, 0.666032, 0.131342]",Noah,False
11,25,11:25,You Shall NOT Worship Except God,161,149,"[496.0, 386.93, 1243.25, 439.731]","[0.291765, 0.141422, 0.731323, 0.16072]",Noah,False
11,50,11:50,Hood,162,150,"[735.0, 1931.307, 853.746, 1977.023]","[0.432353, 0.705887, 0.502203, 0.722596]",Hûd: One and the Same Message,False
11,61,11:61,Saalih,163,151,"[817.0, 1364.334, 947.247, 1408.696]","[0.480588, 0.496483, 0.557204, 0.512626]",Sãleh: One and the Same Message,False
11,69,11:69,Abraham,164,152,"[724.0, 307.829, 918.254, 352.857]","[0.425882, 0.111492, 0.540149, 0.1278]",Abraham and Lot,False
11,84,11:84,Shu’aib,164,152,"[750.0, 2269.825, 905.25, 2313.54]","[0.441176, 0.822103, 0.5325, 0.837936]",Shu'aib: One and the Same Message,False
11,96,11:96,Moses,165,153,"[797.0, 1998.31, 931.994, 2044.021]","[0.468824, 0.73011, 0.548232, 0.746811]",Moses,True
11,113,11:113,Important Commandments,166,154,"[546.0, 1785.93, 1089.237, 1838.731]","[0.321176, 0.652514, 0.640728, 0.671805]",,False
12,40,12:40,You Shall Not Worship Except God*,171,159,"[528.0, 569.158, 1267.993, 624.294]","[0.310588, 0.208026, 0.745878, 0.228178]",,False
12,43,12:43,The King’s Dream,171,159,"[718.0, 1343.822, 1083.012, 1392.812]","[0.422353, 0.491163, 0.637066, 0.509069]",The King's Dream,False
12,92,12:92,Israel’s Family Moves to Egypt,174,162,"[514.0, 1744.421, 1127.994, 1796.575]","[0.302353, 0.632724, 0.663526, 0.651641]",,False
12,103,12:103,The Majority of People Will Not Believe,175,163,"[515.0, 1370.637, 1302.258, 1426.459]","[0.302941, 0.500964, 0.766034, 0.521367]",The Majority of People Do Not Believe,False
12,106,12:106,Minority of the Minority Attain Salvation,175,163,"[503.0, 1774.36, 1311.259, 1823.959]","[0.295882, 0.648524, 0.771329, 0.666652]",The Majority of Believers Destined for Hell,False
13,15,13:15,God On/y Worthy of Worship,178,166,"[528.0, 901.158, 1123.999, 956.294]","[0.310588, 0.327694, 0.661176, 0.347743]",All Creation Has Submitted to God,False
13,17,13:17,Muhammad Performed No Miracles*,179,167,"[528.0, 2015.636, 1269.237, 2063.553]","[0.310588, 0.736978, 0.74661, 0.754499]",The Truth vs Falsehood,False
13,31,13:31,The Disbelievers Hopelessly Blocked Out,180,168,"[412.0, 724.822, 1230.999, 773.812]","[0.242353, 0.264052, 0.724117, 0.281899]",Mathematical Miracle of the Quran,False
13,36,13:36,Quran Recognized and Appreciated by Jews and Christians,180,168,"[226.0, 2017.421, 1418.018, 2069.575]","[0.132941, 0.734944, 0.834128, 0.753943]",,False
14,11,14:11,The Future That Already Took Place*,183,171,"[520.0, 1662.274, 1283.001, 1715.939]","[0.305882, 0.607112, 0.754706, 0.626713]",,False
14,29,14:29,God Misleads the Wicked*,184,172,"[547.0, 685.158, 1086.749, 740.294]","[0.321765, 0.248877, 0.639264, 0.268904]",Idol Worship: The Mother of All Evil,False
14,35,14:35,Abraham,184,172,"[721.0, 1940.158, 915.993, 1984.752]","[0.424118, 0.704743, 0.53882, 0.720942]",Abraham,True
14,42,14:42,The Day of Reckoning*,185,173,"[662.0, 802.822, 1135.001, 851.812]","[0.389412, 0.290352, 0.667647, 0.308069]",,False
15,1,15:1,God’s Promise,186,174,"[689.0, 1294.083, 985.994, 1341.411]","[0.405294, 0.469722, 0.579997, 0.486901]",,False
15,1,15:1,The Disbelievers Hopelessly Blocked,186,174,"[473.0, 1497.822, 1204.994, 1546.812]","[0.278235, 0.543674, 0.70882, 0.561456]",,False
15,20,15:20,The Humans and the Jinns*,187,175,"[606.0, 867.603, 1172.993, 918.199]","[0.356471, 0.314919, 0.689996, 0.333285]",,False
15,51,15:51,Sodom and Gomorrah,188,176,"[600.0, 753.822, 1058.003, 802.812]","[0.352941, 0.27362, 0.622355, 0.291402]",Angels Visit Abraham,False
15,80,15:80,Al-Hijr,189,177,"[807.0, 318.96, 945.245, 361.18]","[0.474706, 0.115691, 0.556026, 0.131005]",,False
15,80,15:80,The Seven Pairs*,189,177,"[706.0, 711.93, 1056.747, 764.731]","[0.415294, 0.258226, 0.621616, 0.277378]",,False
16,51,16:51,All the Messengers Humans Like You and Me,193,181,"[418.0, 290.538, 1344.256, 347.809]","[0.245882, 0.105382, 0.790739, 0.126155]",,False
16,51,16:51,One God,193,181,"[790.0, 1367.93, 984.247, 1420.731]","[0.464706, 0.496166, 0.578969, 0.515318]",,False
16,61,16:61,Overwhelming Signs of God,194,182,"[542.0, 1154.126, 1107.254, 1205.351]","[0.318824, 0.419529, 0.651326, 0.43815]",The Original Sin,False
16,82,16:82,The Strong Believer Better Than The Weak Believer,195,183,"[357.0, 317.637, 1406.239, 373.459]","[0.21, 0.114629, 0.827199, 0.134774]",,False
16,85,16:85,The Idols Disown Their Idolizers,195,183,"[561.0, 1779.538, 1208.249, 1836.809]","[0.33, 0.642201, 0.710734, 0.662869]",,False
16,100,16:100,Satan Prevents People From Reading Quran,196,184,"[383.0, 1975.93, 1275.231, 2028.731]","[0.225294, 0.718781, 0.750136, 0.737989]",,False
16,106,16:106,A The Advocates of “Hadith” and/or “Sunna,197,185,"[55.0, 754.361, 1296.246, 816.277]","[0.032353, 0.27145, 0.762498, 0.29373]",Lip Service Does Not Count,False
16,112,16:112,Do Not Prohibit Lawful Foods,197,185,"[576.0, 1844.603, 1186.254, 1895.199]","[0.338824, 0.663765, 0.697796, 0.681972]",Prohibiting Lawful Food Brings Deprivation,False
16,115,16:115,Only Four Prohibited Foods*,198,186,"[514.0, 307.361, 1098.245, 356.959]","[0.302353, 0.111767, 0.646026, 0.129803]",Only Four Foods Prohibited,False
16,120,16:120,Abraham: The Source of Religious Practice Muhammad: A Follower of Abraham,198,186,"[373.0, 1053.637, 1242.247, 1163.351]","[0.219412, 0.383141, 0.730734, 0.423037]",Abraham,False
16,124,16:124,The Sabbath Law Modified,198,186,"[536.0, 1657.126, 1086.249, 1708.351]","[0.315294, 0.602591, 0.63897, 0.621219]",The Sabbath Abrogated,False
17,9,17:9,Quran: The Only Reliable Source,200,188,"[491.0, 925.637, 1161.242, 981.459]","[0.288824, 0.33684, 0.683083, 0.357154]",Quran: Our Means to Salvation,False
17,14,17:14,The Video Record*,200,188,"[639.0, 1668.637, 1027.245, 1724.459]","[0.375882, 0.607219, 0.604262, 0.627532]",,False
17,22,17:22,The Commandments,201,189,"[685.0, 934.655, 1108.496, 986.501]","[0.402941, 0.339627, 0.652056, 0.358467]",Major Commandments,False
17,34,17:34,Quran: An Uncommon Book,202,190,"[515.0, 1761.158, 1096.994, 1816.294]","[0.302941, 0.639259, 0.64529, 0.659272]",,False
17,49,17:49,Resurrection Closer Than You Think*,203,191,"[507.0, 811.071, 1274.999, 867.639]","[0.298235, 0.2944, 0.749999, 0.314933]",,False
17,55,17:55,Satan Divides You,203,191,"[704.0, 1439.011, 1082.998, 1496.976]","[0.414118, 0.522327, 0.637058, 0.543367]",,False
17,46,17:46,The Idols Themselves Need God’s Help *y,203,191,"[445.0, 2068.071, 1326.988, 2124.639]","[0.261765, 0.750661, 0.780581, 0.771194]",Quran: The ONLY Source,False
17,60,17:60,Muhammad Performed No Miracles*,204,192,"[432.0, 711.636, 1176.248, 759.553]","[0.254118, 0.258683, 0.691911, 0.276101]",,False
17,61,17:61,The Beginning of Satan,204,192,"[576.0, 1280.36, 1045.248, 1329.959]","[0.338824, 0.465416, 0.614852, 0.483446]",Satan Dupes the People,False
17,66,17:66,"The Quran, the Whole Quran, and Nothing But the Quran",205,193,"[318.0, 1320.538, 1493.241, 1377.809]","[0.187059, 0.476901, 0.878377, 0.497584]",,False
17,66,17:66,Attainment of the Highest Ranks,205,193,"[581.0, 2038.126, 1240.258, 2089.351]","[0.341765, 0.736051, 0.729563, 0.754551]",,False
17,82,17:82,Quran: God’s Miraculous Revelation*,206,194,"[459.0, 700.93, 1213.25, 753.731]","[0.27, 0.255069, 0.713677, 0.274283]",Healing and Mercy,False
17,101,17:101,Muslims and Jews: the Great Parallel,207,195,"[508.0, 1211.768, 1264.253, 1266.1]","[0.298824, 0.438252, 0.743678, 0.457902]",Moses and Pharaoh,False
18,1,18:1,The Seuen Sleepers of Ephesus*,209,197,"[554.0, 1325.953, 1291.988, 1389.265]","[0.325882, 0.48129, 0.759993, 0.504271]",,False
18,27,18:27,Quran Revealed to All of Us Through Muhammad*,211,199,"[400.0, 2011.637, 1428.266, 2067.459]","[0.235294, 0.729118, 0.840156, 0.749351]",,False
18,30,18:30,Freedom to Believe or Disbelieve,212,200,"[483.0, 624.444, 1193.004, 688.427]","[0.284118, 0.226248, 0.701767, 0.24943]",,False
18,32,18:32,Do Not Idolize Your Material Properties,212,200,"[413.0, 1344.637, 1217.26, 1400.459]","[0.242941, 0.487187, 0.716035, 0.507413]",Property as an Idol*,False
18,50,18:50,Satan Turns From Angel to Jinn,213,201,"[567.0, 1806.637, 1221.257, 1862.459]","[0.333529, 0.656243, 0.718386, 0.67652]",Classification of God's Creatures,False
18,54,18:54,Quran is Truth; Other Sources Are Falsehood,214,202,"[350.0, 310.768, 1280.23, 365.1]","[0.205882, 0.112556, 0.753077, 0.132235]",Disbelievers Refuse to Accept the Completeness of the Quran,False
18,57,18:57,The Curse,214,202,"[710.0, 928.93, 925.25, 981.731]","[0.417647, 0.336447, 0.544265, 0.355571]",Divine Intervention,False
18,60,18:60,A Good Reason For Everything,214,202,"[499.0, 1599.768, 1136.254, 1654.1]","[0.293529, 0.579416, 0.668385, 0.599095]",Valuable Lessons from Moses and His Teacher,False
18,83,18:83,Gog and Magog,215,203,"[736.0, 2239.636, 1066.256, 2287.553]","[0.432941, 0.808533, 0.627209, 0.825832]",Zul-Qarnain: The One With the Two Horns or Two Generations,False
18,102,18:102,Idolizing God’s Sewants,216,204,"[575.0, 1864.93, 1062.264, 1917.731]","[0.338235, 0.674721, 0.624861, 0.693824]",,False
18,110,18:110,Quran Encompasses Everything We Need,217,205,"[463.0, 304.768, 1306.239, 359.1]","[0.272353, 0.110664, 0.768376, 0.130392]",,False
18,110,18:110,"Uphold the Words of God, Not the Words Attributed to Muhammad*",217,205,"[185.0, 383.637, 1579.253, 439.459]","[0.108824, 0.139302, 0.928972, 0.159571]",,False
19,16,19:16,Mary,218,206,"[757.0, 1982.329, 871.251, 2026.698]","[0.445294, 0.7198, 0.5125, 0.735911]",Mary,True
19,34,19:34,The True Story of Jesus,219,207,"[654.0, 2008.637, 1141.251, 2064.459]","[0.384706, 0.727504, 0.671324, 0.747722]",The Proven Truth,False
19,41,19:41,Abraham,220,208,"[728.0, 644.923, 921.247, 689.827]","[0.428235, 0.234092, 0.54191, 0.250391]",Abraham,True
19,51,19:51,Other Prophets,220,208,"[665.0, 1849.636, 978.247, 1897.553]","[0.391176, 0.671374, 0.575439, 0.688767]",Moses,False
19,58,19:58,The Words of Quran Speaking,221,209,"[574.0, 1097.768, 1194.249, 1152.1]","[0.337647, 0.398464, 0.7025, 0.418185]",,False
19,81,19:81,The Idols Disown Their Idolizers*,222,210,"[480.0, 1550.637, 1151.241, 1606.459]","[0.282353, 0.563049, 0.677201, 0.583319]",,False
19,88,19:88,The Great Blasphemy,223,211,"[651.0, 641.93, 1094.24, 694.731]","[0.382941, 0.233769, 0.643671, 0.252997]",Gross Blasphemy,False
20,77,20:77,The Children of Israel Delivered,227,215,"[554.0, 1197.603, 1194.998, 1248.199]","[0.325882, 0.436126, 0.70294, 0.454552]",,False
20,109,20:109,No Intercession For the Wicked,229,217,"[544.0, 297.637, 1190.26, 353.459]","[0.32, 0.108192, 0.700153, 0.128484]",,False
20,116,20:116,Adam Fails,229,217,"[748.0, 1336.126, 983.248, 1387.351]","[0.44, 0.485687, 0.578381, 0.504308]",,False
20,133,20:133,1:„ Important Commandment,230,218,"[185.0, 1084.15, 1090.244, 1313.235]","[0.108824, 0.39438, 0.64132, 0.477714]",Why Messengers?,False
21,21,21:21,Do Not Idolize the Prophets,232,220,"[547.0, 323.421, 1110.995, 375.575]","[0.321765, 0.117522, 0.653526, 0.136473]",One God,False
21,30,21:30,The “Big Bang Theory” Confirmed*,232,220,"[476.0, 1598.274, 1190.013, 1651.939]","[0.28, 0.580768, 0.700008, 0.600269]",The Big Bang Theory Confirmed*,False
21,42,21:42,All Power Belongs to God,233,221,"[624.0, 1294.768, 1152.253, 1349.1]","[0.367059, 0.469119, 0.677796, 0.488804]",Priorities Confused,False
21,48,21:48,Moses and Aaron,233,221,"[707.0, 2245.93, 1069.242, 2298.731]","[0.415882, 0.813743, 0.628966, 0.832874]",Prophets Moses and Aaron,False
21,51,21:51,Abraham,234,222,"[732.0, 341.249, 925.996, 385.723]","[0.430588, 0.124046, 0.544704, 0.140212]",Abraham,True
21,51,21:51,The Origin of Salat Prayers and Zakat Charity,234,222,"[360.0, 2287.274, 1309.006, 2340.939]","[0.211765, 0.831434, 0.770004, 0.850941]",Abraham,False
21,76,21:76,Noah,235,223,"[827.0, 847.109, 944.997, 891.768]","[0.486471, 0.307258, 0.55588, 0.323456]",Noah,True
21,78,21:78,Dauid and Solomon,235,223,"[690.0, 1179.389, 1091.001, 1224.996]","[0.405882, 0.42778, 0.641765, 0.444322]",David and Solomon,False
21,85,21:85,Many Prophets; One Message,236,224,"[501.0, 561.004, 1117.001, 624.249]","[0.294706, 0.203336, 0.65706, 0.226259]",,False
22,4,22:4,Relevance of Faith to This Life*,239,227,"[582.0, 568.274, 1223.004, 621.939]","[0.342353, 0.205896, 0.719414, 0.22534]",,False
22,26,22:26,"Hajj Pilgrimage, Like All Religious",240,228,"[484.0, 297.768, 1155.253, 352.1]","[0.284706, 0.108004, 0.67956, 0.127711]","Pilgrimage, Like All Duties in Submission, Decreed Through Abraham*",False
22,26,22:26,"Practices, Decreed Through Abraham*",240,228,"[426.0, 377.768, 1215.232, 432.1]","[0.250588, 0.137021, 0.714843, 0.156728]","Pilgrimage, Like All Duties in Submission, Decreed Through Abraham*",False
22,38,22:38,God Defends the Believers,241,229,"[616.0, 787.93, 1152.256, 840.731]","[0.362353, 0.286, 0.677798, 0.305165]",God Defends the Believers,True
22,42,22:42,The Disbelievers Consistent/y Doomed,241,229,"[501.0, 1627.93, 1275.248, 1680.731]","[0.294706, 0.5909, 0.750146, 0.610066]",,False
22,52,22:52,Messengers Surrounded By Tests,242,230,"[490.0, 490.274, 1163.252, 543.939]","[0.288235, 0.178411, 0.684266, 0.19794]",The System*,False
22,61,22:61,Tokens of God’s Power,242,230,"[598.0, 1822.126, 1074.262, 1873.351]","[0.351765, 0.663073, 0.631919, 0.681714]",God's Omnipotence,False
22,78,22:78,Islam: The Religion of Abraham,244,232,"[483.0, 283.97, 1151.245, 373.614]","[0.284118, 0.103, 0.677203, 0.135515]",Abraham: Original Messenger of Submission*,False
23,12,23:12,Evolution of the Human Being,245,233,"[602.0, 1309.126, 1209.245, 1360.351]","[0.354118, 0.475354, 0.711321, 0.493955]",Accurate Embryology,False
23,23,23:23,Noah,246,234,"[762.0, 302.688, 880.247, 347.901]","[0.448235, 0.109948, 0.517792, 0.126372]",Noah,True
23,31,23:31,Similar Conditions Face Every Messenger,246,234,"[403.0, 1367.126, 1239.237, 1418.351]","[0.237059, 0.496595, 0.728963, 0.515202]",,False
23,52,23:52,All Messengers Preached One Religion,247,235,"[509.0, 1224.636, 1280.261, 1272.553]","[0.299412, 0.442107, 0.753095, 0.459406]",,False
23,63,23:63,The Unfortunate Disregard These Revelations,247,235,"[445.0, 2274.93, 1359.232, 2327.731]","[0.261765, 0.821274, 0.799548, 0.840336]",,False
23,101,23:101,On/y One Chance,249,237,"[707.0, 1646.93, 1076.25, 1699.731]","[0.415882, 0.596066, 0.633088, 0.615176]",,False
24,11,24:11,Historical Accusation of the Prophet’s Wife,251,239,"[454.0, 1764.637, 1318.258, 1820.459]","[0.267059, 0.641686, 0.775446, 0.661985]",How to Deal With Rumors and Unproven Accusations,False
24,47,24:47,Submission to God Must be Total,254,242,"[466.0, 1828.768, 1149.242, 1883.1]","[0.274118, 0.6638, 0.676025, 0.683521]",God Sends Instructions Through His Messenger,False
24,5,24:5,The Great Promise,255,243,"[686.0, 809.126, 1072.25, 860.351]","[0.403529, 0.294335, 0.630735, 0.312969]",,False
25,17,25:17,The Righteous Idols*,258,246,"[610.0, 311.361, 1028.251, 360.959]","[0.358824, 0.113099, 0.604853, 0.131115]",,False
25,17,25:17,Choose Your Friends Carefully,258,246,"[464.0, 1982.369, 1176.0, 2038.545]","[0.272941, 0.720076, 0.691764, 0.740481]",,False
25,32,25:32,Muhammad’s Mission and Wish*,259,247,"[528.0, 309.768, 1193.241, 364.1]","[0.310588, 0.112725, 0.701906, 0.132496]",,False
25,35,25:35,The Disbelievers Consistently Doomed,259,247,"[483.0, 1076.768, 1256.248, 1131.1]","[0.284118, 0.391837, 0.73897, 0.411608]",,False
25,55,25:55,Do Not Idolize Muhammad,260,248,"[526.0, 1814.822, 1076.241, 1863.812]","[0.309412, 0.658738, 0.633083, 0.67652]",,False
25,58,25:58,Muhammad Dies; God Does Not,260,248,"[469.0, 2292.93, 1135.243, 2345.731]","[0.275882, 0.832279, 0.66779, 0.851445]",The Prophets and the Saints Are Dead,False
