Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:25.404,00:06:35.098,"Dr. Khalifa: No, as many companions as human beings. Every human being is two, a human being and a companion, a human being and a companion.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:35.494,00:06:36.317,A man: But Satan...,A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:36.317,00:06:40.415,"Dr. Khalifa: Now, jinns are freed companions. There are many more of those.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:42.413,00:06:46.609,"But Satan must be really stupid, because he wants to prove that he's competent.",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:46.609,00:06:47.402,Dr. Khalifa: Yes.,Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:47.402,00:06:51.334,"But basically, he's just proving the opposite all the time, willingly.",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:51.334,00:06:52.114,Dr. Khalifa: How?,Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:06:53.290,00:07:03.062,"Well, by... I mean, he should be smart to see that his ways are destructive, that they don't lead anywhere.",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:03.370,00:07:06.288,"A man: So, why can't he, he, he have...",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:06.288,00:07:06.966,"Dr. Khalifa: give up, yeah.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:06.966,00:07:10.000,...enough intelligence and draw the conclusions that way?,A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:10.342,00:07:13.220,Because he's still hoping that he can fix everything. Yes.,Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:13.220,00:07:14.542,Just like...,A man,51-4
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:13.220,00:07:14.542,"He's still hoping, yeah.",Dr. Khalifa,51-4
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:14.542,00:07:15.913,A man: Just like the Perestroika,A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:15.913,00:07:18.249,"He, he has a continued Perestroika.",A man,51-5
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:15.913,00:07:18.249,Yeah.,Dr. Khalifa,51-5
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:18.866,00:07:22.408,"Dr. Khalifa: Right. Yes, very good, very good analogy.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:26.223,00:07:34.715,"A man: Ok, Rashad, just to (unintelligible)",A man,
