Video Title,Link,Start Time,End Time,Text,Speaker,Description,TOC Time,TOC Title
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:42.636,00:16:45.636,"I'm sorry, I just would like to mention (unintelligible).",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:46.161,00:16:46.849,"Dean Mahmoud: Oh, Ok.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:46.849,00:16:50.000,"Dr. Khalifa: Well, even in the law of equivalence, there's execution.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:50.000,00:16:57.354,"You know, if the, if the victim's kin rule that they want the killer killed, that's execution.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:58.242,00:17:00.222,But the maximum is set.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:02.525,00:17:05.000,"Dr. Khalifa: However, we are directed towards leniency.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:05.000,00:17:07.242,"Dean Mahmoud: Yes. Well, I'm sorry. (unintelligible)",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:07.242,00:17:08.061,Dr. Khalifa: It's okay.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:09.071,00:17:10.586,Dean Mahmoud: (unintelligible) of the subject.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:10.586,00:17:16.031,"Dr. Khalifa: Are there, are there any other questions on the subject of capital punishment?",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:19.323,00:17:20.464,Dr. Khalifa: Ok. Back to Latifa.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:22.081,00:17:23.647,"Latifa: Okay, my understanding,",Latifa,,00:17:22.081,Latifa Stepmother Will Anecdote
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:27.283,00:17:29.677,"as far as (unintelligible) before death,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:29.677,00:17:33.283,"just like what it says, as far as,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:33.283,00:17:40.323,"I guess, it's my understanding as to what I see in, in our culture,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:40.323,00:17:44.596,"when one dies, it's not so much as to the person who's dead,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:44.596,00:17:48.000,"more so what the person has, and who it goes to.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:48.000,00:17:53.000,"Because a lot of times, like when (unintelligible), when my step-mother died,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:17:53.000,00:18:00.000,"my father, okay, he had pretty much a lot of property of (unintelligible)",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:00.000,00:18:02.000,"a trailer home, and so forth and so forth.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:02.000,00:18:04.000,And he had raised these two sons of hers.,Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:04.000,00:18:07.717,"And here I am with my father at the funeral,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:07.717,00:18:10.717,but the sons (unintelligible) their mother.,Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:11.000,00:18:16.000,"They were at the house cleaning out the china cabinets, and the clothes, and",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:16.000,00:18:19.000,"that one who was so supposed be so cool,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:19.000,00:18:21.404,"riding around town in the Cadillac, and",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:21.404,00:18:24.000,"you know, so I guess, (unintelligible)",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:24.000,00:18:27.202,"Latifa: that's my understanding of why a lot of them could read the will. So,...",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:27.202,00:18:29.000,"Dr. Khalifa: It was not, it was not fair to you, was it?",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:29.000,00:18:33.000,"Latifa: No, it wasn't fair to me, but then, too, you know, I was,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:33.000,00:18:35.000,I guess (unintelligible) was in your hands.,Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:35.000,00:18:38.646,"Of course, it was, but I wasn't aware of it then, because I didn't,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:38.646,00:18:40.000,"you know, a lot of people were telling me,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:40.000,00:18:43.000,"well, ""Latifa, that's your father, that's your father,"" you know,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:43.000,00:18:45.000,"""you're gonna get this and you're gonna get that right.""",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:45.687,00:18:47.677,"You know, I didn't, I didn't want no part, you know,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:47.677,00:18:50.677,"it was like I was more concerned about the dead person,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:50.677,00:18:53.000,"or where their soul is or where they were born,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:53.000,00:18:55.000,"than the materialistic thing,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:55.000,00:18:57.515,where their real selves supposed to be.,Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:18:57.798,00:19:01.000,"Their mother, wasn't even concerned about their mother.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:01.000,00:19:03.394,They were concerned about the materialistic things.,Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:03.677,00:19:07.717,"So, to me, that's saying that this is why you should read the wills,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:07.717,00:19:11.364,"Latifa: so that way it won't, you know, bring up a lot of hostility",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:11.364,00:19:14.727,"Latifa: towards brothers and sisters, all these types of can occur.
Dr. Khalifa: Exactly.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:15.000,00:19:17.283,"Latifa: People really get malicious, you know,",Latifa,,00:19:15.000,Hostility and Materialistic Relatives
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:17.283,00:19:20.000,"they hold things that belong to them, you know,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:20.000,00:19:21.677,"or what they think belongs to them,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:21.677,00:19:24.394,"or just things that they really wanted and know they couldn't get,",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:24.394,00:19:27.394,"you know, because they don't have God or some of their own plans (unintelligible).",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:27.596,00:19:29.000,"Latifa: So, that's what it is.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:29.000,00:19:32.798,"Dr. Khalifa: That's a very good example, and I, I think it must be typical,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:32.798,00:19:36.960,"because I know in my wife's family, two deaths happened,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:36.960,00:19:40.444,"and after these two deaths, people,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:40.444,00:19:42.040,"it seems like every time they get together,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:42.040,00:19:44.162,"they are talking who grabbed what,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:44.162,00:19:47.000,"and where the antique thing went,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:47.000,00:19:53.000,"and well this, and who tried to pry the window open,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:53.000,00:19:55.566,"and, you know, I mean, it's really incredible,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:55.566,00:19:58.000,"and there's lots of hostility involved, just like you said.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:19:58.000,00:20:02.404,"So, if the deceased had distributed everything and said,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:02.404,00:20:04.364,"""this goes to that, and this goes to that"",",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:04.364,00:20:06.516,Dr. Khalifa: there'd be no hostilities before that. Yes.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:07.283,00:20:12.000,"Dean Mahmoud: But, as you mentioned, something very important in, in Sharia,",Dean Mahmoud,,00:20:07.283,Sharia Inheritance and Daughter Rights
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:12.000,00:20:14.151,"(unintelligible) divorce, get divorced.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:15.768,00:20:21.000,"It is true that there is a, a decree that once you believe a will,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:21.000,00:20:23.909,but let us not imagine that in Islam.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:24.798,00:20:30.000,"(unintelligible) they just arbitrarily, you know,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:30.000,00:20:34.172,pay for one son after (unintelligible) or to his own.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:34.354,00:20:39.000,"Because I can only remember from page 69,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:39.000,00:20:40.556,"to very great extent,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:40.556,00:20:42.556,"in Islamic law,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:42.556,00:20:44.232,"when a person dies,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:44.232,00:20:46.515,"he is more or less, I say more or less,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:46.515,00:20:48.515,"invested, you know what I mean,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:48.515,00:20:54.000,"invested, because on page 69, 176,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:20:54.000,00:20:58.869,there are certain portions.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:00.000,00:21:04.000,"A father, in other words, cannot disinherit a daughter,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:04.000,00:21:05.747,even if he does not love her.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:06.434,00:21:09.717,"As long as she has not done anything wrong,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:09.717,00:21:10.717,"he cannot say,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:10.717,00:21:13.717,"""none for my daughter, Latifa.""",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:14.000,00:21:17.000,"Because Latifa will always have to get something,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:17.000,00:21:19.465,of 176.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:21.000,00:21:24.000,"And we know also that if a man leaves,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:24.000,00:21:28.283,"for example, two girls and one boy,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:28.283,00:21:30.323,"but this is just a case,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:30.323,00:21:32.000,because it's a very difficult thing.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:32.202,00:21:34.808,I tried to learn this years ago and,Dean Mahmoud,,00:21:32.202,Hypothetical Hundred Dollar Estate Split
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:34.808,00:21:35.990,I found it very difficult.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:37.000,00:21:39.000,"The, the two girls,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:39.000,00:21:41.242,"let's say he leaves a hundred dollars, alright,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:41.242,00:21:45.424,"and he makes no will,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:45.424,00:21:48.000,"one girl will get 25,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:48.000,00:21:51.000,"the other girl will get 25,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:51.000,00:21:53.434,and the boy will get 50.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:53.434,00:21:57.202,"But he must take care of the, the two sisters.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:57.202,00:21:59.242,"That is in another verse, is that right?",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:21:59.242,00:22:01.444,The man is in charge of women.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:01.444,00:22:03.556,"So, people think this is not fair.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:04.000,00:22:08.000,It seems that a man is more to women.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:08.404,00:22:12.000,"But if they cut the Quran into pieces,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:12.000,00:22:13.717,"there's another provision that says,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:13.717,00:22:16.727,"a man has to take care of his,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:16.727,00:22:18.000,of the women (unintelligible).,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:18.000,00:22:21.000,"(unintelligible) the men, that's what (unintelligible), you know.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:21.000,00:22:23.162,"Because the 50 dollars,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:23.162,00:22:26.616,Dean Mahmoud: he must use to support his two sisters and so on.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:26.616,00:22:27.818,"Dr. Khalifa: His own family, too.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:27.818,00:22:28.318,Dean Mahmoud: Yeah.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:28.318,00:22:31.000,"Dr. Khalifa: His wife and children.
Dean Mahmoud: These are other verses in Quran,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:31.000,00:22:32.758,"Dean Mahmoud: which I have seen now,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:32.758,00:22:36.768,wherein a wife,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:36.768,00:22:40.000,has a certain share.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:40.758,00:22:42.162,"Now, this is all because,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:42.162,00:22:46.000,this is (unintelligible) subject of Islamic laws.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:46.000,00:22:48.364,"Because,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:48.364,00:22:50.000,"at the same time,",Dean Mahmoud,,00:22:48.364,Limitations on Will Arbitrariness
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:50.000,00:22:52.485,"a man is allowed also,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:52.485,00:22:55.404,"to have a,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:55.404,00:22:56.475,to leave a will.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:57.242,00:22:59.000,"What I'm trying to say, (unintelligible) is that",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:22:59.000,00:23:01.000,there is a (unintelligible),Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:23:01.000,00:23:02.192,to what you can will.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:23:03.000,00:23:06.485,"You cannot dispossess, in your will,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:23:06.485,00:23:08.364,members of the family,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:23:08.364,00:23:09.667,Dean Mahmoud: to have certain rights.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:23:11.687,00:23:12.687,"Dr. Khalifa: But the law,",Dr. Khalifa,,00:23:11.687,Leaving Estates to Cats
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:23:12.687,00:23:14.323,the law of inheritance is,Dr. Khalifa,,,
