Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:11.750,00:20:20.000,"[59:16]  They are like the devil who says to the human being, ""Disbelieve,"" then when he disbelieves, he says, ""I have nothing to do with you. I fear the Lord of the universe.""",Donna,,59:16,en
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:20.000,00:20:27.043,[59:17]  The consequence for both of them is eternal Hell. This is the requital for the wicked.,Donna,,59:17,en
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:28.088,00:20:31.600,"Now, I'll go back to verse 11, here.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:31.600,00:20:38.219,"And this, this set of verses is talking about hypocrites and disbelievers and lump them together.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:38.572,00:20:43.172,"And the hypocrites are saying to the disbelievers ""okay. we are with you, we are with you."" You know.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:43.172,00:20:47.138,"And, and you know, ""we'll go with you."" And",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:49.187,00:20:53.431,"If, if, if they do get banished, they don't go with them. I mean,",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:54.290,00:20:58.670,"The hypocrites are, you know, they stay in one place. They're just hypocrites.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:20:59.241,00:21:04.403,"You know, and that's reason God has saved the best place in Hell for them",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:04.403,00:21:07.889,"because they don't make, they don't go with that group, they don't go with that group.",Donna,,,
