Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:35:59.452,00:36:03.158,"So, they got the money and they said ""hey, this is George Washington. He's been dead for many years.""",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:05.158,00:36:06.176,The money didn't work.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:07.158,00:36:08.331,They laughed at them.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:10.000,00:36:13.034,"I mean, so realistically that they were there for one night.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:13.034,00:36:14.827,That they went with this money.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:15.137,00:36:20.310,"Imagine somebody with a George Washington dollar going to buy, at Safeway, to buy some food.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:22.310,00:36:24.724,It also shows the world didn't change much in those days.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:24.724,00:36:27.241,They went for hundreds of years without any changes.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:29.664,00:36:35.069,"But if you were dead for the last 200 years and you got up now, boy, are you gonna be shocked.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:35.708,00:36:38.510,Dr. Khalifa: There's TV and cars and planes and submarines.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:38.510,00:36:40.510,The last 10 years. Last 10 years.,A man,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:40.510,00:36:44.320,"Dr. Khalifa: Really. The VCRs, telephone.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:44.320,00:36:45.700,"""What is this?""",Dr. Khalifa,38-37
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:44.320,00:36:45.700,(unintelligible),A woman,38-37
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:45.959,00:36:46.666,Dr. Khalifa: Yeah.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:48.666,00:36:52.114,And in terms of this social...,A woman,38-38
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:48.666,00:36:52.114,You want some yogurt?,A man,38-38
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:52.683,00:36:54.424,"A woman: Yogurt, yeah, right.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:36:56.147,00:37:12.172,"A woman: In terms of the social part of the worshipping of God alone, some of the things that believers used to practice during their Muhammadan involvement is this Aqiqah.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:15.015,00:37:20.272,"A woman: What is this? I mean, is this done? Or how is a new baby...",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:22.754,00:37:24.444,Dr. Khalifa: Just it's a superstition.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:24.444,00:37:25.824,A woman: It is a superstition.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:25.824,00:37:28.548,"A woman: It is a, it's a question. (unintelligible)",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:28.548,00:37:30.548,"Dr. Khalifa: Yeah, in fact, it's something called the Aqiqah.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:30.962,00:37:31.825,Aqiqah.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:31.825,00:37:33.566,No Aqiq.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:34.031,00:37:37.479,They shave the baby's head and read the Azan in one ear.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:37.944,00:37:39.944,And they slaughter a sheep.,Dr. Khalifa,38-39
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:37.944,00:37:39.944,Yes.,A woman,38-39
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:41.944,00:37:43.065,A woman: It's a superstition.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:43.065,00:37:43.669,Dr. Khalifa: Yes.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:43.669,00:37:46.529,A man: Jewish and Christians have something similar.,A man,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:46.529,00:37:48.529,"Dr. Khalifa: Yes, baptism and things like that.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:53.389,00:37:55.389,"A man: Alhamdu Lillah, they do it in Iran.",A man,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:55.389,00:37:55.993,Parivash: Yes.,Parivash,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:55.993,00:37:57.579,"Yeah, they do it.",Dr. Khalifa,38-40
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:55.993,00:37:57.579,"My mother, my mother...",Parivash,38-40
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:58.044,00:38:01.285,(unintelligible),A man,38-41
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:37:58.044,00:38:01.285,"It's common in Iran and Pakistan. Pakistan, especially.",Dr. Khalifa,38-41
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:01.285,00:38:02.458,Dr. Khalifa: Pakistan and India.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:02.458,00:38:03.889,A man: I've never seen it in Iran.,A man,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:03.889,00:38:09.612,"Parivash: My mother-in-law did it for all the children, you know. ""It's very necessary.""",Parivash,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:12.094,00:38:16.110,"And the parents, they don't have to eat from here.",Parivash,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:17.816,00:38:18.989,I'm happy.,Dr. Khalifa,38-42
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:17.816,00:38:18.989,"So,",A woman,38-42
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:18.989,00:38:25.589,"So, therefore, when a baby is born and you can be happy that it's born or whatever.",A woman,38-43
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:18.989,00:38:25.589,That's right.,Dr. Khalifa,38-43
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:25.589,00:38:27.198,A woman: There is no right for...,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:27.198,00:38:29.389,Do anything you want as long as you don't think it's religion.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:30.242,00:38:31.336,"Then, make it law.",Parivash,38-44
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:30.242,00:38:31.336,"Yeah, yeah.",A woman,38-44
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:31.336,00:38:32.405,"A woman: Then, make it law.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:32.405,00:38:33.319,Yes.,A woman,38-45
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:32.405,00:38:33.319,Yes.,Dr. Khalifa,38-45
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:34.560,00:38:35.371,Dr. Khalifa: Right.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:46.529,00:38:48.517,Dr. Khalifa: There's so much junk that we inherited.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:48.931,00:38:51.241,This is part of...,A woman,38-46
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:48.931,00:38:51.241,We wanna clean it out. See?,Dr. Khalifa,38-46
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:51.241,00:38:52.581,A woman: This is part of the process.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:38:53.579,00:39:01.610,I find that there were so many little intricacies that we inculcated within our minds.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:02.076,00:39:07.311,"And now with the worship of God alone, these things, they worm their way out.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:08.086,00:39:11.916,"A woman: And you're like, ""where did you come from? I don't remember you.""",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:11.916,00:39:12.675,Dr. Khalifa: Right.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:13.192,00:39:17.415,"""Where did I get you from?"" And here is something standing right in your face.",A woman,38-47
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:13.192,00:39:17.415,Yes.,Dr. Khalifa,38-47
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:17.829,00:39:19.829,"A woman: And it's like, ""what do we do now?"" you know.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:20.000,00:39:22.569,"And it's ""Allah, please forgive us.""",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:22.879,00:39:29.119,"And it, it makes us understand so clearly that we were idol worshipping (unintelligible).",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:29.586,00:39:30.397,A woman: That's right.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:30.397,00:39:32.397,A woman: It really and truly does.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:32.397,00:39:40.000,And God's Mercy upon us of having actually brought us out of this to this point.,A woman,38-48
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:32.397,00:39:40.000,Yes.,Dr. Khalifa,38-48
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:40.000,00:39:41.638,A woman: Because He didn't have to.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:42.440,00:39:52.311,"A woman: I mean, the amount of things that we did against Allah and Allah having brought us to this point. Yes! He is Merciful.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:52.311,00:39:53.380,"I mean, here",A woman,38-49
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:52.311,00:39:53.380,Yes.,Dr. Khalifa,38-49
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:53.759,00:39:56.210,And we are very lucky.,Dr. Khalifa,38-50
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:53.759,00:39:56.210,We (unintelligible) serious (unintelligible),A woman,38-50
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:56.624,00:39:57.694,Dr. Khalifa: We're very fortunate.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:57.694,00:39:59.452,A woman: We are now. Alhamdu Lillah.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:59.452,00:40:00.972,And we are free now.,A woman,38-51
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:39:59.452,00:40:00.972,Mā Shā Allāh.,Dr. Khalifa,38-51
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:00.972,00:40:03.179,A woman: Yes. (unintelligible),A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:03.179,00:40:06.188,"Yes. I mean, we take it for granted that Mehdi led the Prayer.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:06.188,00:40:10.371,"There was not a name mentioned in the Prayer except the name of God, our creator.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:10.870,00:40:15.506,"There was no Shirk, which is... it's a commandment in the Quran.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:15.920,00:40:18.696,(72:18) وَأَنَّ ٱلْمَسَـٰجِدَ لِلَّهِ فَلَا تَدْعُوا۟ مَعَ ٱللَّهِ أَحَدًۭا,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:18.696,00:40:19.765,Dr. Khalifa: It's so clear.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:19.765,00:40:20.679,Parivash: It's so clear.,Parivash,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:21.196,00:40:22.455,Dr. Khalifa: I don't know why they resist that.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:23.389,00:40:27.347,"Why mention Muhammad, Ibrahim, Ali, and 'Ale (family of) Muhammad, 'Ale (family of) Ibrahim.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:28.199,00:40:31.223,"Dr. Khalifa: And Hussein and Fatima. In Sujud, they were doing this.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:31.223,00:40:33.223,Yes. اللَّهُمَّ صَلِّ عَلَى مُحَمَّد,Parivash,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:33.441,00:40:39.593,"Dr. Khalifa: In Sujud, I was, I was shocked, you know, because the Shia group used to meet here. And I would Pray with them.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:40.000,00:40:43.624,"And I was making Sujud and the fellow next to me said ""Hussein and Hasan and Ali.""",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:44.244,00:40:46.244,"I said ""My God, in Sujud?""",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:46.244,00:40:48.709,And this is what kind of shocked me.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:49.329,00:40:55.051,"So, we're really blessed to... We take it for granted now that we do the Prayer and there is no name except the name of God.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:40:55.051,00:41:00.929,"God is the One who created you. God is the One who provides for you. God is the One who decides, controls your life.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:01.394,00:41:02.774,God is the One who resurrects you.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:03.084,00:41:04.825,God is the One who puts you in Heaven or Hell.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:06.324,00:41:09.513,I take it back. God is the One who's gonna put you in Heaven and we put ourselves in Hell.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:11.116,00:41:17.304,"But, So, why, why have anything to do with powerless creatures?",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:18.958,00:41:24.629,"A woman: Yeah, in Iran, we had so many things to do with Muhammad.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:24.991,00:41:30.000,"We had to wear the Chador and cry for Hussein, Hasan, Ali.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:30.000,00:41:32.155,"A woman: And if we didn't, we were not good person.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:32.155,00:41:36.688,"Yes. And if you don't cry enough, you beat yourself until you cry.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:39.273,00:41:40.704,"I mean, they had to die.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:41.169,00:41:45.341,Everybody dies. They didn't die one second too early or one second too late.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:47.341,00:41:50.634,"In fact, we should be happy for them because they were martyred.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:50.634,00:41:58.166,"Dr. Khalifa: We know now that Ali and Hussein and their family died for the two verses of the Quran, these two verses to restore the Quran.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:58.631,00:42:00.631,That's...,Dr. Khalifa,38-52
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:41:58.631,00:42:00.631,That is just hurting me.,A man,38-52
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:00.699,00:42:02.492,Dr. Khalifa: That's really dying in the cause of God.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:02.492,00:42:03.148,Dr. Khalifa: Huh?,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:03.407,00:42:05.407,Iranians are just hurting.,A man,38-53
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:03.407,00:42:05.407,Yes.,Dr. Khalifa,38-53
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:06.027,00:42:08.234,Dr. Khalifa: Right. They're 1400 years behind.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:18.591,00:42:21.108,A woman: I have a (unintelligible) resurrected this body.,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:22.607,00:42:24.090,I think I told you this before.,Dr. Khalifa,38-54
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:22.607,00:42:24.090,(unintelligible),A woman,38-54
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:24.349,00:42:25.108,A woman: Pardon?,A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:25.108,00:42:26.643,Dr. Khalifa: I think I told you this before.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:26.902,00:42:27.661,"A woman: No, you said...",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:27.661,00:42:30.000,Dr. Khalifa: But I wanna tell you. Don't forget it. It's the video tape.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:30.724,00:42:34.430,"Dr. Khalifa: Not your... in other words, here's a thief, a thief stealing something.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:34.895,00:42:35.758,Okay?,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:36.068,00:42:38.792,"And this is, God is telling us, this is recorded in video tape.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:39.154,00:42:43.532,"So, on the Day of Resurrection, he will deny that I stole anything. He'll say ""oh, I never stole anything.""",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:44.152,00:42:48.582,"So they'll say ""okay, play the tape."" They'll play the tape and there's a picture of him stealing something in the video.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:48.582,00:42:52.805,"Dr. Khalifa: So, his hand is speaking without saying anything.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:53.632,00:42:54.753,"A woman: So, it's not this body.",A woman,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:54.753,00:42:56.494,Dr. Khalifa: This is why God invented the VCRs.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:56.753,00:42:58.081,"No, it's not this body.",Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:42:58.443,00:43:00.288,We will not have this body at all.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:43:01.270,00:43:02.598,We'll have a different body.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:43:03.942,00:43:05.683,But it's the video tape.,Dr. Khalifa,
38 Quran Study From Parivash 1138 Certainty 11 29 1989,https://www.youtube.com/watch?v=OElDY5TJ2ZE,00:43:05.683,00:43:09.751,"You know, in the Surah 17, it says ""everybody will have his video tape hanging in his neck.""",Dr. Khalifa,
