Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:21.921,00:44:24.780,And you know that they anger God when they do this.,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:25.083,00:44:30.416,"They will not accept ""La Elaha Ella Allah."" If you go there and tell them ""La Elaha Ella Allah"", they call you ""KAFIR.""",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:31.022,00:44:36.608,A man: This doesn't make sense. (unintelligible),A man,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:37.063,00:44:39.720,Dr. Khalifa: (unintelligible),Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:40.000,00:44:45.737,"They're criticizing me for saying that Salman Rushdie should have the freedom of expression,",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:46.646,00:44:55.212,"And in that letter they say ""we agree, we admire, or we applaud the Catholic Church",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:55.212,00:44:59.131,"""for making a stand against Salman Rushdie.""",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:44:59.434,00:45:06.030,"So, this is the Islamic Center attacking me, and applauding the Catholic Church.",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:06.232,00:45:11.565,"Ok. Now, I say ""La Elaha Ella Allah."" The Catholic Church says ""Praise Mary, Mother of God.""",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:15.454,00:45:19.373,"So, it is not an issue of worshipping God, it's politics or something.",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:20.333,00:45:22.939,How can they applaud the Catholic Church for anything?,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:23.293,00:45:27.313,"Of course, the Catholic Church itself practices the same thing that Khomeini practices.",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:27.869,00:45:34.869,They don't like people to write about their Shroud of Turin and all the nonsense that they have.,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:34.869,00:45:36.869,And they have heavy censorship.,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:37.273,00:45:41.647,They excommunicate people right and left because of their opinions.,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:42.708,00:45:50.617,"So, they are (unintelligible).",Dr. Khalifa,25-14,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:42.708,00:45:50.617,(unintelligible),A woman,25-14,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:50.617,00:45:52.264,Dr. Khalifa: Right. We had...,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:52.264,00:45:53.759,...which was exactly the same thing.,A woman,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:53.759,00:45:56.567,"It's nice that they're right here, one right after the other.",A woman,25-15,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:53.759,00:45:56.567,Exactly.,Dr. Khalifa,25-15,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:45:56.567,00:45:59.729,"So, you just see how against them both groups are.",A woman,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:46:00.487,00:46:12.083,"Dr. Khalifa: You can see how will God look at people like this for applauding people who are saying ""Praise Mary, Mother of God.""",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:46:17.537,00:46:22.012,"and condemning somebody who says ""La Elaha Ella Allah. Worship God alone.""",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:46:22.669,00:46:28.558,"So, anybody who allies himself with those people, God is angry with them.",Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:46:29.063,00:46:31.568,This is verse 15.,Dr. Khalifa,,,
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:46:31.568,00:46:34.730,[58:15]  GOD has prepared for them severe retribution. Evil indeed is what they did.,Dr. Khalifa,,58:15,en
25 Quran Study From Behrouz 1525 Sura 58 By Robert,https://www.youtube.com/watch?v=Qr_e-6xqbD4,00:46:34.983,00:46:40.568,They're saying that there are those who ally themselves with people who have angered God.,Robert,,,
