record_id,category,type,title,asset_kind,local_path,size_bytes,sha256,content_type
SP1987feb,Submitter Perspectives,perspective,Submitter Perspectives February 1987,thumbnail,content/written/newsletters/thumbnails/1987_02_February.jpg,225494,78ba0d7b42ecc7a03e83141ff6c0ab260bad41414dea4755e611a9968571f1e4,image/jpeg
SP1987mar,Submitter Perspectives,perspective,Submitter Perspectives March 1987,pdf,content/written/newsletters/pdfs/1987_03_March.pdf,769351,19b25d1ff2e94d367042797766e7c8e3eb3d97b3e0ad2067e2923e51acfad649,application/pdf
SP1987mar,Submitter Perspectives,perspective,Submitter Perspectives March 1987,thumbnail,content/written/newsletters/thumbnails/1987_03_March.jpg,247871,528316a4371b695b8f1e4ee3356006b6344c4b29c71bdfa3e009e3e678d0e3bf,image/jpeg
SP1987apr,Submitter Perspectives,perspective,Submitter Perspectives April 1987,pdf,content/written/newsletters/pdfs/1987_04_April.pdf,787191,3949a5ac1a133e8d7ffb5c588665b2488b6d9062f7d3884d8165db4b75e0d3a4,application/pdf
SP1987apr,Submitter Perspectives,perspective,Submitter Perspectives April 1987,thumbnail,content/written/newsletters/thumbnails/1987_04_April.jpg,184705,92a2b0d7b6bc7cf9960fe23799d4e87b4649ed7ae630fd2f21a6b83003ddfac7,image/jpeg
SP1987may,Submitter Perspectives,perspective,Submitter Perspectives May 1987,pdf,content/written/newsletters/pdfs/1987_05_May.pdf,823600,eea7dd2cf70bd31657dc186301bcc8a75d1a9244898d019531e91d521d6ee50c,application/pdf
SP1987may,Submitter Perspectives,perspective,Submitter Perspectives May 1987,thumbnail,content/written/newsletters/thumbnails/1987_05_May.jpg,238958,52d0b483567664e4f876f62212f12fa9bcea1ebee72e9fe80cf4d1405aff39bf,image/jpeg
SP1987jun,Submitter Perspectives,perspective,Submitter Perspectives June 1987,pdf,content/written/newsletters/pdfs/1987_06_June.pdf,820832,22480d7dd6759aa89f419710c63bc02a867c27c513ccf5f2677da8cfb2698650,application/pdf
SP1987jun,Submitter Perspectives,perspective,Submitter Perspectives June 1987,thumbnail,content/written/newsletters/thumbnails/1987_06_June.jpg,241888,a80f17ae6956d85495b123ae1de11444a128ac08f9be5c258c037b4060889d4d,image/jpeg
SP1987jul,Submitter Perspectives,perspective,Submitter Perspectives July 1987,pdf,content/written/newsletters/pdfs/1987_07_July.pdf,836940,ecdf3e79f8bc10520984fc211cb11471d4a3b59cc9815a2f82f25ff89620b6fc,application/pdf
SP1987jul,Submitter Perspectives,perspective,Submitter Perspectives July 1987,thumbnail,content/written/newsletters/thumbnails/1987_07_July.jpg,236489,ba6c5c53931643d854117f5f98a648e0d2ebd1bab3bb489ef0522e544a5f39b7,image/jpeg
SP1987aug,Submitter Perspectives,perspective,Submitter Perspectives August 1987,pdf,content/written/newsletters/pdfs/1987_08_August.pdf,1283231,184265f5d7520b94ba3deb9c88e3151186034d1e9be637ef9777092a3b0f7327,application/pdf
SP1987aug,Submitter Perspectives,perspective,Submitter Perspectives August 1987,thumbnail,content/written/newsletters/thumbnails/1987_08_August.jpg,246767,79c6251059e5c1edb7f6627ca5f15c4d6a5623d18aa2ab9d1d030f30a70c6965,image/jpeg
SP1987sep,Submitter Perspectives,perspective,Submitter Perspectives September 1987,pdf,content/written/newsletters/pdfs/1987_09_September.pdf,668064,2151082d554533dc2f46aa29c46171092bddbea94c831550cb40709d460a6710,application/pdf
SP1987sep,Submitter Perspectives,perspective,Submitter Perspectives September 1987,thumbnail,content/written/newsletters/thumbnails/1987_09_September.jpg,256935,f8301391b52fe24288f1d676b1382c78feffed2195b31a07c8b5b5931af5c1f9,image/jpeg
SP1987oct,Submitter Perspectives,perspective,Submitter Perspectives October 1987,pdf,content/written/newsletters/pdfs/1987_10_October.pdf,836529,4df4ef8fae75315d53e065224de261d49aab4e58259484eaf402d12fafad92ee,application/pdf
SP1987oct,Submitter Perspectives,perspective,Submitter Perspectives October 1987,thumbnail,content/written/newsletters/thumbnails/1987_10_October.jpg,304626,8fbf950588712c3b5cf963d373a4b93b336896177b042e66a6daa56b321f98fe,image/jpeg
SP1987nov,Submitter Perspectives,perspective,Submitter Perspectives November 1987,pdf,content/written/newsletters/pdfs/1987_11_November.pdf,683951,0ee2d164c3883fac30df2f3bb093548f17614ccc3e3049764abe7a22dd80c920,application/pdf
SP1987nov,Submitter Perspectives,perspective,Submitter Perspectives November 1987,thumbnail,content/written/newsletters/thumbnails/1987_11_November.jpg,230684,bc2705b87f668410323f2aa02f3c17a9efe4f7d9804669e26ed4cdffbc2d6152,image/jpeg
SP1987dec,Submitter Perspectives,perspective,Submitter Perspectives December 1987,pdf,content/written/newsletters/pdfs/1987_12_December.pdf,828765,72303fdf7d37cc95549960de08aa9065c717ee4e594af1aa7192adce55d8c015,application/pdf
SP1987dec,Submitter Perspectives,perspective,Submitter Perspectives December 1987,thumbnail,content/written/newsletters/thumbnails/1987_12_December.jpg,204500,48d83e7301f27ac4ad31a5c55a5f734d8f1dd98fda0f38c5832e3fe6a3aab1ad,image/jpeg
SP1988jan,Submitter Perspectives,perspective,Submitter Perspectives January 1988,pdf,content/written/newsletters/pdfs/1988_01_January.pdf,827119,957e659fa91bffeb4dfac13c70ea3387183a54ca81797e64629912170be11c07,application/pdf
SP1988jan,Submitter Perspectives,perspective,Submitter Perspectives January 1988,thumbnail,content/written/newsletters/thumbnails/1988_01_January.jpg,270126,fe18d45753775b4588c8973174225f9740f552448a58899fcf23ecaf58d3f00f,image/jpeg
SP1988feb,Submitter Perspectives,perspective,Submitter Perspectives February 1988,pdf,content/written/newsletters/pdfs/1988_02_February.pdf,724059,ea3196f340f1344d767c37efb5ce505694e46c0ebfdc8209917d07358340b43d,application/pdf
SP1988feb,Submitter Perspectives,perspective,Submitter Perspectives February 1988,thumbnail,content/written/newsletters/thumbnails/1988_02_February.jpg,209165,ecc1986034de629c637c28dc7a4f0d210c078f066adc85022bf7fe19737a1619,image/jpeg
SP1988mar,Submitter Perspectives,perspective,Submitter Perspectives March 1988,pdf,content/written/newsletters/pdfs/1988_03_March.pdf,998325,1f5ff6801b720e57e8df697aa242256e02489d81158f7632469123942d9fa969,application/pdf
SP1988mar,Submitter Perspectives,perspective,Submitter Perspectives March 1988,thumbnail,content/written/newsletters/thumbnails/1988_03_March.jpg,238851,5937d98f0c33f9f5de37ac7824a841e9f65daee8f43d91127c3cfddd1f566dc8,image/jpeg
SP1988apr,Submitter Perspectives,perspective,Submitter Perspectives April 1988,pdf,content/written/newsletters/pdfs/1988_04_April.pdf,856440,37b310101764d206c8a8709546c290da23f18f754158e40455f931b57ca5b7f4,application/pdf
SP1988apr,Submitter Perspectives,perspective,Submitter Perspectives April 1988,thumbnail,content/written/newsletters/thumbnails/1988_04_April.jpg,274774,b3b116638dc68f3a76a30783f4c515f18b3e50cc246764080da65b85fce05d09,image/jpeg
SP1988may,Submitter Perspectives,perspective,Submitter Perspectives May 1988,pdf,content/written/newsletters/pdfs/1988_05_May.pdf,1507580,8217cea75b1c8fcdf9994d42a1a0b02469f7be5076c575b798e328c42007efc4,application/pdf
SP1988may,Submitter Perspectives,perspective,Submitter Perspectives May 1988,thumbnail,content/written/newsletters/thumbnails/1988_05_May.jpg,248947,754509c125cd72366dc2db0764d9b79b33ef2fae6d2e68b7b07200e845629950,image/jpeg
SP1988may_bulletin,Submitter Perspectives,perspective,Submitter Perspectives May 1988 Bulletin,pdf,content/written/newsletters/pdfs/1988_05_May_Bulletin.pdf,1007577,33dadeb047a065270d98ff5f46a24bbf2bd026bb1e7e9c5ad2ca88dc28862d37,application/pdf
SP1988may_bulletin,Submitter Perspectives,perspective,Submitter Perspectives May 1988 Bulletin,thumbnail,content/written/newsletters/thumbnails/1988_05_May_Bulletin.jpg,237167,2bf10d81dbd557c314ac1a4d9d7b801e9606e0aa7b8ff7f71cfe6a9f7b79cf87,image/jpeg
SP1988jun,Submitter Perspectives,perspective,Submitter Perspectives June 1988,pdf,content/written/newsletters/pdfs/1988_06_June.pdf,956221,ffa72d97504afa374f7fbb0bc773a730f71d7afb33aa4e5bd5eb3a032d9ef10a,application/pdf
SP1988jun,Submitter Perspectives,perspective,Submitter Perspectives June 1988,thumbnail,content/written/newsletters/thumbnails/1988_06_June.jpg,254787,418cec0d74d4a3685e5aa8eac6e355d0d16f1436509c620033f9a6b0f5db0abf,image/jpeg
SP1988jul,Submitter Perspectives,perspective,Submitter Perspectives July 1988,pdf,content/written/newsletters/pdfs/1988_07_July.pdf,1094133,ad4be08933ff274066f6a838bcbab64835694b620a987f91024a3926ec297063,application/pdf
SP1988jul,Submitter Perspectives,perspective,Submitter Perspectives July 1988,thumbnail,content/written/newsletters/thumbnails/1988_07_July.jpg,254919,a39cb5a09ea3528e47749fd1290c433f3ddb4a1f39f571dbc9d7a07e5b0f17cd,image/jpeg
SP1988aug,Submitter Perspectives,perspective,Submitter Perspectives August 1988,pdf,content/written/newsletters/pdfs/1988_08_August.pdf,769534,cbe89d8385c57745dedb5586766512829a560f859f2b7126a834533bdc788f40,application/pdf
SP1988aug,Submitter Perspectives,perspective,Submitter Perspectives August 1988,thumbnail,content/written/newsletters/thumbnails/1988_08_August.jpg,205593,9b74e3b4a0b912cc51b94ada3cd069d128005211a17d3b52a7546a9759179e72,image/jpeg
SP1988sep,Submitter Perspectives,perspective,Submitter Perspectives September 1988,pdf,content/written/newsletters/pdfs/1988_09_September.pdf,652230,4b0e7d0aa49ca735819f1853c5ce3a9e8454a8687eeb3f1ae44a011b67379136,application/pdf
SP1988sep,Submitter Perspectives,perspective,Submitter Perspectives September 1988,thumbnail,content/written/newsletters/thumbnails/1988_09_September.jpg,212252,3ef3a5ecb55fa4629e33c2f83d4979be461959b046c517c333227e84a8264047,image/jpeg
SP1988oct,Submitter Perspectives,perspective,Submitter Perspectives October 1988,pdf,content/written/newsletters/pdfs/1988_10_October.pdf,671980,ff852b5ae1686dd00447e8c75c76bdae5ecb68a7e4aad5b3e3aeb3678cd719fd,application/pdf
SP1988oct,Submitter Perspectives,perspective,Submitter Perspectives October 1988,thumbnail,content/written/newsletters/thumbnails/1988_10_October.jpg,236808,a46038878e8b6790a017123819dada8e9408b027d8a19e596c21b8fab0203d1e,image/jpeg
SP1988nov,Submitter Perspectives,perspective,Submitter Perspectives November 1988,pdf,content/written/newsletters/pdfs/1988_11_November.pdf,505697,2a1b93c8b77fc50bee844eaba2416af10b8d5ebbb48dc88b288dff3de758782a,application/pdf
SP1988nov,Submitter Perspectives,perspective,Submitter Perspectives November 1988,thumbnail,content/written/newsletters/thumbnails/1988_11_November.jpg,232683,be384dcebba197870b9454f621911bf5488489082a3fd45670bbb360b5974de6,image/jpeg
SP1988dec,Submitter Perspectives,perspective,Submitter Perspectives December 1988,pdf,content/written/newsletters/pdfs/1988_12_December.pdf,618043,7cb55a980ff4c86b040d7d0b4ac515f63f7cccb7f8aabad8a4fc01401a1e2218,application/pdf
SP1988dec,Submitter Perspectives,perspective,Submitter Perspectives December 1988,thumbnail,content/written/newsletters/thumbnails/1988_12_December.jpg,244631,0355153aa73f079b7bb0ecccd10d512085cc3dc0c1e5a45246a92e6ac37c0b85,image/jpeg
SP1989jan,Submitter Perspectives,perspective,Submitter Perspectives January 1989,pdf,content/written/newsletters/pdfs/1989_01_January.pdf,564539,032c7b2857b7f55e159cc480ee95fd835f3ab12b3e4f162af614904905d05369,application/pdf
SP1989jan,Submitter Perspectives,perspective,Submitter Perspectives January 1989,thumbnail,content/written/newsletters/thumbnails/1989_01_January.jpg,205532,6d8e8a38390e5da0cb1c31d2226e9a6e29c7cbbc08affb339d8c523c07615d79,image/jpeg
SP1989feb,Submitter Perspectives,perspective,Submitter Perspectives February 1989,pdf,content/written/newsletters/pdfs/1989_02_February.pdf,696291,258a309f865c3d3ab296de5d2887b165050cdb0dc2a10bfa574961a6d09817cc,application/pdf
SP1989feb,Submitter Perspectives,perspective,Submitter Perspectives February 1989,thumbnail,content/written/newsletters/thumbnails/1989_02_February.jpg,219375,388c32f58afaf3dabe3526ed6991dc03cb3470cb8efd55a0584425b40402d79c,image/jpeg
SP1989mar,Submitter Perspectives,perspective,Submitter Perspectives March 1989,pdf,content/written/newsletters/pdfs/1989_03_March.pdf,995705,11dc7b76517b73243ee75b17ba3e88f57d2a9c1b15ba73b1ce32263e540d658b,application/pdf
SP1989mar,Submitter Perspectives,perspective,Submitter Perspectives March 1989,thumbnail,content/written/newsletters/thumbnails/1989_03_March.jpg,224499,9f13e2b7001fb5b1036922dde3c0933a73e40e4a7f87aaea99b0aec1d68d35f4,image/jpeg
SP1989apr,Submitter Perspectives,perspective,Submitter Perspectives April 1989,pdf,content/written/newsletters/pdfs/1989_04_April.pdf,807210,6655b76b41c12109242e6ac20c17046b1bc30b7b13b2340f5665a99e7169af15,application/pdf
SP1989apr,Submitter Perspectives,perspective,Submitter Perspectives April 1989,thumbnail,content/written/newsletters/thumbnails/1989_04_April.jpg,229435,5ca59a1318390b8880f071a5abc8b8bddcbea693872cbfbe0f094cf4d7e9e134,image/jpeg
SP1989may,Submitter Perspectives,perspective,Submitter Perspectives May 1989,pdf,content/written/newsletters/pdfs/1989_05_May.pdf,704913,243e5f1377cc7689737335ff85cc905fd17e0126f17b13cb2ab033818d3c4158,application/pdf
SP1989may,Submitter Perspectives,perspective,Submitter Perspectives May 1989,thumbnail,content/written/newsletters/thumbnails/1989_05_May.jpg,229776,fd88424f4c871e517c17c98bf8854c840b8dabc290818e11b254294c585d7b1f,image/jpeg
SP1989jun,Submitter Perspectives,perspective,Submitter Perspectives June 1989,pdf,content/written/newsletters/pdfs/1989_06_June.pdf,878775,1fd67cdf15d548e5fe1a64372b6f3dfd09a68c8c5556fe1a6d01cb7aeeb871f2,application/pdf
SP1989jun,Submitter Perspectives,perspective,Submitter Perspectives June 1989,thumbnail,content/written/newsletters/thumbnails/1989_06_June.jpg,241150,1b209299d819b189d50c81e6501fa6e90f34a4d2da4645648182fe72a9dab1b4,image/jpeg
SP1989jul,Submitter Perspectives,perspective,Submitter Perspectives July 1989,pdf,content/written/newsletters/pdfs/1989_07_July.pdf,986649,aa6c34cf5851b27c1bfa6fdf5cc54f90868f82a6dbfae01b51283138e98f6390,application/pdf
SP1989jul,Submitter Perspectives,perspective,Submitter Perspectives July 1989,thumbnail,content/written/newsletters/thumbnails/1989_07_July.jpg,231988,89737eada077f489b1cb2e0b67b7451584e14ccaf33649da9a0ac1d82ef5b07e,image/jpeg
SP1989aug,Submitter Perspectives,perspective,Submitter Perspectives August 1989,pdf,content/written/newsletters/pdfs/1989_08_August.pdf,890396,b55cd84c7f5ef2199902a8c00d9e218c42569cbf173816b12cd279cac530cd03,application/pdf
SP1989aug,Submitter Perspectives,perspective,Submitter Perspectives August 1989,thumbnail,content/written/newsletters/thumbnails/1989_08_August.jpg,243589,85275b91ae6f1ba8bdf7d9990e5130e64e03c144b0e93b4465604d5c3e73b9fd,image/jpeg
SP1989sep,Submitter Perspectives,perspective,Submitter Perspectives September 1989,pdf,content/written/newsletters/pdfs/1989_09_September.pdf,1035027,3fcd9430ce266e5659baacdd0230d047cedfec005c91f040ee7fd227eba76a72,application/pdf
SP1989sep,Submitter Perspectives,perspective,Submitter Perspectives September 1989,thumbnail,content/written/newsletters/thumbnails/1989_09_September.jpg,276672,d03e8a0d87e564873b51a1f62128c570a1c42c5091f41a9e34f38afc54a519b2,image/jpeg
SP1989oct,Submitter Perspectives,perspective,Submitter Perspectives October 1989,pdf,content/written/newsletters/pdfs/1989_10_October.pdf,1292867,d07e3b149e3bec712b29d83c3d81fde391d132dc664351113f6332d6b13db7ad,application/pdf
SP1989oct,Submitter Perspectives,perspective,Submitter Perspectives October 1989,thumbnail,content/written/newsletters/thumbnails/1989_10_October.jpg,209368,9c893fa9542ef00fe97d6e1499d73b6ba4236a33b9f24b6b57e4f42039499048,image/jpeg
SP1989nov,Submitter Perspectives,perspective,Submitter Perspectives November 1989,pdf,content/written/newsletters/pdfs/1989_11_November.pdf,1053391,f9fecf6f4a0dda4cdaa81b4d00b10ef9344b87675b137820797627f2f0a7ebf4,application/pdf
SP1989nov,Submitter Perspectives,perspective,Submitter Perspectives November 1989,thumbnail,content/written/newsletters/thumbnails/1989_11_November.jpg,288981,bfbeb9ae37722299fc80df854d40934ec003467ee271a43ffc00a7c22e41ee0f,image/jpeg
SP1989dec,Submitter Perspectives,perspective,Submitter Perspectives December 1989,pdf,content/written/newsletters/pdfs/1989_12_December.pdf,990638,8a22c45f601e280e8c3afa6886a36fee4ee986f2dce103eb20ce5b28cd8c7123,application/pdf
SP1989dec,Submitter Perspectives,perspective,Submitter Perspectives December 1989,thumbnail,content/written/newsletters/thumbnails/1989_12_December.jpg,270183,eba35afd2c10bbb0ccb2ab8642fbeaca2a44ff545e928faf6f00761bd3aa6516,image/jpeg
SP1990jan,Submitter Perspectives,perspective,Submitter Perspectives January 1990,pdf,content/written/newsletters/pdfs/1990_01_January.pdf,903631,d9f1f35a1b940946ba30e9d89aa8bcc249378840b27044ca92d44848b3685281,application/pdf
SP1990jan,Submitter Perspectives,perspective,Submitter Perspectives January 1990,thumbnail,content/written/newsletters/thumbnails/1990_01_January.jpg,255549,1a21396828e5ae3b80cd5b71e8c442383e26fd2cb18e5ccaa33c700cf587e978,image/jpeg
SP1990jan_special_bonus,Submitter Perspectives,perspective,Submitter Perspectives January 1990 Special Bonus Issue,pdf,content/written/newsletters/pdfs/1990_01_January_Bonus_Issue.pdf,1147181,053ebbf18e48cea33865f8225a31e3009c486de6933ff860b72c20190f73ac1a,application/pdf
SP1990jan_special_bonus,Submitter Perspectives,perspective,Submitter Perspectives January 1990 Special Bonus Issue,thumbnail,content/written/newsletters/thumbnails/1990_01_January_Bonus_Issue.jpg,272490,a773f015444f85776a3e3a924e4264f3db4b3c2a69047dae8ebb82496c0d3b4c,image/jpeg
SP1990feb,Submitter Perspectives,perspective,Submitter Perspectives February 1990,pdf,content/written/newsletters/pdfs/1990_02_February.pdf,1656913,d750c089709c2d427fb02c9efe13a0d63b6bdb9a6a081fc9e216c18517a5061c,application/pdf
SP1990feb,Submitter Perspectives,perspective,Submitter Perspectives February 1990,thumbnail,content/written/newsletters/thumbnails/1990_02_February.jpg,297130,dd311bff6d0bd612becf0161046c5463d8b5dcb110ab58fa0e40ed98989a594b,image/jpeg
SP1990mar,Submitter Perspectives,perspective,Submitter Perspectives March 1990,pdf,content/written/newsletters/pdfs/1990_03_March.pdf,1689954,58e7da237fd0be187944de1876b9590ef91839eddc3d2a7c7eb6d173886b4cf9,application/pdf
SP1990mar,Submitter Perspectives,perspective,Submitter Perspectives March 1990,thumbnail,content/written/newsletters/thumbnails/1990_03_March.jpg,269692,0feb4c3a943d57477e248196ee44c5e17e434d06a19b161b4352ac89ebeec59c,image/jpeg
proclamation,Appendices,appendix,"Proclaiming
One Unified Religion
for All the People",pdf-1992,content/quran/organized_appendices/1992/proclamation.pdf,107260,90912506026419b663d8ec87636c084a4f81f5cedf1015a25e88af3edb60d0a6,application/pdf
proclamation,Appendices,appendix,"Proclaiming
One Unified Religion
for All the People",thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/proclamation.jpg,106645,99e805b794d263558dbd9c41f0b213af618c394e10ad8010e04ca689a3d656c6,image/jpeg
proclamation,Appendices,appendix,"Proclaiming
One Unified Religion
for All the People",thumbnail,content/quran/organized_appendices/1992/thumbnails/proclamation.jpg,106645,99e805b794d263558dbd9c41f0b213af618c394e10ad8010e04ca689a3d656c6,image/jpeg
introduction,Appendices,appendix,INTRODUCTION,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
introduction,Appendices,appendix,INTRODUCTION,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/introduction.jpg,26161,4f25b628aea2ed3eb5bf4ed0e0388eb60f1f912caa1322fede2fc72476600558,image/jpeg
introduction,Appendices,appendix,INTRODUCTION,pdf-1992,content/quran/organized_appendices/1992/introduction.pdf,210679,fec1d6ef032d670d48fb5a47c1cdd6984634ee0db0d815e0c0e14443d4649ea9,application/pdf
introduction,Appendices,appendix,INTRODUCTION,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/introduction.jpg,138096,bd308bd5bafbcaaff522cad941cec031591917bb13a5fb47222dac357a5f4b41,image/jpeg
introduction,Appendices,appendix,INTRODUCTION,thumbnail,content/quran/organized_appendices/1992/thumbnails/introduction.jpg,138096,bd308bd5bafbcaaff522cad941cec031591917bb13a5fb47222dac357a5f4b41,image/jpeg
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-1.jpg,177693,af6b7a1e5d84cdcfbe43a560e49dbd5fc068fcfd99b7c21e2e287c2f827678ad,image/jpeg
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],pdf-1989,content/quran/organized_appendices/1989/appendix-1.pdf,1675016,b17567357873751e4cb69c840a88ca7cf4364b4743aed4858439bc8906b75206,application/pdf
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-1.jpg,158785,f319ae80c1f0a05347c0b11f4dda35666cf5b38a77b32a05d09d71fb295b62c0,image/jpeg
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],pdf-1992,content/quran/organized_appendices/1992/appendix-1.pdf,400050,66f588ef4be444f8baee60217efba6579acbff67b788f222cdb1f87441048878,application/pdf
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-1.jpg,142921,3cd9fdb10c2dad7c0aa187ef02430e4be40b601439f8b9488090f8f3fa2d10d7,image/jpeg
appendix-1,Appendices,appendix,1. One of the Great Miracles [74:35],thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-1.jpg,142921,3cd9fdb10c2dad7c0aa187ef02430e4be40b601439f8b9488090f8f3fa2d10d7,image/jpeg
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-2.jpg,172548,b32607cce4730704ec71def570208e9f3158f63adc398cc98065bc17d3dcfb4f,image/jpeg
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,pdf-1989,content/quran/organized_appendices/1989/appendix-2.pdf,739687,f1c7738927f60bf841d1a9671ed41b31717c6e52bd500eea7cb073c6a3e8cd83,application/pdf
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-2.jpg,134423,39d6b21e07cac3f8bbfc30b7ad4d548a5d61c7faf80d8b031e89804de3da35ee,image/jpeg
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,pdf-1992,content/quran/organized_appendices/1992/appendix-2.pdf,226296,91bc7c5144134d7d6903317c4356981e1554240da099f77daa8b9b6d19405def,application/pdf
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-2.jpg,110598,d3e1344f50f39d2d7e1be3170d1fa7d427d76eadaf47518e2fc1d46fb46f2c43,image/jpeg
appendix-2,Appendices,appendix,2. God's Messenger of the Covenant,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-2.jpg,110598,d3e1344f50f39d2d7e1be3170d1fa7d427d76eadaf47518e2fc1d46fb46f2c43,image/jpeg
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-3.jpg,177552,695af0233948e030bb3ff53293219fe68da787716249a5c9c9aaee1492f72295,image/jpeg
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],pdf-1989,content/quran/organized_appendices/1989/appendix-3.pdf,167878,8e47c17bf02f577a5308c7a8f95052eaa9e3417f07422cd8ea79d009cc1942af,application/pdf
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-3.jpg,195474,1e335dde688b020206057bdd0a9f1853f7299f686dcdeb2e3a44dbe28b55edf1,image/jpeg
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],pdf-1992,content/quran/organized_appendices/1992/appendix-3.pdf,114011,7d534728b211bc60d0b7bdf9ade5cbe648f63edb15f33ab33b18dcefba0e2271,application/pdf
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-3.jpg,168898,0331bc40b021694083f1130e0ba06d9ba4604b47c3bd4091ddf2f61601eca33c,image/jpeg
appendix-3,Appendices,appendix,3. We Made the Quran Easy [54:17],thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-3.jpg,168898,0331bc40b021694083f1130e0ba06d9ba4604b47c3bd4091ddf2f61601eca33c,image/jpeg
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-4.jpg,54155,ba270cea93079a5116fc91b106f94ad53e59b665178e7a4ebc8f9e205e060df2,image/jpeg
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,pdf-1989,content/quran/organized_appendices/1989/appendix-4.pdf,90367,88ad8bf7eb491bbb4a7a7174659305049d7cd806822ad46d91a12f5b7cf8480e,application/pdf
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-4.jpg,201778,0d3968bfeebd097238cdf6a5444bc83b1ddf1cd28aff615be9e9eb84249eb9cc,image/jpeg
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,pdf-1992,content/quran/organized_appendices/1992/appendix-4.pdf,111166,23d5a0390f42813770021b94d5adb5f928bc24b62aa233d249bc15b81df23757,application/pdf
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-4.jpg,171622,d5b66cbd98a53aff85bb2bd4693688eb57a0881b1fe4674d0c2ba99e23bbd9fe,image/jpeg
appendix-4,Appendices,appendix,4. Why Was the Quran Revealed in Arabic?,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-4.jpg,171622,d5b66cbd98a53aff85bb2bd4693688eb57a0881b1fe4674d0c2ba99e23bbd9fe,image/jpeg
appendix-5,Appendices,appendix,5. Heaven and Hell,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-5,Appendices,appendix,5. Heaven and Hell,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-5.jpg,123729,fdfc5c5e16f73f19b7a839cc511e3a2bc3105db989e1e7427a9455258308f90d,image/jpeg
