record_id,category,type,title,asset_kind,local_path,size_bytes,sha256,content_type
appendix-22,Appendices,appendix,22. Jesus,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-22.jpg,121820,a06a892830e3078711c70c6cdec0998c24b7fd356ef73f43ba1b3f3e7a28dd70,image/jpeg
appendix-23,Appendices,appendix,23. Chronological Sequence of Revelation,pdf-1989,content/quran/organized_appendices/1989/appendix-23.pdf,81818,a4ee3df46cbf449bb8774532f141b102fd9bb003a23558991c43bfc70b1c973c,application/pdf
appendix-23,Appendices,appendix,23. Chronological Sequence of Revelation,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-23.jpg,157509,33c3e7e1325e7d0536a282ebbc28db08c07b35eee723cc01044bd896f6383250,image/jpeg
appendix-23,Appendices,appendix,23. Chronological Sequence of Revelation,pdf-1992,content/quran/organized_appendices/1992/appendix-23.pdf,95331,b2a32ada591462d0f9bd4210dfaf732b8446df371e1ef633806952e1fa46e2e8,application/pdf
appendix-23,Appendices,appendix,23. Chronological Sequence of Revelation,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-23.jpg,115337,925c1d61ea8c4a0cdb27d42a220ea03c43c75b2f45d5068952b93a6a11c580e8,image/jpeg
appendix-23,Appendices,appendix,23. Chronological Sequence of Revelation,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-23.jpg,115337,925c1d61ea8c4a0cdb27d42a220ea03c43c75b2f45d5068952b93a6a11c580e8,image/jpeg
appendix-24,Appendices,appendix,24. Tampering with the Word of God,pdf-1989,content/quran/organized_appendices/1989/appendix-24.pdf,1570880,5cc3149e99824b83be0e93b40ee3ea4629f1a40c4f662c3e423ef9c3ad0aaa4b,application/pdf
appendix-24,Appendices,appendix,24. Tampering with the Word of God,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-24.jpg,177358,1b2c5de9516847a1fd2b4a992f8b378344299c8410cdda0575a29ca56162954c,image/jpeg
appendix-24,Appendices,appendix,24. Tampering with the Word of God,pdf-1992,content/quran/organized_appendices/1992/appendix-24.pdf,370923,aaed7066696a82e5ba22dfce7ad25d45757f1df5ca66d668d51f45b2c3a300fe,application/pdf
appendix-24,Appendices,appendix,24. Tampering with the Word of God,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-24.jpg,138411,6cd2aa7006506e7a01635bb7f0c609d827ccf6b019f7b82dd1e38ea9fbe10e94,image/jpeg
appendix-24,Appendices,appendix,24. Tampering with the Word of God,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-24.jpg,138411,6cd2aa7006506e7a01635bb7f0c609d827ccf6b019f7b82dd1e38ea9fbe10e94,image/jpeg
appendix-25,Appendices,appendix,25. End Of The World,pdf-1989,content/quran/organized_appendices/1989/appendix-25.pdf,165407,54030858c65db2ede06d09800ef500bd34f2daaa31f9c3c7c88e8aaef6464cc9,application/pdf
appendix-25,Appendices,appendix,25. End Of The World,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-25.jpg,172424,b1533b723c0e8bb2e762b96a4dbabf3f2aa38d89b9a8f4b5865f514ad46fc3f6,image/jpeg
appendix-25,Appendices,appendix,25. End Of The World,pdf-1992,content/quran/organized_appendices/1992/appendix-25.pdf,141994,c35bff4d0072aacc35471e6d857f543436f90a3c4787bdff729a5559d3cbd620,application/pdf
appendix-25,Appendices,appendix,25. End Of The World,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-25.jpg,140461,ef5bd640d84aaffc1d27384343ec7318c876eba6c693a9be1a91aff7a9f010db,image/jpeg
appendix-25,Appendices,appendix,25. End Of The World,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-25.jpg,140461,ef5bd640d84aaffc1d27384343ec7318c876eba6c693a9be1a91aff7a9f010db,image/jpeg
appendix-26,Appendices,appendix,26. The Three Messengers of Islam,pdf-1989,content/quran/organized_appendices/1989/appendix-26.pdf,226280,b0ee829ca16f2303c4669311c39caa807ffb5ce002f9a4cdc151fd3dce2348db,application/pdf
appendix-26,Appendices,appendix,26. The Three Messengers of Islam,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-26.jpg,169320,3a13fe6dcea1c1a5db70ad06a03c3197616992999237092d393b6a9b34063eb8,image/jpeg
appendix-26,Appendices,appendix,26. The Three Messengers of Islam,pdf-1992,content/quran/organized_appendices/1992/appendix-26.pdf,152013,c1d1dd54a7e36912a9f7f9659b0a970131393c712ea92e364bd2ae17f2581b92,application/pdf
appendix-26,Appendices,appendix,26. The Three Messengers of Islam,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-26.jpg,143940,11ae98d7166ae8fd51b0eca45d9f0502334dc480ffa5dc9e292b7a1062a9e7bb,image/jpeg
appendix-26,Appendices,appendix,26. The Three Messengers of Islam,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-26.jpg,143940,11ae98d7166ae8fd51b0eca45d9f0502334dc480ffa5dc9e292b7a1062a9e7bb,image/jpeg
appendix-27,Appendices,appendix,27. Who Is Your God?,pdf-1989,content/quran/organized_appendices/1989/appendix-27.pdf,150071,de11ac748d7823bdf3801e899333687a4a01bb460d3c4b94ca31bf4cb829e52f,application/pdf
appendix-27,Appendices,appendix,27. Who Is Your God?,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-27.jpg,159073,ce46517d457e81cc4f536e150c7e620567e256fe0d15db27c7f9b23642f5a9d0,image/jpeg
appendix-27,Appendices,appendix,27. Who Is Your God?,pdf-1992,content/quran/organized_appendices/1992/appendix-27.pdf,115846,9de3401fec6246792cbb9933d2e2924bcb07c27d80edfcde3d0018be5e5db95b,application/pdf
appendix-27,Appendices,appendix,27. Who Is Your God?,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-27.jpg,133522,1501e29cb55a7e2bc3e12b77d61b211b118437951d9ea8623841993c2dba01f5,image/jpeg
appendix-27,Appendices,appendix,27. Who Is Your God?,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-27.jpg,133522,1501e29cb55a7e2bc3e12b77d61b211b118437951d9ea8623841993c2dba01f5,image/jpeg
appendix-28,Appendices,appendix,28. Muhammad Wrote God's Revelations With His Own Hand,pdf-1989,content/quran/organized_appendices/1989/appendix-28.pdf,164843,ef7e8d97e1a1c1ed3e7c6675e2f6e420807e738d8e970a97effb193a896dac60,application/pdf
appendix-28,Appendices,appendix,28. Muhammad Wrote God's Revelations With His Own Hand,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-28.jpg,181218,d171bc617dc202696d66f8d5eb6cd5206943e1d77064c161b486ade0c849fc8f,image/jpeg
appendix-28,Appendices,appendix,28. Muhammad Wrote God's Revelations With His Own Hand,pdf-1992,content/quran/organized_appendices/1992/appendix-28.pdf,112177,47ae3a19ea4a8cc7c906d3cac0132bc7dca18a785bfc15d28f50b9a6164f1f65,application/pdf
appendix-28,Appendices,appendix,28. Muhammad Wrote God's Revelations With His Own Hand,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-28.jpg,143334,5c502827a4d55b5d2e1868f0dc96087981d4de50c09258fb2f09b0ebdced6b29,image/jpeg
appendix-28,Appendices,appendix,28. Muhammad Wrote God's Revelations With His Own Hand,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-28.jpg,143334,5c502827a4d55b5d2e1868f0dc96087981d4de50c09258fb2f09b0ebdced6b29,image/jpeg
appendix-29,Appendices,appendix,29. The Missing Basmalah,pdf-1989,content/quran/organized_appendices/1989/appendix-29.pdf,217770,ee7a6c9d494f789359bf0ae558e4ea015c7b27dae1d5c5d81f9678bc35912a5e,application/pdf
appendix-29,Appendices,appendix,29. The Missing Basmalah,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-29.jpg,192340,782ad34269357ca061363395e8b740e73468dafdf71f8640f0d4b7e7a41ac4a2,image/jpeg
appendix-29,Appendices,appendix,29. The Missing Basmalah,pdf-1992,content/quran/organized_appendices/1992/appendix-29.pdf,142868,5363711010062e751c5a6231e955519af8a203f6b92944fa51172874ab8b8a5f,application/pdf
appendix-29,Appendices,appendix,29. The Missing Basmalah,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-29.jpg,165998,42cafe27d0070011e16270b32effcb6cc80660bdcb04cf05dfb9c71814a12dfe,image/jpeg
appendix-29,Appendices,appendix,29. The Missing Basmalah,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-29.jpg,165998,42cafe27d0070011e16270b32effcb6cc80660bdcb04cf05dfb9c71814a12dfe,image/jpeg
appendix-30,Appendices,appendix,30. Polygamy,pdf-1989,content/quran/organized_appendices/1989/appendix-30.pdf,82011,84b7d88a8f9992b410b4975519a84ea8b8ff612c3f6d14e82be198febd4c48d3,application/pdf
appendix-30,Appendices,appendix,30. Polygamy,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-30.jpg,185682,8c68ad5033e201b501631b2b8ddb45b4363207b817fe171330e6353ff6a3a2c2,image/jpeg
appendix-30,Appendices,appendix,30. Polygamy,pdf-1992,content/quran/organized_appendices/1992/appendix-30.pdf,110615,7f0a8b5dc340b51830e4296e5efd0fb3f97179a1d8ac2da3d4c6abc575bf36b8,application/pdf
appendix-30,Appendices,appendix,30. Polygamy,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-30.jpg,146942,98b2f8ca017936fa12bfdb9a506465089fdf3ff8ea2b71eafde570692c889846,image/jpeg
appendix-30,Appendices,appendix,30. Polygamy,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-30.jpg,146942,98b2f8ca017936fa12bfdb9a506465089fdf3ff8ea2b71eafde570692c889846,image/jpeg
appendix-31,Appendices,appendix,31. Evolution: Divinely Controlled,pdf-1989,content/quran/organized_appendices/1989/appendix-31.pdf,82572,9ed13e0dac8b8b40bbae442af1d7548d472605d271363b34c037a829be105d36,application/pdf
appendix-31,Appendices,appendix,31. Evolution: Divinely Controlled,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-31.jpg,191069,7908c1c670984ab2aad3f07d35ef9b8f20dae62ccd5e891710d8f209a2a56bba,image/jpeg
appendix-31,Appendices,appendix,31. Evolution: Divinely Controlled,pdf-1992,content/quran/organized_appendices/1992/appendix-31.pdf,111243,ee8ee0e891e693c65f8acb1c51fccc224bd96815588098b1cc7b74e60886712e,application/pdf
appendix-31,Appendices,appendix,31. Evolution: Divinely Controlled,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-31.jpg,148091,7695893dba471dc08eadec6ce4de013c795dc5b3c8da4345ab67976c49036c8f,image/jpeg
appendix-31,Appendices,appendix,31. Evolution: Divinely Controlled,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-31.jpg,148091,7695893dba471dc08eadec6ce4de013c795dc5b3c8da4345ab67976c49036c8f,image/jpeg
appendix-32,Appendices,appendix,32. The Crucial Age of 40,pdf-1989,content/quran/organized_appendices/1989/appendix-32.pdf,78574,7ed0ddaef3328dc71e8c08cff5586abff66f169dc2a29a0bce6a7aed3f56ddd6,application/pdf
appendix-32,Appendices,appendix,32. The Crucial Age of 40,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-32.jpg,183124,b1119afcfe6d9eaef88ecf42a03760c46a2613e63298a866fce5d1cd5a214b56,image/jpeg
appendix-32,Appendices,appendix,32. The Crucial Age of 40,pdf-1992,content/quran/organized_appendices/1992/appendix-32.pdf,116836,e80818ae9fc411c28819b97baa62e2ae2732fcc0a8f586f8a0fa5b6a05bcc3c5,application/pdf
appendix-32,Appendices,appendix,32. The Crucial Age of 40,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-32.jpg,157269,e759fe81cb1e083df92b5d79fcf6d5c16bfaa3ea0d90c4041f9811256f87013b,image/jpeg
appendix-32,Appendices,appendix,32. The Crucial Age of 40,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-32.jpg,157269,e759fe81cb1e083df92b5d79fcf6d5c16bfaa3ea0d90c4041f9811256f87013b,image/jpeg
appendix-33,Appendices,appendix,33. Why Did God Send A Messenger Now?,pdf-1989,content/quran/organized_appendices/1989/appendix-33.pdf,151069,aa159664cac40c377ccbb252c8412e6cb95c162eedf8598f2cdf0275422c9cf3,application/pdf
appendix-33,Appendices,appendix,33. Why Did God Send A Messenger Now?,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-33.jpg,170853,a04980f54e93d3314c55f14aecafb0896e08606eff1e7de770ad18d798f7b6ec,image/jpeg
appendix-33,Appendices,appendix,33. Why Did God Send A Messenger Now?,pdf-1992,content/quran/organized_appendices/1992/appendix-33.pdf,135433,1f8a54ecf82460e3cbf705967ab91f284ac30617108b3cf8e2b30c74c187f22d,application/pdf
appendix-33,Appendices,appendix,33. Why Did God Send A Messenger Now?,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-33.jpg,146919,5b7fb88ad2f01191f63c31a36a708a4a464253aace27f6038c57c7c22f4bea81,image/jpeg
appendix-33,Appendices,appendix,33. Why Did God Send A Messenger Now?,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-33.jpg,146919,5b7fb88ad2f01191f63c31a36a708a4a464253aace27f6038c57c7c22f4bea81,image/jpeg
appendix-34,Appendices,appendix,34. Virginity,pdf-1989,content/quran/organized_appendices/1989/appendix-34.pdf,75169,87e93c0217915f0adaafb8a54e0ae7e2aac23651a37d68e8212918b53418df58,application/pdf
appendix-34,Appendices,appendix,34. Virginity,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-34.jpg,167480,73a6e1c75d425e4ae331aaaf48ff9d1b47d396dd39788f9003f3e076b6e3db81,image/jpeg
appendix-34,Appendices,appendix,34. Virginity,pdf-1992,content/quran/organized_appendices/1992/appendix-34.pdf,91363,61e84474ae1c85f4c893d3a6c4e8be7782e48f7b34d0e1b3016ac1ca18e6a2b3,application/pdf
appendix-34,Appendices,appendix,34. Virginity,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-34.jpg,144898,8ff09513977808d437773a213c019f904d90cc9c9c1a7608bbed23960a8d26be,image/jpeg
appendix-34,Appendices,appendix,34. Virginity,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-34.jpg,144898,8ff09513977808d437773a213c019f904d90cc9c9c1a7608bbed23960a8d26be,image/jpeg
appendix-35,Appendices,appendix,35. Drugs & Alcohol,pdf-1989,content/quran/organized_appendices/1989/appendix-35.pdf,75169,de58b1cd2b8914483ea118c6346ca4fef65fcd70423fdd08fc1aac634c16457e,application/pdf
appendix-35,Appendices,appendix,35. Drugs & Alcohol,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-35.jpg,167480,73a6e1c75d425e4ae331aaaf48ff9d1b47d396dd39788f9003f3e076b6e3db81,image/jpeg
appendix-35,Appendices,appendix,35. Drugs & Alcohol,pdf-1992,content/quran/organized_appendices/1992/appendix-35.pdf,91363,11dbcd80b71a7a9f1c0826004630d137f24f707acb28bbafb38d68591b558322,application/pdf
appendix-35,Appendices,appendix,35. Drugs & Alcohol,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-35.jpg,144898,8ff09513977808d437773a213c019f904d90cc9c9c1a7608bbed23960a8d26be,image/jpeg
appendix-35,Appendices,appendix,35. Drugs & Alcohol,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-35.jpg,144898,8ff09513977808d437773a213c019f904d90cc9c9c1a7608bbed23960a8d26be,image/jpeg
appendix-36,Appendices,appendix,36. What Price A Great Nation,pdf-1989,content/quran/organized_appendices/1989/appendix-36.pdf,79942,ff16c11f200336f59d5b63042479be1c63cea0de1191a02d7563bfaa21e9a456,application/pdf
appendix-36,Appendices,appendix,36. What Price A Great Nation,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-36.jpg,177830,261fbd773fb4da6e581010a87b6795d45b346e8b75f037f2834892de031616e3,image/jpeg
appendix-36,Appendices,appendix,36. What Price A Great Nation,pdf-1992,content/quran/organized_appendices/1992/appendix-36.pdf,115286,9a4b3bad7b2232ec5c72548dd4d18972e54b78b3787e5b948d769b9e2c15e971,application/pdf
appendix-36,Appendices,appendix,36. What Price A Great Nation,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-36.jpg,148052,44f77c4c6d8240dea26141fc02b86e927f5a517f6780682e3c476a317ed9a201,image/jpeg
appendix-36,Appendices,appendix,36. What Price A Great Nation,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-36.jpg,148052,44f77c4c6d8240dea26141fc02b86e927f5a517f6780682e3c476a317ed9a201,image/jpeg
appendix-37,Appendices,appendix,37. Criminal Justice,pdf-1989,content/quran/organized_appendices/1989/appendix-37.pdf,79971,750242d17f7780a3da626e6481432bb4f767fdf54baa0a886ef1683f9190f396,application/pdf
appendix-37,Appendices,appendix,37. Criminal Justice,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-37.jpg,192376,514359466bd93b1c51b170907b5baf4c5e5309a72e7f2858a8b593b255aff57d,image/jpeg
appendix-37,Appendices,appendix,37. Criminal Justice,pdf-1992,content/quran/organized_appendices/1992/appendix-37.pdf,110794,63b0063565ac16d6f51a0a342891fa813a2271d6eae617696938c5a505c53f38,application/pdf
appendix-37,Appendices,appendix,37. Criminal Justice,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-37.jpg,159143,f70cacfc1c708990b27a6f053549504bafecfe978c2081dae9ceab864679a4d2,image/jpeg
appendix-37,Appendices,appendix,37. Criminal Justice,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-37.jpg,159143,f70cacfc1c708990b27a6f053549504bafecfe978c2081dae9ceab864679a4d2,image/jpeg
appendix-38,Appendices,appendix,38. 19: The Creator's Signature,pdf-1989,content/quran/organized_appendices/1989/appendix-38.pdf,78385,a9d08f9db155de5b1db02901102ba504c88ca67f49ec611f047bf9ea4b5d7d18,application/pdf
appendix-38,Appendices,appendix,38. 19: The Creator's Signature,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-38.jpg,162829,b8902272e832e4f68d8f5ba833bd6f7e139e8904da1f2b39fcc4bd4998a3cff3,image/jpeg
appendix-38,Appendices,appendix,38. 19: The Creator's Signature,pdf-1992,content/quran/organized_appendices/1992/appendix-38.pdf,94087,c6c47eebc6faea58013ed312f0e999aeb235ae2039ba5037a2da7a8fa44fae0d,application/pdf
appendix-38,Appendices,appendix,38. 19: The Creator's Signature,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-38.jpg,117362,6c53da8b1f485022fd02584c07a4d39950209fcd9107b8d63b80a32a3bf8e0ff,image/jpeg
appendix-38,Appendices,appendix,38. 19: The Creator's Signature,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-38.jpg,117362,6c53da8b1f485022fd02584c07a4d39950209fcd9107b8d63b80a32a3bf8e0ff,image/jpeg
quran/1,Quran,quran,1. The Key,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/2,Quran,quran,2. The Heifer,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/3,Quran,quran,3. The Amramites,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/4,Quran,quran,4. The Women,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/5,Quran,quran,5. The Feast,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/6,Quran,quran,6. The Livestock,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/7,Quran,quran,7. The Purgatory,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/8,Quran,quran,8. The Spoils of War,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/9,Quran,quran,9. Ultimatum,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/10,Quran,quran,10. Jonah,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/11,Quran,quran,11. Hood,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/12,Quran,quran,12. Joseph,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/13,Quran,quran,13. The Thunder,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/14,Quran,quran,14. Abraham,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/15,Quran,quran,15. The Hijr Valley,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/16,Quran,quran,16. The Bee,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/17,Quran,quran,17. The Children of Israel,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/18,Quran,quran,18. The Cave,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/19,Quran,quran,19. Mary,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/20,Quran,quran,20. T-H,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/21,Quran,quran,21. The Prophets,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/22,Quran,quran,22. The Pilgrimage,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/23,Quran,quran,23. The Believers,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/24,Quran,quran,24. The Light,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/25,Quran,quran,25. The Statute Book,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/26,Quran,quran,26. The Poets,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/27,Quran,quran,27. The Ant,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/28,Quran,quran,28. The History,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/29,Quran,quran,29. The Spider,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/30,Quran,quran,30. The Romans,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/31,Quran,quran,31. Luqmaan,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/32,Quran,quran,32. Prostration,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/33,Quran,quran,33. The Parties,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/34,Quran,quran,34. Sheba,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/35,Quran,quran,35. Initiator,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/36,Quran,quran,36. Y-S,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/37,Quran,quran,37. The Arrangers,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/38,Quran,quran,38. S,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/39,Quran,quran,39. The Throngs,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/40,Quran,quran,40. Forgiver,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/41,Quran,quran,41. Detailed,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/42,Quran,quran,42. Consultation,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/43,Quran,quran,43. The Ornaments,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/44,Quran,quran,44. The Smoke,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/45,Quran,quran,45. The Kneeling,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/46,Quran,quran,46. The Dunes,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/47,Quran,quran,47. Muhammed,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
