pdf_page,printed_page,block_order,text,clean_text,bbox,bbox_normalized
11,,9,Friday. The Friday Congregational,Friday. The Friday Congregational,"[262.7, 481.752, 487.505, 491.438]","[0.507241, 0.674061, 0.941311, 0.687615]"
11,,9,Prayer. Mandatory for all Muslim,Prayer. Mandatory for all Muslim,"[262.7, 491.438, 487.505, 501.125]","[0.507241, 0.687615, 0.941311, 0.701169]"
11,,9,men and women every Friday noon.,men and women every Friday noon.,"[262.7, 501.125, 487.505, 510.812]","[0.507241, 0.701169, 0.941311, 0.714723]"
11,,9,Ka'bah,Ka'bah,"[262.7, 510.812, 487.505, 520.499]","[0.507241, 0.714723, 0.941311, 0.728276]"
11,,9,A building in form of a cube. The,A building in form of a cube. The,"[262.7, 520.499, 487.505, 530.186]","[0.507241, 0.728276, 0.941311, 0.74183]"
11,,9,cube-shaped shrine built by,cube-shaped shrine built by,"[262.7, 530.186, 487.505, 539.873]","[0.507241, 0.74183, 0.941311, 0.755384]"
11,,9,Abraham in Mecca. The point,Abraham in Mecca. The point,"[262.7, 539.873, 487.505, 549.56]","[0.507241, 0.755384, 0.941311, 0.768938]"
11,,9,towards which Muslims face during,towards which Muslims face during,"[262.7, 549.56, 487.505, 559.247]","[0.507241, 0.768938, 0.941311, 0.782492]"
11,,9,their contact prayers (Salat).,their contact prayers (Salat).,"[262.7, 559.247, 487.505, 568.934]","[0.507241, 0.782492, 0.941311, 0.796045]"
11,,9,Kaafer,Kaafer,"[262.7, 568.934, 487.505, 578.621]","[0.507241, 0.796045, 0.941311, 0.809599]"
11,,9,Disbeliever. Heathen. Atheist.,Disbeliever. Heathen. Atheist.,"[262.7, 578.621, 487.505, 588.307]","[0.507241, 0.809599, 0.941311, 0.823153]"
11,,9,Kitab,Kitab,"[262.7, 588.307, 487.505, 597.994]","[0.507241, 0.823153, 0.941311, 0.836707]"
11,,9,Book. Scripture.,Book. Scripture.,"[262.7, 597.994, 487.505, 607.681]","[0.507241, 0.836707, 0.941311, 0.850261]"
11,,9,La Elaha Ella Allah. Islam’s creed: “There,La Elaha Ella Allah. Islam’s creed: “There,"[262.7, 607.681, 487.505, 617.368]","[0.507241, 0.850261, 0.941311, 0.863815]"
11,,9,is no other god besides God.”,is no other god besides God.”,"[262.7, 617.368, 487.505, 627.055]","[0.507241, 0.863815, 0.941311, 0.877368]"
11,,9,The First Commandment in all,The First Commandment in all,"[262.7, 627.055, 487.505, 636.742]","[0.507241, 0.877368, 0.941311, 0.890922]"
11,,9,scriptures.,scriptures.,"[262.7, 636.742, 487.505, 646.429]","[0.507241, 0.890922, 0.941311, 0.904476]"
11,,9,Laylat Al-Qadr (see Night of Power),Laylat Al-Qadr (see Night of Power),"[262.7, 646.429, 487.505, 656.116]","[0.507241, 0.904476, 0.941311, 0.91803]"
11,,9,Maa Shaa Allah,Maa Shaa Allah,"[262.7, 656.116, 487.505, 665.803]","[0.507241, 0.91803, 0.941311, 0.931584]"
11,,9,This is God’s will.,This is God’s will.,"[262.7, 665.803, 487.505, 675.49]","[0.507241, 0.931584, 0.941311, 0.945137]"
11,,10,God’s messages and revelations to,God’s messages and revelations to,"[37.1, 460.345, 250.415, 470.998]","[0.071636, 0.64411, 0.48352, 0.659016]"
11,,10,the planet Earth.,the planet Earth.,"[37.1, 470.998, 250.415, 481.652]","[0.071636, 0.659016, 0.48352, 0.673922]"
11,,10,Gematria The numerical values of the let­,Gematria The numerical values of the let,"[37.1, 481.652, 250.415, 492.305]","[0.071636, 0.673922, 0.48352, 0.688828]"
11,,10,ters of the alphabet prior to,ters of the alphabet prior to,"[37.1, 492.305, 250.415, 502.959]","[0.071636, 0.688828, 0.48352, 0.703734]"
11,,10,the invention of numerals.,the invention of numerals.,"[37.1, 502.959, 250.415, 513.612]","[0.071636, 0.703734, 0.48352, 0.71864]"
11,,10,Hadith,Hadith,"[37.1, 513.612, 250.415, 524.266]","[0.071636, 0.71864, 0.48352, 0.733547]"
11,,10,Narrations or utterances falsely at­,Narrations or utterances falsely at,"[37.1, 524.266, 250.415, 534.919]","[0.071636, 0.733547, 0.48352, 0.748453]"
11,,10,tributed to Muhammad. Appeared,tributed to Muhammad. Appeared,"[37.1, 534.919, 250.415, 545.573]","[0.071636, 0.748453, 0.48352, 0.763359]"
11,,10,250 years after Muhammad’s death.,250 years after Muhammad’s death.,"[37.1, 545.573, 250.415, 556.226]","[0.071636, 0.763359, 0.48352, 0.778265]"
11,,10,45:6 enjoins believers from uphold­,45:6 enjoins believers from uphold,"[37.1, 556.226, 250.415, 566.879]","[0.071636, 0.778265, 0.48352, 0.793171]"
11,,10,ing any Hadith besides the Quran.,ing any Hadith besides the Quran.,"[37.1, 566.879, 250.415, 577.533]","[0.071636, 0.793171, 0.48352, 0.808077]"
11,,10,Hajj,Hajj,"[37.1, 577.533, 250.415, 588.186]","[0.071636, 0.808077, 0.48352, 0.822984]"
11,,10,Pilgrimage to Mecca during the,Pilgrimage to Mecca during the,"[37.1, 588.186, 250.415, 598.84]","[0.071636, 0.822984, 0.48352, 0.83789]"
11,,11,Sacred Months (see Sacred Months).,Sacred Months (see Sacred Months).,"[37.549, 600.34, 255.173, 609.129]","[0.072502, 0.839988, 0.492707, 0.852286]"
11,,11,Halal,Halal,"[37.549, 609.129, 255.173, 617.917]","[0.072502, 0.852286, 0.492707, 0.864583]"
11,,11,Lawful; permitted.,Lawful; permitted.,"[37.549, 617.917, 255.173, 626.706]","[0.072502, 0.864583, 0.492707, 0.87688]"
11,,11,Haraam Unlawful; prohibited.,Haraam Unlawful; prohibited.,"[37.549, 626.706, 255.173, 635.495]","[0.072502, 0.87688, 0.492707, 0.889178]"
11,,11,Haram,Haram,"[37.549, 635.495, 255.173, 644.284]","[0.072502, 0.889178, 0.492707, 0.901475]"
11,,11,Sacred. “Al-Masjid Al-Haram” is,Sacred. “Al-Masjid Al-Haram” is,"[37.549, 644.284, 255.173, 653.073]","[0.072502, 0.901475, 0.492707, 0.913772]"
11,,11,the Sacred Mosque of Mecca.,the Sacred Mosque of Mecca.,"[37.549, 653.073, 255.173, 661.862]","[0.072502, 0.913772, 0.492707, 0.92607]"
11,,11,Hawwa,Hawwa,"[37.549, 661.862, 255.173, 670.651]","[0.072502, 0.92607, 0.492707, 0.938367]"
11,,11,Eve.,Eve.,"[37.549, 670.651, 255.173, 679.44]","[0.072502, 0.938367, 0.492707, 0.950664]"
12,,1,Seyam,Seyam,"[265.3, 16.095, 482.515, 25.484]","[0.512261, 0.02252, 0.931676, 0.035657]"
12,,1,Fasting; usually during the month of,Fasting; usually during the month of,"[265.3, 25.484, 482.515, 34.873]","[0.512261, 0.035657, 0.931676, 0.048793]"
12,,1,"Ramadan. Abstaining from food,","Ramadan. Abstaining from food,","[265.3, 34.873, 482.515, 44.261]","[0.512261, 0.048793, 0.931676, 0.06193]"
12,,1,"drink, and sex from dawn to sunset.","drink, and sex from dawn to sunset.","[265.3, 44.261, 482.515, 53.65]","[0.512261, 0.06193, 0.931676, 0.075067]"
12,,1,Also silence vows.,Also silence vows.,"[265.3, 53.65, 482.515, 63.039]","[0.512261, 0.075067, 0.931676, 0.088203]"
12,,1,Shaikh,Shaikh,"[265.3, 63.039, 482.515, 72.428]","[0.512261, 0.088203, 0.931676, 0.10134]"
12,,1,"Old man, or religious teacher, or","Old man, or religious teacher, or","[265.3, 72.428, 482.515, 81.817]","[0.512261, 0.10134, 0.931676, 0.114477]"
12,,1,head of the tribe.,head of the tribe.,"[265.3, 81.817, 482.515, 91.205]","[0.512261, 0.114477, 0.931676, 0.127613]"
12,,1,Shirk,Shirk,"[265.3, 91.205, 482.515, 100.594]","[0.512261, 0.127613, 0.931676, 0.14075]"
12,,1,Idolatry. Idol worship. Associating,Idolatry. Idol worship. Associating,"[265.3, 100.594, 482.515, 109.983]","[0.512261, 0.14075, 0.931676, 0.153887]"
12,,1,any other name with God’s name.,any other name with God’s name.,"[265.3, 109.983, 482.515, 119.372]","[0.512261, 0.153887, 0.931676, 0.167024]"
12,,1,Believing that any creatures,Believing that any creatures,"[265.3, 119.372, 482.515, 128.76]","[0.512261, 0.167024, 0.931676, 0.18016]"
12,,1,possess any kind of power to,possess any kind of power to,"[265.3, 128.76, 482.515, 138.149]","[0.512261, 0.18016, 0.931676, 0.193297]"
12,,1,benefit or harm.,benefit or harm.,"[265.3, 138.149, 482.515, 147.538]","[0.512261, 0.193297, 0.931676, 0.206434]"
12,,1,Subhan Allah,Subhan Allah,"[265.3, 147.538, 482.515, 156.927]","[0.512261, 0.206434, 0.931676, 0.21957]"
12,,1,God be glorified.,God be glorified.,"[265.3, 156.927, 482.515, 166.316]","[0.512261, 0.21957, 0.931676, 0.232707]"
12,,1,Subhanahu Wa Ta'aala,Subhanahu Wa Ta'aala,"[265.3, 166.316, 482.515, 175.704]","[0.512261, 0.232707, 0.931676, 0.245844]"
12,,1,Glory be to the,Glory be to the,"[265.3, 175.704, 482.515, 185.093]","[0.512261, 0.245844, 0.931676, 0.25898]"
12,,1,Most High.,Most High.,"[265.3, 185.093, 482.515, 194.482]","[0.512261, 0.25898, 0.931676, 0.272117]"
12,,1,Sunna,Sunna,"[265.3, 194.482, 482.515, 203.871]","[0.512261, 0.272117, 0.931676, 0.285254]"
12,,1,Practices attributed falsely to the,Practices attributed falsely to the,"[265.3, 203.871, 482.515, 213.26]","[0.512261, 0.285254, 0.931676, 0.29839]"
12,,1,prophet Muhammad; practiced by,prophet Muhammad; practiced by,"[265.3, 213.26, 482.515, 222.648]","[0.512261, 0.29839, 0.931676, 0.311527]"
12,,1,those who idolize Muhammad,those who idolize Muhammad,"[265.3, 222.648, 482.515, 232.037]","[0.512261, 0.311527, 0.931676, 0.324664]"
12,,1,"against his will. In Quran, God for­","against his will. In Quran, God for","[265.3, 232.037, 482.515, 241.426]","[0.512261, 0.324664, 0.931676, 0.3378]"
12,,1,"bids all Sunnas, except His Sunna.","bids all Sunnas, except His Sunna.","[265.3, 241.426, 482.515, 250.815]","[0.512261, 0.3378, 0.931676, 0.350937]"
12,,1,Shu'aib,Shu'aib,"[265.3, 250.815, 482.515, 260.204]","[0.512261, 0.350937, 0.931676, 0.364074]"
12,,1,of Midyan. Messenger of God.,of Midyan. Messenger of God.,"[265.3, 260.204, 482.515, 269.592]","[0.512261, 0.364074, 0.931676, 0.37721]"
12,,1,Sura,Sura,"[265.3, 269.592, 482.515, 278.981]","[0.512261, 0.37721, 0.931676, 0.390347]"
12,,1,Chapter in the Quran.,Chapter in the Quran.,"[265.3, 278.981, 482.515, 288.37]","[0.512261, 0.390347, 0.931676, 0.403484]"
12,,1,Talut,Talut,"[265.3, 288.37, 482.515, 297.759]","[0.512261, 0.403484, 0.931676, 0.416621]"
12,,1,Saul.,Saul.,"[265.3, 297.759, 482.515, 307.147]","[0.512261, 0.416621, 0.931676, 0.429757]"
12,,1,"Tayammum Dry, waterless, ablution.","Tayammum Dry, waterless, ablution.","[265.3, 307.147, 482.515, 316.536]","[0.512261, 0.429757, 0.931676, 0.442894]"
12,,1,Thamoud Rebellious people of Saaleh.,Thamoud Rebellious people of Saaleh.,"[265.3, 316.536, 482.515, 325.925]","[0.512261, 0.442894, 0.931676, 0.456031]"
12,,1,Uhud,Uhud,"[265.3, 325.925, 482.515, 335.314]","[0.512261, 0.456031, 0.931676, 0.469167]"
12,,1,Mountain near Medina. Battle of.,Mountain near Medina. Battle of.,"[265.3, 335.314, 482.515, 344.703]","[0.512261, 0.469167, 0.931676, 0.482304]"
12,,1,Ulama,Ulama,"[265.3, 344.703, 482.515, 354.091]","[0.512261, 0.482304, 0.931676, 0.495441]"
12,,1,Religious scholars; plural of,Religious scholars; plural of,"[265.3, 354.091, 482.515, 363.48]","[0.512261, 0.495441, 0.931676, 0.508577]"
12,,1,“ Alem.”,“ Alem.”,"[265.3, 363.48, 482.515, 372.869]","[0.512261, 0.508577, 0.931676, 0.521714]"
12,,1,Umrah,Umrah,"[265.3, 372.869, 482.515, 382.258]","[0.512261, 0.521714, 0.931676, 0.534851]"
12,,1,Pilgrimage to Mecca any time of the,Pilgrimage to Mecca any time of the,"[265.3, 382.258, 482.515, 391.647]","[0.512261, 0.534851, 0.931676, 0.547987]"
12,,1,"year, including the Sacred Months","year, including the Sacred Months","[265.3, 391.647, 482.515, 401.035]","[0.512261, 0.547987, 0.931676, 0.561124]"
12,,1,(see Hajj & Sacred Months).,(see Hajj & Sacred Months).,"[265.3, 401.035, 482.515, 410.424]","[0.512261, 0.561124, 0.931676, 0.574261]"
12,,1,Uzzah,Uzzah,"[265.3, 410.424, 482.515, 419.813]","[0.512261, 0.574261, 0.931676, 0.587397]"
12,,1,Idol of idolatrous Arabia before,Idol of idolatrous Arabia before,"[265.3, 419.813, 482.515, 429.202]","[0.512261, 0.587397, 0.931676, 0.600534]"
12,,1,Muhammad; claimed to be,Muhammad; claimed to be,"[265.3, 429.202, 482.515, 438.59]","[0.512261, 0.600534, 0.931676, 0.613671]"
12,,1,‘daughter of God.’,‘daughter of God.’,"[265.3, 438.59, 482.515, 447.979]","[0.512261, 0.613671, 0.931676, 0.626807]"
12,,1,Wudu’,Wudu’,"[265.3, 447.979, 482.515, 457.368]","[0.512261, 0.626807, 0.931676, 0.639944]"
12,,1,Ablution.,Ablution.,"[265.3, 457.368, 482.515, 466.757]","[0.512261, 0.639944, 0.931676, 0.653081]"
12,,1,Yahya,Yahya,"[265.3, 466.757, 482.515, 476.146]","[0.512261, 0.653081, 0.931676, 0.666218]"
