chapter_number,placement_before_verse,verse_id,text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_verse,exact_match_to_later_edition
5,89,5:89,Do Not Take God’s Name in Vain,141,122,"[58.7, 473.498, 233.36, 485.498]","[0.113342, 0.662513, 0.450589, 0.679304]",Do Not Take God's Name in Vain,False
5,90,5:90,Intoxicants and Gambling Prohibited,142,123,"[164.05, 47.148, 350.95, 59.148]","[0.31676, 0.065969, 0.67764, 0.08276]",Intoxicants and Gambling Prohibited,True
5,94,5:94,Game Conservation,142,123,"[97.3, 404.498, 198.448, 416.498]","[0.187874, 0.56597, 0.383178, 0.58276]",Game Conservation,True
5,96,5:96,All Creatures of the Sea Lawful to Eat,143,124,"[160.44, 48.448, 355.968, 60.448]","[0.30979, 0.067788, 0.68733, 0.084579]",All Creatures of the Sea Lawful to Eat,True
5,104,5:104,Do Not Follow Your Parents’ Religion Blindly,144,125,"[141.69, 47.598, 373.374, 59.598]","[0.273586, 0.066599, 0.720938, 0.083389]",Do Not Follow Your Parents' Religion Blindly,False
5,106,5:106,Witnessing A Will,144,125,"[103.55, 225.798, 191.966, 237.798]","[0.199942, 0.315934, 0.370662, 0.332725]",Witnessing A Will,True
5,109,5:109,The Dead Messengers Totally Unaware,145,126,"[161.15, 48.798, 357.614, 60.798]","[0.31116, 0.068278, 0.690508, 0.085068]",The Dead Messengers Totally Unaware,True
5,112,5:112,The Feast,145,126,"[122.05, 501.548, 170.938, 513.548]","[0.235663, 0.70176, 0.33006, 0.718551]",The Feast,True
5,114,5:114,Greater Miracles Bring Greater Responsibility*,146,127,"[144.1, 48.448, 378.064, 60.448]","[0.278239, 0.067788, 0.729994, 0.084579]",Greater Miracles Bring Greater Responsibility*,True
5,116,5:116,On The Day Of Resurrection,146,127,"[188.75, 150.198, 333.542, 162.198]","[0.364453, 0.210156, 0.644028, 0.226946]",On The Day Of Resurrection,True
6,9,6:9,Requirements of the Test,148,129,"[196.19, 47.948, 321.41, 59.948]","[0.378818, 0.067089, 0.620602, 0.083879]",Requirements of the Test,True
6,17,6:17,Only God Controls Happiness,148,129,"[184.19, 574.048, 335.486, 586.048]","[0.355648, 0.803202, 0.647781, 0.819992]",Only God Controls Happiness,True
6,22,6:22,Idol Worshipers Deny Their Idolatry,149,130,"[55.549, 220.998, 237.457, 232.998]","[0.107258, 0.309218, 0.4585, 0.326009]",Idol Worshipers Deny Their Idolatry,True
6,32,6:32,Rearranging Our Priorities,150,231,"[82.2, 239.248, 215.388, 251.248]","[0.158718, 0.334754, 0.415887, 0.351544]",Rearranging Our Priorities,True
6,39,6:39,Overwhelming Miracle of the Quran,151,132,"[64.7, 182.948, 246.26, 194.948]","[0.124928, 0.255979, 0.475497, 0.272769]",Overwhelming Miracle of the Quran,True
6,44,6:44,The System*,151,132,"[115.55, 522.098, 178.214, 534.098]","[0.223113, 0.730514, 0.344109, 0.747304]",The System*,True
6,46,6:46,God Alone Worthy of Worship,152,133,"[181.3, 76.148, 334.648, 88.148]","[0.350068, 0.106546, 0.646163, 0.123336]",God Alone Worthy of Worship,True
6,48,6:48,Role of the Messengers,152,133,"[88.2, 222.548, 203.808, 234.548]","[0.170303, 0.311387, 0.393528, 0.328177]",Role of the Messengers,True
6,59,6:59,Almighty God,153,134,"[110.3, 528.698, 181.556, 540.698]","[0.212975, 0.739749, 0.350562, 0.756539]",Almighty God,True
6,68,6:68,Respect for the Word of God,154,135,"[187.3, 593.948, 331.78, 605.948]","[0.361653, 0.831046, 0.640626, 0.847836]",Respect for the Word of God,True
6,82,6:82,Perfect Security for Believers,157,138,"[187.55, 47.848, 330.038, 59.848]","[0.362136, 0.066949, 0.637262, 0.083739]",Perfect Security for Believers,True
6,91,6:91,God’s Messages to the World,158,139,"[189.25, 49.148, 335.17, 61.148]","[0.365418, 0.068768, 0.647171, 0.085558]",God's Messages to the World,False
6,95,6:95,Greatness of God,159,140,"[214.19, 47.948, 303.194, 59.948]","[0.413574, 0.067089, 0.58543, 0.083879]",Greatness of God,True
6,111,6:111,A Consequence of Their Own Decision,161,142,"[159.69, 48.948, 356.646, 60.948]","[0.308341, 0.068488, 0.688639, 0.085278]",A Consequence of Their Own Decision,True
6,112,6:112,Hadith & Sunna: Fabrications by the Prophet’s Enemies,161,142,"[116.75, 130.398, 400.85, 142.398]","[0.22543, 0.182452, 0.773991, 0.199242]",Hadith & Sunna: Fabrications by the Prophet's Enemies,False
6,114,6:114,Quran: Fully Detailed*,161,142,"[88.45, 346.548, 205.162, 358.548]","[0.170786, 0.484886, 0.396142, 0.501677]",Quran: Fully Detailed*,True
6,119,6:119,Mention God’s Name Before You Eat,162,143,"[165.5, 48.548, 356.888, 60.548]","[0.31956, 0.067928, 0.689106, 0.084719]",Chance to Remember God: Mention God's Name Before You Eat,False
6,124,6:124,Questioning God’s Wisdom*,162,143,"[75.0, 469.148, 220.272, 481.148]","[0.144816, 0.656427, 0.425318, 0.673217]",Questioning God's Wisdom*,False
6,125,6:125,Quranic Knowledge Far Ahead of Human Progress*,163,144,"[127.3, 47.498, 390.928, 59.498]","[0.2458, 0.066459, 0.754833, 0.083249]",Quranic Knowledge Far Ahead of Human Progress*,True
6,136,6:136,Abusing God’s Provisions,164,145,"[81.5, 267.348, 212.972, 279.348]","[0.157366, 0.374071, 0.411222, 0.390861]",Abusing God's Provisions,False
6,138,6:138,Religious Innovations Condemned,165,146,"[172.19, 47.848, 346.262, 59.848]","[0.332477, 0.066949, 0.668589, 0.083739]",Religious Innovations Condemned,True
6,141,6:141,Zakat Must Be Given “On The Day Of Harvest”*,165,146,"[79.09, 401.948, 217.294, 428.148]","[0.152713, 0.562402, 0.419568, 0.59906]","Zakat Must Be Given ""On The Day Of Harvest""*",False
6,143,6:143,Innovated Dietary Prohibitions Condemned,166,147,"[150.1, 48.348, 370.264, 60.348]","[0.289824, 0.067648, 0.714933, 0.084439]",Innovated Dietary Prohibitions Condemned,True
6,145,6:145,The Only Dietary Prohibitions,166,147,"[72.099, 293.598, 223.779, 305.598]","[0.139214, 0.410799, 0.432089, 0.42759]",The Only Dietary Prohibitions*,False
6,149,6:149,The Most Powerful Argument*,167,148,"[69.95, 199.398, 223.202, 211.398]","[0.135065, 0.278996, 0.430975, 0.295786]",The Most Powerful Argument*,True
6,151,6:151,The Major Commandments,167,148,"[77.15, 402.098, 216.314, 414.098]","[0.148967, 0.562611, 0.417675, 0.579402]",The Major Commandments,True
6,157,6:157,Mathematics: The Ultimate Proof,168,149,"[175.55, 545.748, 346.466, 557.748]","[0.338965, 0.763605, 0.668982, 0.780395]",Mathematics: The Ultimate Proof*,False
6,159,6:159,Religious Sects Condemned,169,150,"[189.5, 119.848, 328.484, 131.848]","[0.365901, 0.16769, 0.634261, 0.184481]",Religious Sects Condemned,True
7,12,7:12,The Test Begins,171,152,"[219.69, 48.448, 299.31, 60.448]","[0.424194, 0.067788, 0.57793, 0.084579]",The Test Begins,True
7,28,7:28,Examine All Inherited Information,172,153,"[58.9, 387.198, 234.988, 399.198]","[0.113729, 0.541764, 0.453732, 0.558554]",Examine All Inherited Information,True
7,31,7:31,Dress Nicely For The Mosque,173,154,"[184.19, 47.748, 333.494, 59.748]","[0.355648, 0.066809, 0.643935, 0.083599]",Dress Nicely For The Masjid,False
7,32,7:32,Innovated Prohibitions Condemned,173,154,"[168.85, 115.048, 348.862, 127.048]","[0.326028, 0.160974, 0.673609, 0.177765]",Innovated Prohibitions Condemned,True
7,35,7:35,Messengers From Among You,173,154,"[71.9, 396.448, 220.94, 408.448]","[0.13883, 0.554706, 0.426607, 0.571496]",Messengers From Among You,True
7,38,7:38,Mutual Blaming,174,155,"[217.55, 48.448, 300.29, 60.448]","[0.420062, 0.067788, 0.579822, 0.084579]",Mutual Blaming,True
7,40,7:40,Rejecting God’s Revelations Unforgivable Offense,174,155,"[76.45, 262.748, 221.3, 288.948]","[0.147615, 0.367635, 0.427303, 0.404293]",Rejecting God's Revelations: An Unforgivable Offense,False
7,52,7:52,Quran: Fully Detailed,176,157,"[205.8, 48.698, 316.5, 60.698]","[0.397374, 0.068138, 0.611122, 0.084928]",Quran: Fully Detailed,True
7,59,7:59,Noah,177,158,"[244.9, 91.148, 272.296, 103.148]","[0.472871, 0.127534, 0.525769, 0.144324]",Noah,True
7,70,7:70,Following the Parents Blindly:,178,159,"[71.4, 185.248, 221.916, 197.248]","[0.137864, 0.259198, 0.428492, 0.275988]",Following the Parents Blindly: A Human Tragedy,False
7,73,7:73,Saaleh,178,159,"[130.9, 509.948, 164.764, 521.948]","[0.252751, 0.713514, 0.318139, 0.730304]",Sãleh,False
7,80,7:80,Homosexuality Condemned,179,160,"[76.45, 531.548, 215.05, 543.548]","[0.147615, 0.743736, 0.415235, 0.760526]",Lot: Homosexuality Condemned,False
7,85,7:85,"Shu‘aib: Cheating, Dishonesty Condemned",180,161,"[61.549, 203.498, 233.245, 229.548]","[0.118843, 0.284733, 0.450367, 0.321181]","Shu'aib: Cheating, Dishonesty Condemned",False
7,94,7:94,Blessings in Disguise,181,162,"[95.15, 499.148, 198.194, 511.148]","[0.183723, 0.698403, 0.382688, 0.715193]",Blessings in Disguise,True
7,96,7:96,Most People Make the Wrong Choice,182,163,"[167.65, 48.948, 353.866, 60.948]","[0.323711, 0.068488, 0.683271, 0.085278]",Most People Make the Wrong Choice,True
7,103,7:103,Moses,182,163,"[131.15, 525.548, 162.722, 537.548]","[0.253234, 0.735341, 0.314196, 0.752131]",Moses,True
7,118,7:118,The Truth Recognized by the Experts,183,164,"[167.15, 584.248, 350.078, 596.248]","[0.322746, 0.817474, 0.675957, 0.834264]",The Truth Recognized by the Experts,True
7,130,7:130,The Plagues,184,165,"[230.75, 614.748, 291.11, 626.748]","[0.445549, 0.860149, 0.562097, 0.876939]",The Plagues,True
7,133,7:133,The Warnings Go Unheeded,185,166,"[83.15, 187.648, 225.386, 199.648]","[0.160552, 0.262556, 0.435192, 0.279346]",The Warnings Go Unheeded,True
7,136,7:136,The Inevitable Retribution,185,166,"[81.7, 454.048, 212.584, 466.048]","[0.157752, 0.635299, 0.410473, 0.65209]",The Inevitable Retribution,True
7,141,7:141,Reminder to the Children of Israel,186,167,"[61.299, 209.498, 235.671, 221.498]","[0.118361, 0.293128, 0.455051, 0.309918]",Reminder to the Children of Israel,True
7,142,7:142,Our World Cannot Stand the Physical Presence of God,186,167,"[74.31, 331.898, 221.61, 358.148]","[0.143483, 0.464388, 0.427901, 0.501117]",Our World Cannot Stand the Physical Presence of God,True
7,146,7:146,Divine Intervention Keeps the Disbelievers in the Dark,187,168,"[59.409, 199.548, 232.197, 225.548]","[0.114711, 0.279206, 0.448343, 0.315585]",Divine Intervention Keeps the Disbelievers in the Dark,True
7,148,7:148,The Golden Calf,187,168,"[103.8, 471.798, 190.308, 483.798]","[0.200425, 0.660135, 0.367461, 0.676925]",The Golden Calf,True
7,156,7:156,Requirements For Attaining God’s Mercy The Importance of Zakat,189,170,"[154.9, 48.198, 365.49, 74.348]","[0.299092, 0.067439, 0.705715, 0.104027]",Requirements For Attaining God's Mercy: The Importance of Zakat,False
7,159,7:159,The Children of Israel,189,170,"[205.1, 534.948, 315.5, 546.948]","[0.396022, 0.748494, 0.609191, 0.765284]",The Guided Jews,False
7,160,7:160,Miracles in Sinai,190,171,"[216.85, 48.098, 301.918, 60.098]","[0.41871, 0.067299, 0.582966, 0.084089]",Miracles in Sinai,True
7,161,7:161,Rebellion Despite the Miracles,190,171,"[69.95, 270.098, 223.838, 282.098]","[0.135065, 0.377919, 0.432203, 0.394709]",Rebellion Despite the Miracles,True
7,163,7:163,Observing the Commandments Brings Prosperity,190,171,"[68.75, 500.598, 224.882, 526.898]","[0.132748, 0.700431, 0.434219, 0.73723]",Observing the Commandments Brings Prosperity,True
7,179,7:179,Satan Hypnotizes His Constituents,193,174,"[171.69, 48.798, 345.546, 60.798]","[0.331512, 0.068278, 0.667206, 0.085068]",Satan Hypnotizes His Constituents,True
7,188,7:188,Messengers Are Powerless Do Not Know the Future,194,175,"[197.4, 48.698, 328.3, 74.498]","[0.381155, 0.068138, 0.633906, 0.104237]",Messengers Are Powerless; They Do Not Know the Future.,False
7,189,7:189,Our Children Can hp IHnh,194,175,"[194.5, 171.198, 329.176, 183.198]","[0.375555, 0.239539, 0.635598, 0.256329]",Our Children Can be Idols,False
8,2,8:2,The True Believers,196,177,"[99.95, 191.948, 194.306, 203.948]","[0.192991, 0.268572, 0.375181, 0.285362]",The True Believers,True
8,5,8:5,The Weak Believers,196,177,"[98.5, 413.848, 197.668, 425.848]","[0.190191, 0.579052, 0.381672, 0.595842]",The Weak Believers,True
8,9,8:9,God’s Invisible Soldiers,197,178,"[199.55, 47.748, 318.59, 59.748]","[0.385306, 0.066809, 0.615157, 0.083599]",God's Invisible Soldiers,False
8,17,8:17,God Is Doing Everything*,198,,"[197.4, 50.148, 328.404, 62.148]","[0.381155, 0.070167, 0.634107, 0.086957]",God Is Doing Everything*,True
8,26,8:26,God Supports the Believers,199,180,"[190.9, 48.198, 327.088, 60.198]","[0.368604, 0.067439, 0.631566, 0.084229]",God Supports the Believers,True
8,30,8:30,God Protects His Messenger,199,180,"[75.95, 352.548, 216.878, 364.548]","[0.14665, 0.493282, 0.418764, 0.510072]",God Protects His Messenger*,False
8,35,8:35,Contact Prayers (Salat) Existed Before the Quran*,200,181,"[193.55, 119.848, 326.534, 145.998]","[0.373721, 0.167691, 0.630496, 0.204279]",The Contact Prayers (Salat) Existed Before the Quran*,False
8,42,8:42,God Controls Everything and Plans for the Believers,201,182,"[75.249, 182.498, 210.213, 208.897]","[0.145296, 0.25535, 0.405895, 0.292287]",God Controls Everything and Plans for the Believers,True
8,48,8:48,The Devil Sees God's Invisible Soldiers,202,183,"[161.9, 170.948, 356.981, 182.948]","[0.312609, 0.239189, 0.689286, 0.255979]",The Devil Sees God's Invisible Soldiers,True
8,53,8:53,Retribution: A Consequence of Sin,203,184,"[171.5, 48.198, 346.244, 60.198]","[0.331145, 0.067439, 0.668554, 0.084229]",Retribution: A Consequence of Sin,True
8,62,8:62,God Suffices the Believers,204,185,"[194.5, 48.448, 325.456, 60.448]","[0.375555, 0.067788, 0.628415, 0.084579]",God Suffices the Believers,True
9,1,9:1,No Basmalah*,206,187,"[41.9, 81.271, 472.8, 107.498]","[0.080904, 0.113713, 0.912917, 0.15041]",No Basmalah*,True
9,11,9:11,Repentance: Cleaning the Slate,207,188,"[67.099, 385.048, 223.651, 397.048]","[0.12956, 0.538755, 0.431842, 0.555545]",Repentance: Cleaning the Slate,True
9,19,9:19,Question to the Arabs,208,189,"[92.5, 484.148, 202.636, 496.148]","[0.178606, 0.677415, 0.391265, 0.694205]",Question to the Arabs,True
9,20,9:20,Good News,208,189,"[230.5, 596.248, 289.0, 608.248]","[0.445067, 0.834264, 0.558023, 0.851054]",Good News,True
9,23,9:23,If You Have to Make a Choice,209,190,"[180.6, 141.448, 336.372, 153.448]","[0.348716, 0.197913, 0.649492, 0.214703]",If You Have to Make a Choice,True
9,31,9:31,"Upholding the Teachings of Religious Leaders, Instead of God’s Teachings",210,191,"[78.849, 472.898, 221.739, 513.098]","[0.152247, 0.661674, 0.42815, 0.717921]",Upholding the Teachings of Religious Leaders Instead of God's Teachings,False
9,33,9:33,Islam Destined to Prevail*,211,192,"[192.35, 100.048, 325.442, 112.048]","[0.371404, 0.139986, 0.628388, 0.156777]","""Submission"" Destined to Prevail*",False
9,34,9:34,Professional Religionists,211,192,"[198.1, 152.848, 319.18, 164.848]","[0.382506, 0.213864, 0.616297, 0.230654]",Beware of Professional Religionists,False
9,36,9:36,God’s System: Twelve Months Per Year*,211,192,"[83.15, 384.198, 210.902, 410.148]","[0.160552, 0.537566, 0.407225, 0.573875]",God's System: Twelve Months Per Year*,False
9,37,9:37,Altering the Sacred Months*,212,193,"[187.3, 47.598, 330.52, 59.598]","[0.361653, 0.066599, 0.638193, 0.083389]",Altering the Sacred Months*,True
9,40,9:40,God’s Invisible Soldiers,212,193,"[89.15, 384.698, 207.962, 396.698]","[0.172137, 0.538265, 0.401549, 0.555056]",God's Invisible Soldiers,False
9,55,9:55,Apparent Worldly Success,215,196,"[192.6, 48.698, 323.724, 60.698]","[0.371886, 0.068138, 0.625071, 0.084928]",Apparent Worldly Success,True
9,60,9:60,Distribution System for Charities,215,196,"[64.45, 416.598, 228.154, 428.598]","[0.124445, 0.5829, 0.440537, 0.59969]",Distribution System for Charities,True
9,63,9:63,Retribution for Opposing God and His Messenger,216,197,"[197.65, 106.998, 325.7, 132.947]","[0.381637, 0.149711, 0.628886, 0.186018]",Retribution for Opposing God and His Messenger,True
9,64,9:64,The Hypocrites,216,197,"[111.25, 201.198, 185.962, 213.198]","[0.21481, 0.281514, 0.359069, 0.298305]",The Hypocrites,True
9,69,9:69,God’s System Does Not Change,217,198,"[177.94, 48.448, 339.352, 60.448]","[0.34358, 0.067788, 0.655246, 0.084579]",God's System Does Not Change,False
9,70,9:70,The Losers,217,198,"[119.4, 220.998, 174.288, 232.998]","[0.230546, 0.309218, 0.336528, 0.326009]",The Losers,True
9,71,9:71,The Winners,217,198,"[115.8, 387.698, 178.644, 399.698]","[0.223595, 0.542463, 0.344939, 0.559253]",The Winners,True
9,73,9:73,You Shall Be Stem With the Disbelievers,218,199,"[157.55, 47.498, 361.154, 59.498]","[0.304209, 0.066459, 0.697343, 0.083249]",You Shall Be Stern With the Disbelievers,False
9,80,9:80,Satan’s Most Effective Bait: The Myth of Intercession*,219,200,"[120.84, 48.348, 397.14, 60.348]","[0.233327, 0.067648, 0.766828, 0.084439]",Satan's Most Effective Bait: The Myth of Intercession*,False
9,88,9:88,True Believers are Eager to Strive,220,201,"[177.25, 91.048, 342.958, 103.048]","[0.342248, 0.127394, 0.662209, 0.144184]",True Believers are Eager to Strive,True
9,94,9:94,Hard Times Serve to Expose the Hypocrites,221,202,"[149.9, 48.198, 367.376, 60.198]","[0.289438, 0.067439, 0.709357, 0.084229]",Hard Times Serve to Expose the Hypocrites,True
9,97,9:97,The Arabs,221,202,"[120.59, 374.598, 171.47, 386.598]","[0.232844, 0.524134, 0.331087, 0.540924]",The Arabs,True
9,107,9:107,Mosques that Oppose God and His Messenger*,223,204,"[139.3, 48.348, 378.28, 60.348]","[0.268971, 0.067648, 0.730411, 0.084439]",Masjids that Oppose God and His Messenger*,False
9,111,9:111,The Most Profitable Investment,223,204,"[67.8, 468.948, 225.048, 480.948]","[0.130913, 0.656147, 0.434539, 0.672937]",The Most Profitable Investment,True
9,112,9:112,The Believers,224,205,"[225.69, 47.498, 292.098, 59.498]","[0.435779, 0.066459, 0.564005, 0.083249]",The Believers,True
9,122,9:122,The Importance of Religious Education,225,206,"[159.0, 574.548, 356.172, 586.548]","[0.307009, 0.803901, 0.687723, 0.820692]",The Importance of Religious Education,True
9,123,9:123,The Disbelievers,226,207,"[221.65, 48.948, 302.566, 60.948]","[0.427978, 0.068488, 0.584217, 0.085278]",The Disbelievers,True
9,127,9:127,A Historical Crime Unveiled: Tampering With the Word of God. *,226,207,"[58.45, 364.298, 239.398, 390.448]","[0.11286, 0.509722, 0.462248, 0.546311]",A Historical Crime Unveiled: Tampering With the Word of God.* God Provides Irrefutable Evidence,False
10,7,10:7,Preoccupation With This World,228,209,"[179.4, 47.598, 338.052, 59.598]","[0.346399, 0.066599, 0.652736, 0.083389]",Preoccupation With This World,True
10,9,10:9,God Guides the Believers,228,209,"[195.94, 148.398, 323.308, 160.398]","[0.378336, 0.207637, 0.624267, 0.224428]",God Guides the Believers,True
10,14,10:14,Now It Is Your Turn,228,209,"[208.19, 627.798, 311.546, 639.798]","[0.401989, 0.878408, 0.601556, 0.895198]",Now It Is Your Turn,True
10,20,10:20,Miracle of the Quran to be Unveiled After Muhammad*,229,210,"[59.65, 465.198, 231.466, 491.248]","[0.115177, 0.6509, 0.446932, 0.687349]",Miracle of the Quran to be Unveiled After Muhammad*,True
10,26,10:26,Heaven and Hell are Eternal,231,212,"[185.9, 48.548, 332.108, 60.548]","[0.35895, 0.067928, 0.641259, 0.084718]",Heaven and Hell are Eternal,True
10,28,10:28,Idols Disown Their Worshipers,231,212,"[67.55, 194.598, 223.226, 206.598]","[0.130431, 0.27228, 0.431021, 0.28907]",Idols Disown Their Worshipers,True
10,34,10:34,Reflect on Your Idols,232,213,"[205.3, 47.748, 311.92, 59.748]","[0.396409, 0.066809, 0.602278, 0.083599]",Reflect on Your Idols,True
10,37,10:37,Only God Can Author the Quran,232,213,"[62.299, 271.148, 231.151, 283.148]","[0.120292, 0.379387, 0.446324, 0.396178]",Only God Can Author the Quran,True
10,49,10:49,The Messenger Possesses No Power,233,214,"[59.15, 412.398, 236.042, 424.398]","[0.114211, 0.577023, 0.455768, 0.593813]",The Messenger Possesses No Power,True
10,54,10:54,What Price Faith,234,215,"[219.5, 48.348, 303.104, 60.348]","[0.423827, 0.067648, 0.585256, 0.084439]",What Price Faith,True
10,58,10:58,Joy for the Believers,234,215,"[98.05, 290.848, 198.958, 302.848]","[0.189322, 0.406952, 0.384163, 0.423742]",Joy for the Believers,True
10,59,10:59,Human-made Dietary Prohibitions,234,215,"[60.6, 371.748, 236.268, 383.748]","[0.117011, 0.520146, 0.456204, 0.536936]",Human-made Dietary Prohibitions,True
10,61,10:61,Knowing God,234,215,"[225.0, 577.898, 294.72, 589.898]","[0.434447, 0.808589, 0.569067, 0.825379]",Knowing God,True
10,62,10:62,Happiness: Now and Forever*,235,216,"[182.5, 48.548, 335.272, 60.548]","[0.352385, 0.067928, 0.647368, 0.084718]",Happiness: Now and Forever*,True
10,71,10:71,Noah,236,217,"[245.15, 47.948, 272.402, 59.948]","[0.473354, 0.067089, 0.525974, 0.083879]",Noah,True
10,74,10:74,Humans Insist on Their Original Sin,236,217,"[54.6, 342.198, 239.244, 354.198]","[0.105426, 0.4788, 0.46195, 0.49559]",Humans Insist on Their Original Sin,True
10,75,10:75,Moses and Aaron,236,217,"[102.59, 451.548, 191.846, 463.548]","[0.198088, 0.631801, 0.370431, 0.648592]",Moses and Aaron,True
10,79,10:79,The Truth Prevails,237,218,"[212.5, 48.198, 306.268, 60.198]","[0.410311, 0.067439, 0.591365, 0.084229]",The Truth Prevails,True
10,94,10:94,The Messenger’s Doubt,238,219,"[90.599, 357.798, 207.263, 369.798]","[0.174935, 0.500627, 0.400199, 0.517418]",The Messenger's Doubt,False
10,98,10:98,Believing Nations Prosper,239,220,"[194.3, 48.098, 323.984, 60.098]","[0.375169, 0.067299, 0.625572, 0.084089]",Believing Nations Prosper,True
10,100,10:100,The Disbelievers Blocked Out*,239,220,"[181.8, 164.598, 335.808, 176.598]","[0.351033, 0.230304, 0.648403, 0.247094]",The Disbelievers Blocked Out*,True
10,103,10:103,Guaranteed Victory,239,220,"[97.099, 402.448, 195.643, 414.448]","[0.187486, 0.563101, 0.377762, 0.579891]",Guaranteed Victory,True
10,107,10:107,All Power Belongs To God,240,221,"[191.4, 47.948, 326.34, 59.948]","[0.369569, 0.067089, 0.630122, 0.083879]",All Power Belongs To God,True
11,2,11:2,The Quran: Messenger of God,240,221,"[71.9, 340.748, 224.732, 352.748]","[0.13883, 0.476771, 0.433929, 0.493561]",The Quran: Messenger of God,True
11,13,11:13,The Quran: Impossible to Imitate,242,223,"[177.94, 49.148, 344.992, 61.148]","[0.34358, 0.068768, 0.666136, 0.085558]",The Quran: Impossible to Imitate,True
11,25,11:25,Noah,243,224,"[131.9, 383.748, 159.5, 395.748]","[0.254682, 0.536936, 0.307974, 0.553727]",Noah,True
11,46,11:46,The Myth of Intercession*,246,227,"[194.3, 47.748, 324.248, 59.748]","[0.375169, 0.066809, 0.626082, 0.083599]",The Myth of Intercession*,True
11,63,11:63,The Disbelievers Always Losers,248,229,"[181.3, 47.848, 337.012, 59.848]","[0.350068, 0.066949, 0.650728, 0.083739]",The Disbelievers Always Losers,True
11,69,11:69,Abraham and Lot,248,229,"[100.45, 432.348, 193.846, 444.348]","[0.193956, 0.604937, 0.374292, 0.621727]",Abraham and Lot,True
11,77,11:77,Homosexuality Condemned,249,230,"[75.7, 306.348, 214.54, 318.348]","[0.146167, 0.428639, 0.41425, 0.445429]",Homosexuality Condemned,True
11,96,11:96,Moses,251,232,"[242.5, 588.948, 273.616, 600.948]","[0.468237, 0.82405, 0.528318, 0.84084]",Moses,True
11,100,11:100,Lessons to be Learned,252,233,"[202.19, 116.848, 315.194, 128.848]","[0.390404, 0.163493, 0.6086, 0.180283]",Lessons to be Learned,True
11,109,11:109,Following Our Parents Blindly A Great Human Tragedy,253,234,"[182.05, 48.198, 337.89, 74.598]","[0.351516, 0.067439, 0.652423, 0.104377]",Following Our Parents Blindly A Great Human Tragedy,True
11,114,11:114,Three of the Five Prayers,253,234,"[84.099, 398.748, 208.935, 410.748]","[0.162385, 0.557924, 0.403427, 0.574714]",Three of the Five Prayers,True
11,118,11:118,Why Were We Created,254,235,"[206.05, 48.698, 317.278, 60.698]","[0.397857, 0.068138, 0.612624, 0.084928]",Why Were We Created,True
12,9,12:9,Joseph’s Fate Already Decided by God*,255,236,"[91.099, 254.598, 203.749, 280.747]","[0.175901, 0.356231, 0.393414, 0.392819]",Joseph's Fate Already Decided by God*,False
12,19,12:19,Joseph is Taken to Egypt,256,237,"[85.099, 360.798, 211.255, 372.798]","[0.164315, 0.504825, 0.407907, 0.521615]",Joseph is Taken to Egypt,True
12,23,12:23,God Protects the Believers From Sin,257,238,"[167.15, 48.548, 349.37, 60.548]","[0.322746, 0.067928, 0.67459, 0.084718]",God Protects the Believers From Sin,True
12,43,12:43,The King’s Dream,259,240,"[101.65, 479.148, 191.866, 491.148]","[0.196273, 0.670419, 0.370469, 0.687209]",The King's Dream,False
12,46,12:46,Joseph Interprets the King’s Dream,260,241,"[172.69, 125.248, 347.446, 137.248]","[0.333443, 0.175246, 0.670875, 0.192036]",Joseph Interprets the King's Dream,False
12,54,12:54,Joseph Attains Prominence,261,242,"[190.19, 77.148, 326.558, 89.148]","[0.367233, 0.107945, 0.630543, 0.124735]",Joseph Attains Prominence,True
12,68,12:68,Jacob Senses Joseph,262,243,"[95.9, 484.648, 198.572, 496.648]","[0.185171, 0.678115, 0.383418, 0.694905]",Jacob Senses Joseph,True
12,69,12:69,Back in Egypt,262,243,"[224.75, 609.698, 295.25, 621.698]","[0.433964, 0.853083, 0.570091, 0.869873]",Back in Egypt,True
12,70,12:70,Joseph Keeps His Brother,263,244,"[194.3, 48.548, 323.528, 60.548]","[0.375169, 0.067928, 0.624692, 0.084718]",Joseph Keeps His Brother,True
12,82,12:82,Back In Palestine,264,245,"[103.55, 290.598, 192.734, 302.598]","[0.199942, 0.406602, 0.372145, 0.423392]",,False
12,88,12:88,Israel Goes to Egypt,265,246,"[207.69, 92.848, 309.75, 104.848]","[0.401023, 0.129912, 0.598088, 0.146703]",Israel Goes to Egypt,True
12,99,12:99,In Egypt,266,247,"[119.9, 192.098, 162.296, 204.098]","[0.231512, 0.268782, 0.313373, 0.285572]",In Egypt,True
12,103,12:103,The Majority of People Do Not Believe,266,247,"[162.85, 623.348, 357.418, 635.348]","[0.314443, 0.872182, 0.690129, 0.888972]",The Majority of People Do Not Believe,True
12,106,12:106,The Majority of Believers Destined for Hell,267,248,"[152.05, 98.248, 367.21, 110.248]","[0.293589, 0.137468, 0.709036, 0.154258]",The Majority of Believers Destined for Hell,True
12,110,12:110,"Victory, Ultimately, Belongs to the Believers",267,248,"[88.2, 430.398, 206.664, 456.798]","[0.170303, 0.602208, 0.399042, 0.639147]","Victory, Ultimately, Belongs to the Believers",True
12,111,12:111,The Quran is All We Need,267,248,"[194.05, 553.148, 325.462, 565.148]","[0.374686, 0.773959, 0.628426, 0.790749]",The Quran is All We Need,True
