pdf_page,printed_page,block_order,text,clean_text,bbox,bbox_normalized
726,711,1,INDEX,INDEX,"[236.3, 13.829, 284.975, 28.829]","[0.456266, 0.01935, 0.550251, 0.040337]"
726,711,2,A,A,"[40.299, 30.451, 118.763, 41.343]","[0.077812, 0.042607, 0.229316, 0.057847]"
726,711,2,Aad (see also Hood),Aad (see also Hood),"[40.299, 41.343, 118.763, 52.235]","[0.077812, 0.057847, 0.229316, 0.073087]"
726,711,3,162-166; 10:15-19; 11:18-19; 16:88,162-166; 10:15-19; 11:18-19; 16:88,"[190.3, 33.252, 326.94, 42.73]","[0.367445, 0.046526, 0.63128, 0.059787]"
726,711,3,"Accusations 4:112,156; 24:4-6,11-26","Accusations 4:112,156; 24:4-6,11-26","[190.3, 42.73, 326.94, 52.208]","[0.367445, 0.059787, 0.63128, 0.073049]"
726,711,3,Adam,Adam,"[190.3, 52.208, 326.94, 61.686]","[0.367445, 0.073049, 0.63128, 0.08631]"
726,711,4,daughters 3:80; 17:40; 34:40-41;,daughters 3:80; 17:40; 34:40-41;,"[338.649, 34.603, 482.69, 44.257]","[0.653889, 0.048416, 0.932014, 0.061924]"
726,711,4,37:150; 43:19; 53:27,37:150; 43:19; 53:27,"[338.649, 44.257, 482.69, 53.911]","[0.653889, 0.061924, 0.932014, 0.075431]"
726,711,4,"messengers 2:248; 3:39,4246; 6:61;","messengers 2:248; 3:39,4246; 6:61;","[338.649, 53.911, 482.69, 63.565]","[0.653889, 0.075431, 0.932014, 0.088939]"
726,711,4,7:37; 11:81; 15:51-66; 16:2; 22:75;,7:37; 11:81; 15:51-66; 16:2; 22:75;,"[338.649, 63.565, 482.69, 73.218]","[0.653889, 0.088939, 0.932014, 0.102446]"
726,711,4,35:1; 43:80; 51:24-37; 77:1; 79:3-5;,35:1; 43:80; 51:24-37; 77:1; 79:3-5;,"[338.649, 73.218, 482.69, 82.872]","[0.653889, 0.102446, 0.932014, 0.115954]"
726,711,4,97:4,97:4,"[338.649, 82.872, 482.69, 92.526]","[0.653889, 0.115954, 0.932014, 0.129461]"
726,711,4,pray for believers 40:7-9,pray for believers 40:7-9,"[338.649, 92.526, 482.69, 102.18]","[0.653889, 0.129461, 0.932014, 0.142969]"
726,711,4,retribution bringers 51:24-37,retribution bringers 51:24-37,"[338.649, 102.18, 482.69, 111.834]","[0.653889, 0.142969, 0.932014, 0.156476]"
726,711,4,revelation bringers 16:102,revelation bringers 16:102,"[338.649, 111.834, 482.69, 121.488]","[0.653889, 0.156476, 0.932014, 0.169984]"
726,711,4,sorcery 2:102,sorcery 2:102,"[338.649, 121.488, 482.69, 131.141]","[0.653889, 0.169984, 0.932014, 0.183491]"
726,711,4,"supporters 3:124-125; 8:9-12; 9:26,","supporters 3:124-125; 8:9-12; 9:26,","[338.649, 131.141, 482.69, 140.795]","[0.653889, 0.183491, 0.932014, 0.196999]"
726,711,4,"40; 33:9,43,56; 41:30; 59:6; 66:4","40; 33:9,43,56; 41:30; 59:6; 66:4","[338.649, 140.795, 482.69, 150.449]","[0.653889, 0.196999, 0.932014, 0.210507]"
726,711,4,"terminate lives 4:97; 6:61,93; 7:37;","terminate lives 4:97; 6:61,93; 7:37;","[338.649, 150.449, 482.69, 160.103]","[0.653889, 0.210507, 0.932014, 0.224014]"
726,711,4,8:50; 16:28-33; 47:27; 79:1-2,8:50; 16:28-33; 47:27; 79:1-2,"[338.649, 160.103, 482.69, 169.757]","[0.653889, 0.224014, 0.932014, 0.237522]"
726,711,4,witness & record 3:18; 4:166; 43:80;,witness & record 3:18; 4:166; 43:80;,"[338.649, 169.757, 482.69, 179.41]","[0.653889, 0.237522, 0.932014, 0.251029]"
726,711,4,50:17; 82:11-12,50:17; 82:11-12,"[338.649, 179.41, 482.69, 189.064]","[0.653889, 0.251029, 0.932014, 0.264537]"
726,711,4,worship God 3:18; 4:172; 7:206;,worship God 3:18; 4:172; 7:206;,"[338.649, 189.064, 482.69, 198.718]","[0.653889, 0.264537, 0.932014, 0.278044]"
726,711,4,13:13; 16:49; 21:19-20; 40:7- 9;,13:13; 16:49; 21:19-20; 40:7- 9;,"[338.649, 198.718, 482.69, 208.372]","[0.653889, 0.278044, 0.932014, 0.291552]"
726,711,4,41:38; 42:5,41:38; 42:5,"[338.649, 208.372, 482.69, 218.026]","[0.653889, 0.291552, 0.932014, 0.305059]"
726,711,4,Anger 3:134; 4:93; 7:154; 21:87;,Anger 3:134; 4:93; 7:154; 21:87;,"[338.649, 218.026, 482.69, 227.68]","[0.653889, 0.305059, 0.932014, 0.318567]"
726,711,4,48:6; 60:13,48:6; 60:13,"[338.649, 227.68, 482.69, 237.333]","[0.653889, 0.318567, 0.932014, 0.332074]"
726,711,4,Animals,Animals,"[338.649, 237.333, 482.69, 246.987]","[0.653889, 0.332074, 0.932014, 0.345582]"
726,711,5,rebel against Hood 7:65-72;,rebel against Hood 7:65-72;,"[40.55, 54.001, 162.45, 63.68]","[0.078297, 0.075558, 0.313671, 0.089101]"
726,711,5,11:50-60; 14:9-15; 26:123-140;,11:50-60; 14:9-15; 26:123-140;,"[40.55, 63.68, 162.45, 73.359]","[0.078297, 0.089101, 0.313671, 0.102644]"
726,711,5,41:13-16; 46:21-28; 51:41-46;,41:13-16; 46:21-28; 51:41-46;,"[40.55, 73.359, 162.45, 83.039]","[0.078297, 0.102644, 0.313671, 0.116187]"
726,711,5,69:4-8,69:4-8,"[40.55, 83.039, 162.45, 92.718]","[0.078297, 0.116187, 0.313671, 0.12973]"
726,711,5,example of 7:74; 9:70; 22:42;,example of 7:74; 9:70; 22:42;,"[40.55, 92.718, 162.45, 102.397]","[0.078297, 0.12973, 0.313671, 0.143273]"
726,711,5,25:38; 26:123; 50:13; 53:50-51;,25:38; 26:123; 50:13; 53:50-51;,"[40.55, 102.397, 162.45, 112.076]","[0.078297, 0.143273, 0.313671, 0.156816]"
726,711,5,54:18- 20; 89:6-8,54:18- 20; 89:6-8,"[40.55, 112.076, 162.45, 121.756]","[0.078297, 0.156816, 0.313671, 0.170359]"
726,711,5,Aaron (see also Moses),Aaron (see also Moses),"[40.55, 121.756, 162.45, 131.435]","[0.078297, 0.170359, 0.313671, 0.183902]"
726,711,6,"ancestor of all 4:1; 6:98; 7:11,172,","ancestor of all 4:1; 6:98; 7:11,172,","[190.45, 63.852, 331.64, 73.739]","[0.367735, 0.089341, 0.640355, 0.103175]"
726,711,6,189; 19:58; 49:13,189; 19:58; 49:13,"[190.45, 73.739, 331.64, 83.626]","[0.367735, 0.103175, 0.640355, 0.117009]"
726,711,6,angels prostrate before 2:34; 7:11-,angels prostrate before 2:34; 7:11-,"[190.45, 83.626, 331.64, 93.514]","[0.367735, 0.117009, 0.640355, 0.130843]"
726,711,6,12; 15:29-33; 17:61; 18:50; 20:116,12; 15:29-33; 17:61; 18:50; 20:116,"[190.45, 93.514, 331.64, 103.401]","[0.367735, 0.130843, 0.640355, 0.144677]"
726,711,6,creation 3:59; 15:26-29,creation 3:59; 15:26-29,"[190.45, 103.401, 331.64, 113.288]","[0.367735, 0.144677, 0.640355, 0.158511]"
726,711,6,messenger 3:33,messenger 3:33,"[190.45, 113.288, 331.64, 123.175]","[0.367735, 0.158511, 0.640355, 0.172345]"
726,711,6,redeemed 2:37; 7:23-25; 20:122,redeemed 2:37; 7:23-25; 20:122,"[190.45, 123.175, 331.64, 133.062]","[0.367735, 0.172345, 0.640355, 0.186179]"
726,711,6,sons 5:27,sons 5:27,"[190.45, 133.062, 331.64, 142.949]","[0.367735, 0.186179, 0.640355, 0.200013]"
726,711,6,taught names 2:31-33,taught names 2:31-33,"[190.45, 142.949, 331.64, 152.836]","[0.367735, 0.200013, 0.640355, 0.213847]"
726,711,6,"tested & failed 2:35-38; 7:19-25,27;","tested & failed 2:35-38; 7:19-25,27;","[190.45, 152.836, 331.64, 162.724]","[0.367735, 0.213847, 0.640355, 0.227681]"
726,711,6,"15:39-40; 17:62; 20:115,117-121;","15:39-40; 17:62; 20:115,117-121;","[190.45, 162.724, 331.64, 172.611]","[0.367735, 0.227681, 0.640355, 0.241515]"
726,711,6,"Adoption 12:21; 28:9; 33:4-5,37","Adoption 12:21; 28:9; 33:4-5,37","[190.45, 172.611, 331.64, 182.498]","[0.367735, 0.241515, 0.640355, 0.255349]"
726,711,6,"Adulteiy 4:15-16,19,25,156; 5:5;","Adulteiy 4:15-16,19,25,156; 5:5;","[190.45, 182.498, 331.64, 192.385]","[0.367735, 0.255349, 0.640355, 0.269183]"
726,711,7,Children of Israel rebel against,Children of Israel rebel against,"[40.55, 133.351, 175.75, 143.419]","[0.078297, 0.186583, 0.339351, 0.20067]"
726,711,7,7:142-156; 20:90-94,7:142-156; 20:90-94,"[40.55, 143.419, 175.75, 153.486]","[0.078297, 0.20067, 0.339351, 0.214756]"
726,711,7,Maiy his descendant 19:28,Maiy his descendant 19:28,"[40.55, 153.486, 175.75, 163.554]","[0.078297, 0.214756, 0.339351, 0.228843]"
726,711,7,Messengership of 4:163; 6:84;,Messengership of 4:163; 6:84;,"[40.55, 163.554, 175.75, 173.622]","[0.078297, 0.228843, 0.339351, 0.24293]"
726,711,7,"7:111,122; 10:75-87; 19:53; 20:30","7:111,122; 10:75-87; 19:53; 20:30","[40.55, 173.622, 175.75, 183.69]","[0.078297, 0.24293, 0.339351, 0.257017]"
726,711,7,"36,63,70; 21:48; 23:45; 25:35;","36,63,70; 21:48; 23:45; 25:35;","[40.55, 183.69, 175.75, 193.758]","[0.078297, 0.257017, 0.339351, 0.271103]"
726,711,7,"26:13-16,36,47-48; 28:34-35;","26:13-16,36,47-48; 28:34-35;","[40.55, 193.758, 175.75, 203.825]","[0.078297, 0.271103, 0.339351, 0.28519]"
726,711,7,37:114-122,37:114-122,"[40.55, 203.825, 175.75, 213.893]","[0.078297, 0.28519, 0.339351, 0.299277]"
726,711,7,"Received scripture 21:48, 37:117.","Received scripture 21:48, 37:117.","[40.55, 213.893, 175.75, 223.961]","[0.078297, 0.299277, 0.339351, 0.313363]"
726,711,7,Abou-Lahab 111:1-5,Abou-Lahab 111:1-5,"[40.55, 223.961, 175.75, 234.029]","[0.078297, 0.313363, 0.339351, 0.32745]"
726,711,7,Abel 5:27-32,Abel 5:27-32,"[40.55, 234.029, 175.75, 244.096]","[0.078297, 0.32745, 0.339351, 0.341537]"
726,711,7,Ablution 4:43; 5:6,Ablution 4:43; 5:6,"[40.55, 244.096, 175.75, 254.164]","[0.078297, 0.341537, 0.339351, 0.355624]"
726,711,7,"Abominations 5:3,90; 6:121; 7:80;","Abominations 5:3,90; 6:121; 7:80;","[40.55, 254.164, 175.75, 264.232]","[0.078297, 0.355624, 0.339351, 0.36971]"
726,711,8,17:32; 24:2-10; 25:68; 60:12; 65:1;,17:32; 24:2-10; 25:68; 60:12; 65:1;,"[190.44, 194.052, 326.94, 204.098]","[0.367716, 0.271515, 0.63128, 0.285572]"
726,711,8,70:29-31,70:29-31,"[190.44, 204.098, 326.94, 214.144]","[0.367716, 0.285572, 0.63128, 0.299628]"
726,711,8,Age of responsibility 46:15,Age of responsibility 46:15,"[190.44, 214.144, 326.94, 224.19]","[0.367716, 0.299628, 0.63128, 0.313684]"
726,711,8,Aggression forbidden 2:190-194;,Aggression forbidden 2:190-194;,"[190.44, 224.19, 326.94, 234.236]","[0.367716, 0.313684, 0.63128, 0.32774]"
726,711,9,"4:91; 5:2; 7:33,55; 8:19,60-61; 9:4,7;","4:91; 5:2; 7:33,55; 8:19,60-61; 9:4,7;","[190.199, 235.802, 332.349, 245.801]","[0.36725, 0.329931, 0.641724, 0.343921]"
726,711,9,16:126; 22:39; 42:40-43; 60:8-9,16:126; 22:39; 42:40-43; 60:8-9,"[190.199, 245.801, 332.349, 255.799]","[0.36725, 0.343921, 0.641724, 0.357911]"
726,711,9,"Agreements see Covenant, Promises","Agreements see Covenant, Promises","[190.199, 255.799, 332.349, 265.798]","[0.36725, 0.357911, 0.641724, 0.371901]"
726,711,9,divorce 65:2,divorce 65:2,"[190.199, 265.798, 332.349, 275.796]","[0.36725, 0.371901, 0.641724, 0.385891]"
726,711,9,nursing 2:233,nursing 2:233,"[190.199, 275.796, 332.349, 285.795]","[0.36725, 0.385891, 0.641724, 0.399881]"
726,711,9,violation 8:56,violation 8:56,"[190.199, 285.795, 332.349, 295.794]","[0.36725, 0.399881, 0.641724, 0.413871]"
726,711,9,Alimony 2:240-241,Alimony 2:240-241,"[190.199, 295.794, 332.349, 305.792]","[0.36725, 0.413871, 0.641724, 0.427861]"
726,711,9,"Allegory (see also Examples) 2:17,","Allegory (see also Examples) 2:17,","[190.199, 305.792, 332.349, 315.791]","[0.36725, 0.427861, 0.641724, 0.441851]"
726,711,9,"19-20,24-26,265; 3:7; 4:56; 7:58,179;","19-20,24-26,265; 3:7; 4:56; 7:58,179;","[190.199, 315.791, 332.349, 325.79]","[0.36725, 0.441851, 0.641724, 0.455841]"
726,711,9,"9:109; 10:27; 13:14-17; 14:18,24-26;","9:109; 10:27; 13:14-17; 14:18,24-26;","[190.199, 325.79, 332.349, 335.788]","[0.36725, 0.455841, 0.641724, 0.469831]"
726,711,9,18:45; 22:73; 24:39^0; 29:41; 50:11;,18:45; 22:73; 24:39^0; 29:41; 50:11;,"[190.199, 335.788, 332.349, 345.787]","[0.36725, 0.469831, 0.641724, 0.483821]"
726,711,9,57:20; 62:5,57:20; 62:5,"[190.199, 345.787, 332.349, 355.785]","[0.36725, 0.483821, 0.641724, 0.497811]"
726,711,9,Allies,Allies,"[190.199, 355.785, 332.349, 365.784]","[0.36725, 0.497811, 0.641724, 0.511801]"
726,711,10,to be resurrected 6:38.,to be resurrected 6:38.,"[338.381, 248.403, 480.3, 258.595]","[0.653371, 0.347563, 0.927399, 0.361823]"
726,711,10,are muslims 7:179; 22:18; 25:44,are muslims 7:179; 22:18; 25:44,"[338.381, 258.595, 480.3, 268.786]","[0.653371, 0.361823, 0.927399, 0.376083]"
726,711,10,prohibited 2:173; 5:3; 6:145; 16:115,prohibited 2:173; 5:3; 6:145; 16:115,"[338.381, 268.786, 480.3, 278.978]","[0.653371, 0.376083, 0.927399, 0.390343]"
726,711,10,Annulment of marraige 2:236-237,Annulment of marraige 2:236-237,"[338.381, 278.978, 480.3, 289.17]","[0.653371, 0.390343, 0.927399, 0.404603]"
726,711,10,Ant 27:18,Ant 27:18,"[338.381, 289.17, 480.3, 299.361]","[0.653371, 0.404603, 0.927399, 0.418863]"
726,711,10,"Arabic, Quran 12:2; 13:37; 14:4;","Arabic, Quran 12:2; 13:37; 14:4;","[338.381, 299.361, 480.3, 309.553]","[0.653371, 0.418863, 0.927399, 0.433123]"
726,711,10,"16:103; 19:97; 20:113; 26:195,198;","16:103; 19:97; 20:113; 26:195,198;","[338.381, 309.553, 480.3, 319.745]","[0.653371, 0.433123, 0.927399, 0.447383]"
726,711,10,"39:28; 41:3,44; 42:7; 43:3; 46:12","39:28; 41:3,44; 42:7; 43:3; 46:12","[338.381, 319.745, 480.3, 329.936]","[0.653371, 0.447383, 0.927399, 0.461643]"
726,711,10,"Arabs 6:66; 9:90,97-99,101,120; 43:57","Arabs 6:66; 9:90,97-99,101,120; 43:57","[338.381, 329.936, 480.3, 340.128]","[0.653371, 0.461643, 0.927399, 0.475903]"
726,711,10,"-58; 48:11,16; 49:14","-58; 48:11,16; 49:14","[338.381, 340.128, 480.3, 350.32]","[0.653371, 0.475903, 0.927399, 0.490163]"
726,711,10,worst disbelievers 9:97.,worst disbelievers 9:97.,"[338.381, 350.32, 480.3, 360.511]","[0.653371, 0.490163, 0.927399, 0.504423]"
726,711,10,dismissed from God’s grace 47:38,dismissed from God’s grace 47:38,"[338.381, 360.511, 480.3, 370.703]","[0.653371, 0.504423, 0.927399, 0.518683]"
726,711,10,Arafat 2:198,Arafat 2:198,"[338.381, 370.703, 480.3, 380.895]","[0.653371, 0.518683, 0.927399, 0.532943]"
726,711,10,Ark,Ark,"[338.381, 380.895, 480.3, 391.086]","[0.653371, 0.532943, 0.927399, 0.547203]"
726,711,11,22:30; 27:54; 29:28-29,22:30; 27:54; 29:28-29,"[40.45, 265.701, 168.45, 275.862]","[0.078104, 0.371766, 0.325256, 0.385983]"
726,711,11,Abortion 6:151; 17:31; 22:2; 60:12,Abortion 6:151; 17:31; 22:2; 60:12,"[40.45, 275.862, 168.45, 286.024]","[0.078104, 0.385983, 0.325256, 0.400201]"
726,711,11,Abraham,Abraham,"[40.45, 286.024, 168.45, 296.185]","[0.078104, 0.400201, 0.325256, 0.414419]"
726,711,12,builds Kaaba 2:125-127; 3:96-97;,builds Kaaba 2:125-127; 3:96-97;,"[49.1, 298.101, 186.3, 307.877]","[0.094806, 0.417099, 0.359722, 0.430778]"
726,711,12,14:37; 22:26,14:37; 22:26,"[49.1, 307.877, 186.3, 317.653]","[0.094806, 0.430778, 0.359722, 0.444456]"
726,711,12,"chosen by God 3:33; 4:125,163;","chosen by God 3:33; 4:125,163;","[49.1, 317.653, 186.3, 327.429]","[0.094806, 0.444456, 0.359722, 0.458135]"
726,711,12,6:74-83; 12:6; 16:120-123; 21:51;,6:74-83; 12:6; 16:120-123; 21:51;,"[49.1, 327.429, 186.3, 337.205]","[0.094806, 0.458135, 0.359722, 0.471813]"
726,711,12,43:28; 57:26,43:28; 57:26,"[49.1, 337.205, 186.3, 346.981]","[0.094806, 0.471813, 0.359722, 0.485492]"
726,711,12,covenant 2:125; 33:7,covenant 2:125; 33:7,"[49.1, 346.981, 186.3, 356.757]","[0.094806, 0.485492, 0.359722, 0.49917]"
726,711,12,descendants and followers of 2:128,descendants and followers of 2:128,"[49.1, 356.757, 186.3, 366.533]","[0.094806, 0.49917, 0.359722, 0.512849]"
726,711,12,"-130; 3:68,84,95; 4:54-55; 6:161;","-130; 3:68,84,95; 4:54-55; 6:161;","[49.1, 366.533, 186.3, 376.309]","[0.094806, 0.512849, 0.359722, 0.526527]"
726,711,12,"12:6,38; 29:27; 37:100-113; 38:45-47","12:6,38; 29:27; 37:100-113; 38:45-47","[49.1, 376.309, 186.3, 386.085]","[0.094806, 0.526527, 0.359722, 0.540206]"
726,711,12,destroyed idols 21:52-71; 26:70-77;,destroyed idols 21:52-71; 26:70-77;,"[49.1, 386.085, 186.3, 395.861]","[0.094806, 0.540206, 0.359722, 0.553885]"
726,711,12,37:85-98,37:85-98,"[49.1, 395.861, 186.3, 405.637]","[0.094806, 0.553885, 0.359722, 0.567563]"
726,711,12,discovers God 6:74-82,discovers God 6:74-82,"[49.1, 405.637, 186.3, 415.413]","[0.094806, 0.567563, 0.359722, 0.581242]"
726,711,12,"established Islam 2:128,130,133,135","established Islam 2:128,130,133,135","[49.1, 415.413, 186.3, 425.189]","[0.094806, 0.581242, 0.359722, 0.59492]"
726,711,12,"-140; 3:65-68,95; 4:125; 6:161; 12:38;","-140; 3:65-68,95; 4:125; 6:161; 12:38;","[49.1, 425.189, 186.3, 434.965]","[0.094806, 0.59492, 0.359722, 0.608599]"
726,711,12,16:120-123; 21:51; 43:28; 57:26,16:120-123; 21:51; 43:28; 57:26,"[49.1, 434.965, 186.3, 444.741]","[0.094806, 0.608599, 0.359722, 0.622277]"
726,711,12,example of 43:28; 53:37; 60:4-6,example of 43:28; 53:37; 60:4-6,"[49.1, 444.741, 186.3, 454.517]","[0.094806, 0.622277, 0.359722, 0.635956]"
726,711,12,family 2:132; 14:39; 37:102-108,family 2:132; 14:39; 37:102-108,"[49.1, 454.517, 186.3, 464.293]","[0.094806, 0.635956, 0.359722, 0.649634]"
726,711,12,father 6:74; 9:114; 14:41; 19:42^8;,father 6:74; 9:114; 14:41; 19:42^8;,"[49.1, 464.293, 186.3, 474.07]","[0.094806, 0.649634, 0.359722, 0.663313]"
726,711,12,26:86; 37:102-108,26:86; 37:102-108,"[49.1, 474.07, 186.3, 483.846]","[0.094806, 0.663313, 0.359722, 0.676991]"
726,711,12,messengers to 11:69-76; 15:51-60;,messengers to 11:69-76; 15:51-60;,"[49.1, 483.846, 186.3, 493.622]","[0.094806, 0.676991, 0.359722, 0.69067]"
726,711,12,29:31-32; 51:24-30,29:31-32; 51:24-30,"[49.1, 493.622, 186.3, 503.398]","[0.094806, 0.69067, 0.359722, 0.704348]"
726,711,12,"monotheist 2:135; 3:67,95; 4:125;","monotheist 2:135; 3:67,95; 4:125;","[49.1, 503.398, 186.3, 513.174]","[0.094806, 0.704348, 0.359722, 0.718027]"
726,711,12,"6:74,161; 14:35-36; 16:120-123;","6:74,161; 14:35-36; 16:120-123;","[49.1, 513.174, 186.3, 522.95]","[0.094806, 0.718027, 0.359722, 0.731705]"
726,711,12,19:48-49; 21:52-71,19:48-49; 21:52-71,"[49.1, 522.95, 186.3, 532.726]","[0.094806, 0.731705, 0.359722, 0.745384]"
726,711,12,needed signs 2:260,needed signs 2:260,"[49.1, 532.726, 186.3, 542.502]","[0.094806, 0.745384, 0.359722, 0.759062]"
726,711,12,people of 9:70; 22:43,people of 9:70; 22:43,"[49.1, 542.502, 186.3, 552.278]","[0.094806, 0.759062, 0.359722, 0.772741]"
726,711,12,prayer of 2:126-129; 14:35-41;,prayer of 2:126-129; 14:35-41;,"[49.1, 552.278, 186.3, 562.054]","[0.094806, 0.772741, 0.359722, 0.786419]"
726,711,12,6:83-87; 60:4-5,6:83-87; 60:4-5,"[49.1, 562.054, 186.3, 571.83]","[0.094806, 0.786419, 0.359722, 0.800098]"
726,711,12,protected and supported by God,protected and supported by God,"[49.1, 571.83, 186.3, 581.606]","[0.094806, 0.800098, 0.359722, 0.813776]"
726,711,12,6:83; 21:52-71; 29:24; 37:97-98,6:83; 21:52-71; 29:24; 37:97-98,"[49.1, 581.606, 186.3, 591.382]","[0.094806, 0.813776, 0.359722, 0.827455]"
726,711,12,scripture of 87:19,scripture of 87:19,"[49.1, 591.382, 186.3, 601.158]","[0.094806, 0.827455, 0.359722, 0.841133]"
726,711,12,stood up for God 2:258; 6:74-81;,stood up for God 2:258; 6:74-81;,"[49.1, 601.158, 186.3, 610.934]","[0.094806, 0.841133, 0.359722, 0.854812]"
726,711,12,"21:52-71; 26:75-87; 29:16-17,25;","21:52-71; 26:75-87; 29:16-17,25;","[49.1, 610.934, 186.3, 620.71]","[0.094806, 0.854812, 0.359722, 0.86849]"
726,711,12,37:84-107; 60:4,37:84-107; 60:4,"[49.1, 620.71, 186.3, 630.486]","[0.094806, 0.86849, 0.359722, 0.882169]"
726,711,13,to believers 4:45; 5:55-56; 8:72;,to believers 4:45; 5:55-56; 8:72;,"[189.25, 367.736, 334.29, 377.575]","[0.365418, 0.514532, 0.645472, 0.528299]"
726,711,13,9:71; 10:62; 45:19; 60:8; 66:4,9:71; 10:62; 45:19; 60:8; 66:4,"[189.25, 377.575, 334.29, 387.414]","[0.365418, 0.528299, 0.645472, 0.542065]"
726,711,13,"not to believers 3:28,118 4:89,139,","not to believers 3:28,118 4:89,139,","[189.25, 387.414, 334.29, 397.253]","[0.365418, 0.542065, 0.645472, 0.555831]"
726,711,13,"144; 5:51,57; 8:73; 9:23; 11:113;","144; 5:51,57; 8:73; 9:23; 11:113;","[189.25, 397.253, 334.29, 407.091]","[0.365418, 0.555831, 0.645472, 0.569598]"
726,711,13,"28:55; 45:19; 58:22; 60:1,9","28:55; 45:19; 58:22; 60:1,9","[189.25, 407.091, 334.29, 416.93]","[0.365418, 0.569598, 0.645472, 0.583364]"
726,711,13,"Almighty, God is 2:129,209,220,228,","Almighty, God is 2:129,209,220,228,","[189.25, 416.93, 334.29, 426.769]","[0.365418, 0.583364, 0.645472, 0.59713]"
726,711,13,"240,260; 3:4,6,18,62,126; 4:56,158,","240,260; 3:4,6,18,62,126; 4:56,158,","[189.25, 426.769, 334.29, 436.608]","[0.365418, 0.59713, 0.645472, 0.610897]"
726,711,13,"165; 5:38,95,118; 6:96; 8:10,49,63,67;","165; 5:38,95,118; 6:96; 8:10,49,63,67;","[189.25, 436.608, 334.29, 446.447]","[0.365418, 0.610897, 0.645472, 0.624663]"
726,711,13,"9:40,71; 11:66; 14:1,4,47; 16:60;","9:40,71; 11:66; 14:1,4,47; 16:60;","[189.25, 446.447, 334.29, 456.286]","[0.365418, 0.624663, 0.645472, 0.63843]"
726,711,13,"22:40,74; 26:9,68,104,122,140,159,","22:40,74; 26:9,68,104,122,140,159,","[189.25, 456.286, 334.29, 466.124]","[0.365418, 0.63843, 0.645472, 0.652196]"
726,711,13,"175,191,217; 27:9,78; 29:26,42: 30:5,","175,191,217; 27:9,78; 29:26,42: 30:5,","[189.25, 466.124, 334.29, 475.963]","[0.365418, 0.652196, 0.645472, 0.665962]"
726,711,13,"27; 31:9,27; 33:25; 34:6,27; 35:2,28;","27; 31:9,27; 33:25; 34:6,27; 35:2,28;","[189.25, 475.963, 334.29, 485.802]","[0.365418, 0.665962, 0.645472, 0.679729]"
726,711,13,"36:5,38; 38:9,66; 39:1,5,37; 40:2,8,42;","36:5,38; 38:9,66; 39:1,5,37; 40:2,8,42;","[189.25, 485.802, 334.29, 495.641]","[0.365418, 0.679729, 0.645472, 0.693495]"
726,711,13,"41:12; 42:3,19; 43:9; 44:42; 45:2,37;","41:12; 42:3,19; 43:9; 44:42; 45:2,37;","[189.25, 495.641, 334.29, 505.48]","[0.365418, 0.693495, 0.645472, 0.707262]"
726,711,13,"46:2; 48:7,19; 54:42; 57:1,25; 58:21;","46:2; 48:7,19; 54:42; 57:1,25; 58:21;","[189.25, 505.48, 334.29, 515.319]","[0.365418, 0.707262, 0.645472, 0.721028]"
726,711,13,"59:1,23,24; 60:5; 61:1; 62:1,3; 64:18;","59:1,23,24; 60:5; 61:1; 62:1,3; 64:18;","[189.25, 515.319, 334.29, 525.157]","[0.365418, 0.721028, 0.645472, 0.734794]"
726,711,13,67:2; 85:8,67:2; 85:8,"[189.25, 525.157, 334.29, 534.996]","[0.365418, 0.734794, 0.645472, 0.748561]"
726,711,13,Angels,Angels,"[189.25, 534.996, 334.29, 544.835]","[0.365418, 0.748561, 0.645472, 0.762327]"
726,711,14,of covenant 2:248,of covenant 2:248,"[338.15, 392.803, 472.65, 402.773]","[0.652925, 0.549606, 0.912628, 0.563556]"
726,711,14,"Noah’s 7:64; 10:73; 11:37-38,44;","Noah’s 7:64; 10:73; 11:37-38,44;","[338.15, 402.773, 472.65, 412.744]","[0.652925, 0.563556, 0.912628, 0.577506]"
726,711,14,19:58; 23:27-28; 26:119; 36:41;,19:58; 23:27-28; 26:119; 36:41;,"[338.15, 412.744, 472.65, 422.714]","[0.652925, 0.577506, 0.912628, 0.591457]"
726,711,14,54:13-15; 69:11,54:13-15; 69:11,"[338.15, 422.714, 472.65, 432.684]","[0.652925, 0.591457, 0.912628, 0.605407]"
726,711,14,made of logs 54:13,made of logs 54:13,"[338.15, 432.684, 472.65, 442.654]","[0.652925, 0.605407, 0.912628, 0.619357]"
726,711,14,of baby Moses 20:39,of baby Moses 20:39,"[338.15, 442.654, 472.65, 452.625]","[0.652925, 0.619357, 0.912628, 0.633307]"
726,711,14,"Atom 4:40; 10:61; 34:3,22; 99:7,8","Atom 4:40; 10:61; 34:3,22; 99:7,8","[338.15, 452.625, 472.65, 462.595]","[0.652925, 0.633307, 0.912628, 0.647257]"
726,711,14,Atonement see Expiation 4:92; 5:95,Atonement see Expiation 4:92; 5:95,"[338.15, 462.595, 472.65, 472.565]","[0.652925, 0.647257, 0.912628, 0.661208]"
726,711,14,Authority,Authority,"[338.15, 472.565, 472.65, 482.535]","[0.652925, 0.661208, 0.912628, 0.675158]"
726,711,15,"God’s 7:54,71; 10:3; 13:2; 20:5;","God’s 7:54,71; 10:3; 13:2; 20:5;","[337.89, 484.453, 474.2, 494.479]","[0.652423, 0.677841, 0.915621, 0.69187]"
